,F,M
2020-12-29,49,21
2020-12-30,133,77
2020-12-31,224,112
2021-01-01,231,119
2021-01-02,378,175
2021-01-03,525,252
2021-01-04,763,357
2021-01-05,1064,497
2021-01-06,1470,637
2021-01-07,1918,812
2021-01-08,2345,1029
2021-01-09,2569,1134
2021-01-10,2933,1295
2021-01-11,3122,1358
2021-01-12,3227,1400
2021-01-13,3269,1421
2021-01-14,3304,1456
2021-01-15,3325,1477
2021-01-16,3353,1491
2021-01-17,3367,1498
2021-01-18,3374,1505
2021-01-19,3395,1526
2021-01-20,3416,1540
2021-01-21,3451,1554
2021-01-22,3465,1561
2021-01-23,3486,1575
2021-01-24,3493,1582
2021-01-25,3500,1582
2021-01-26,3507,1589
2021-01-27,3514,1596
2021-01-28,3521,1603
2021-01-29,3570,1624
2021-01-30,3619,1652
2021-01-31,3668,1687
2021-02-01,3724,1708
2021-02-02,3773,1722
2021-02-03,3836,1750
2021-02-04,3913,1799
2021-02-05,3990,1827
2021-02-06,4004,1827
2021-02-07,4011,1827
2021-02-08,4046,1834
2021-02-09,4130,1869
2021-02-10,4235,1939
2021-02-11,4368,1995
2021-02-12,4487,2051
2021-02-13,4557,2086
2021-02-14,4585,2100
2021-02-15,4655,2121
2021-02-16,4767,2170
2021-02-17,4921,2240
2021-02-18,5047,2310
2021-02-19,5173,2380
2021-02-20,5271,2422
2021-02-21,5362,2464
2021-02-22,5537,2541
2021-02-23,5796,2646
2021-02-24,6139,2814
2021-02-25,6559,3024
2021-02-26,7014,3213
2021-02-27,7378,3423
2021-02-28,7630,3549
2021-03-01,7903,3689
2021-03-02,8365,3885
2021-03-03,8967,4116
2021-03-04,9506,4319
2021-03-05,10010,4515
2021-03-06,10395,4662
2021-03-07,10654,4760
2021-03-08,11179,4991
2021-03-09,11935,5299
2021-03-10,12257,5446
total,811013,925064
