,F,M
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,7,0
2020-12-30,7,0
2020-12-31,14,7
2021-01-01,14,7
2021-01-02,21,7
2021-01-03,21,7
2021-01-04,56,14
2021-01-05,112,28
2021-01-06,168,56
2021-01-07,343,98
2021-01-08,763,203
2021-01-09,1113,301
2021-01-10,1274,364
2021-01-11,1792,518
2021-01-12,2415,672
2021-01-13,3122,826
2021-01-14,3948,1085
2021-01-15,5075,1505
2021-01-16,5859,1729
2021-01-17,6216,1855
2021-01-18,6888,2044
2021-01-19,7483,2261
2021-01-20,8183,2548
2021-01-21,9317,2968
2021-01-22,10724,3521
2021-01-23,11928,4067
2021-01-24,12411,4319
2021-01-25,13132,4627
2021-01-26,13951,4984
2021-01-27,14896,5481
2021-01-28,15813,6006
2021-01-29,16807,6566
2021-01-30,17654,6986
2021-01-31,18179,7252
2021-02-01,18977,7679
2021-02-02,19719,8113
2021-02-03,20580,8638
2021-02-04,22015,9786
2021-02-05,23863,11116
2021-02-06,25760,12313
2021-02-07,26803,12978
2021-02-08,27937,13622
2021-02-09,29302,14560
2021-02-10,30765,15589
2021-02-11,32466,16772
2021-02-12,35833,19488
2021-02-13,40250,22694
2021-02-14,43064,24871
2021-02-15,45759,26789
2021-02-16,48440,28714
2021-02-17,50925,30394
2021-02-18,54131,32536
2021-02-19,57932,35210
2021-02-20,63315,39445
2021-02-21,64785,40565
2021-02-22,67298,42455
2021-02-23,70693,44898
2021-02-24,77546,50071
2021-02-25,87269,57736
2021-02-26,99890,68579
2021-02-27,112756,80101
2021-02-28,121870,88795
2021-03-01,133070,99687
2021-03-02,146923,113106
2021-03-03,163436,129850
2021-03-04,183638,149660
2021-03-05,207424,173439
2021-03-06,231266,198380
2021-03-07,243971,212303
2021-03-08,259518,230370
2021-03-09,273798,246876
2021-03-10,288036,262563
2021-03-11,300671,276458
2021-03-12,314937,292236
2021-03-13,333942,313187
2021-03-14,342713,323421
2021-03-15,352898,334768
2021-03-16,362355,344918
2021-03-17,370706,353731
2021-03-18,378189,361732
2021-03-19,386855,371546
2021-03-20,397061,383124
2021-03-21,400771,387835
2021-03-22,403837,391601
2021-03-23,406518,394898
2021-03-24,407491,396102
2021-03-25,407491,396102
total,632989,590072
