,F,M
2020-12-08,28,21
2020-12-09,98,63
2020-12-10,175,91
2020-12-11,259,133
2020-12-12,329,161
2020-12-13,378,189
2020-12-14,441,231
2020-12-15,588,294
2020-12-16,735,378
2020-12-17,938,462
2020-12-18,1169,560
2020-12-19,1379,651
2020-12-20,1610,770
2020-12-21,1911,882
2020-12-22,2170,1022
2020-12-23,2492,1211
2020-12-24,2639,1309
2020-12-25,2639,1309
2020-12-26,2639,1309
2020-12-27,2681,1330
2020-12-28,2758,1365
2020-12-29,2989,1463
2020-12-30,3549,1701
2020-12-31,4095,1960
2021-01-01,4228,2016
2021-01-02,4354,2065
2021-01-03,4459,2100
2021-01-04,4662,2177
2021-01-05,5054,2303
2021-01-06,5649,2541
2021-01-07,6552,3003
2021-01-08,7574,3507
2021-01-09,8526,3969
2021-01-10,9030,4186
2021-01-11,9604,4459
2021-01-12,10409,4851
2021-01-13,11452,5334
2021-01-14,12649,5943
2021-01-15,14021,6685
2021-01-16,15239,7301
2021-01-17,16009,7686
2021-01-18,16828,8120
2021-01-19,18004,8764
2021-01-20,19404,9597
2021-01-21,20993,10654
2021-01-22,23191,12208
2021-01-23,25102,13545
2021-01-24,26215,14329
2021-01-25,27307,15078
2021-01-26,28651,16030
2021-01-27,30226,17178
2021-01-28,32403,18739
2021-01-29,34979,20713
2021-01-30,37037,22330
2021-01-31,39123,24010
2021-02-01,42231,26607
2021-02-02,45423,29372
2021-02-03,49728,33166
2021-02-04,55139,38038
2021-02-05,61089,43442
2021-02-06,69720,51205
2021-02-07,74508,55769
2021-02-08,80619,61537
2021-02-09,94577,74998
2021-02-10,117131,96831
2021-02-11,149534,128212
2021-02-12,187124,163940
2021-02-13,230853,204848
2021-02-14,249746,222957
2021-02-15,270333,242550
2021-02-16,297164,269031
2021-02-17,326858,299005
2021-02-18,350231,322070
2021-02-19,368172,340179
2021-02-20,383740,355796
2021-02-21,389718,361704
2021-02-22,397845,370279
2021-02-23,407323,379799
2021-02-24,420189,392210
2021-02-25,432180,403711
2021-02-26,443926,415058
2021-02-27,452018,422891
2021-02-28,456260,427098
2021-03-01,458899,429730
2021-03-02,461748,432474
2021-03-03,465136,435659
2021-03-04,469959,440188
2021-03-05,474845,444878
2021-03-06,479206,449043
2021-03-07,480249,450072
2021-03-08,481957,451731
2021-03-09,483497,453299
2021-03-10,484792,454671
total,548093,525210
