,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,133,84
2020-12-09,441,224
2020-12-10,749,364
2020-12-11,1064,497
2020-12-12,1358,630
2020-12-13,1561,728
2020-12-14,1841,854
2020-12-15,2296,1057
2020-12-16,2912,1316
2020-12-17,3661,1610
2020-12-18,4375,1904
2020-12-19,4942,2142
2020-12-20,5691,2471
2020-12-21,6692,2856
2020-12-22,7623,3248
2020-12-23,8722,3773
2020-12-24,9205,4025
2020-12-25,9212,4025
2020-12-26,9226,4039
2020-12-27,9387,4095
2020-12-28,9625,4200
2020-12-29,10395,4480
2020-12-30,12096,5124
2020-12-31,13853,5747
2021-01-01,14294,5915
2021-01-02,14777,6118
2021-01-03,15225,6272
2021-01-04,15939,6566
2021-01-05,17339,7056
2021-01-06,19243,7735
2021-01-07,22197,8827
2021-01-08,25158,9975
2021-01-09,27615,10836
2021-01-10,29134,11382
2021-01-11,31059,12110
2021-01-12,33418,13048
2021-01-13,36267,14021
2021-01-14,39095,15106
2021-01-15,42224,16254
2021-01-16,45311,17339
2021-01-17,47523,18095
2021-01-18,49651,18914
2021-01-19,52290,19936
2021-01-20,54985,21077
2021-01-21,57302,22078
2021-01-22,59731,23275
2021-01-23,62118,24283
2021-01-24,63665,24948
2021-01-25,65240,25676
2021-01-26,66997,26453
2021-01-27,68747,27279
2021-01-28,70630,28140
2021-01-29,72674,29092
2021-01-30,74354,29911
2021-01-31,75670,30618
2021-02-01,76734,31241
2021-02-02,78036,31990
2021-02-03,79527,32914
2021-02-04,81102,34083
2021-02-05,82145,34706
2021-02-06,82901,35168
2021-02-07,83363,35462
2021-02-08,83888,35791
2021-02-09,84840,36526
2021-02-10,86261,37884
2021-02-11,88669,40768
2021-02-12,91259,43813
2021-02-13,93086,45864
2021-02-14,94059,46956
2021-02-15,94836,47859
2021-02-16,103600,59745
2021-02-17,122234,84448
2021-02-18,137340,104587
2021-02-19,148015,119007
2021-02-20,155071,128485
2021-02-21,156730,130809
2021-02-22,158165,132811
2021-02-23,170793,150045
2021-02-24,190015,176120
2021-02-25,208698,200830
2021-02-26,227892,226639
2021-02-27,240835,244153
2021-02-28,243509,247765
2021-03-01,243985,248332
2021-03-02,244454,248885
2021-03-03,245546,250208
2021-03-04,246414,251216
2021-03-05,246715,251594
2021-03-06,247114,252000
2021-03-07,247170,252063
2021-03-08,247219,252091
2021-03-09,247436,252287
2021-03-10,247807,252658
2021-03-11,248171,253043
2021-03-12,248542,253428
2021-03-13,248983,253932
2021-03-14,249046,253981
2021-03-15,249109,254023
2021-03-16,249165,254072
2021-03-17,249382,254310
total,812973,926800
