,False
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,84
2020-12-09,224
2020-12-10,392
2020-12-11,595
2020-12-12,735
2020-12-13,791
2020-12-14,966
2020-12-15,1288
2020-12-16,1701
2020-12-17,2247
2020-12-18,2821
2020-12-19,3402
2020-12-20,4095
2020-12-21,4844
2020-12-22,5530
2020-12-23,6244
2020-12-24,6559
2020-12-25,6566
2020-12-26,6608
2020-12-27,6671
2020-12-28,6811
2020-12-29,7399
2020-12-30,8533
2020-12-31,9548
2021-01-01,9884
2021-01-02,10276
2021-01-03,10528
2021-01-04,10948
2021-01-05,11837
2021-01-06,13209
2021-01-07,15253
2021-01-08,17864
2021-01-09,20202
2021-01-10,21469
2021-01-11,22799
2021-01-12,24577
2021-01-13,26971
2021-01-14,29925
2021-01-15,33341
2021-01-16,35791
2021-01-17,37219
2021-01-18,39193
2021-01-19,41664
2021-01-20,44555
2021-01-21,49210
2021-01-22,54579
2021-01-23,60445
2021-01-24,63602
2021-01-25,66437
2021-01-26,70007
2021-01-27,74634
2021-01-28,81662
2021-01-29,91959
2021-01-30,104314
2021-01-31,115864
2021-02-01,126784
2021-02-02,138600
2021-02-03,151963
2021-02-04,170667
2021-02-05,196469
2021-02-06,227584
2021-02-07,245385
2021-02-08,267505
2021-02-09,307692
2021-02-10,367962
2021-02-11,456876
2021-02-12,561022
2021-02-13,666841
2021-02-14,708372
2021-02-15,755055
2021-02-16,819364
2021-02-17,885143
2021-02-18,944517
2021-02-19,983087
2021-02-20,1017373
2021-02-21,1029448
2021-02-22,1045086
2021-02-23,1064469
2021-02-24,1088227
2021-02-25,1114148
2021-02-26,1135988
2021-02-27,1151360
2021-02-28,1157772
2021-03-01,1163687
2021-03-02,1169546
2021-03-03,1176343
2021-03-04,1184652
2021-03-05,1194305
2021-03-06,1202901
2021-03-07,1205372
2021-03-08,1209390
2021-03-09,1212561
2021-03-10,1215949
2021-03-11,1219169
2021-03-12,1220604
2021-03-13,1220604
total,1395730
