,False
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,7
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,14
2020-12-08,210
2020-12-09,630
2020-12-10,1092
2020-12-11,1596
2020-12-12,1974
2020-12-13,2177
2020-12-14,2653
2020-12-15,3577
2020-12-16,4627
2020-12-17,5985
2020-12-18,7427
2020-12-19,8617
2020-12-20,10227
2020-12-21,12096
2020-12-22,13937
2020-12-23,15918
2020-12-24,16814
2020-12-25,16821
2020-12-26,16940
2020-12-27,17164
2020-12-28,17563
2020-12-29,19019
2020-12-30,21658
2020-12-31,24122
2021-01-01,24906
2021-01-02,25865
2021-01-03,26586
2021-01-04,27993
2021-01-05,30688
2021-01-06,34363
2021-01-07,39536
2021-01-08,45311
2021-01-09,49728
2021-01-10,52661
2021-01-11,56728
2021-01-12,61866
2021-01-13,67487
2021-01-14,73633
2021-01-15,80220
2021-01-16,85295
2021-01-17,88655
2021-01-18,93345
2021-01-19,98455
2021-01-20,103845
2021-01-21,109767
2021-01-22,116123
2021-01-23,121198
2021-01-24,124194
2021-01-25,127925
2021-01-26,132118
2021-01-27,136605
2021-01-28,141015
2021-01-29,145887
2021-01-30,149884
2021-01-31,152502
2021-02-01,155323
2021-02-02,158662
2021-02-03,162337
2021-02-04,166215
2021-02-05,170296
2021-02-06,174671
2021-02-07,177100
2021-02-08,179781
2021-02-09,182868
2021-02-10,186319
2021-02-11,190421
2021-02-12,195874
2021-02-13,202188
2021-02-14,206045
2021-02-15,210231
2021-02-16,217511
2021-02-17,228760
2021-02-18,240296
2021-02-19,250530
2021-02-20,261065
2021-02-21,264355
2021-02-22,269696
2021-02-23,279853
2021-02-24,295148
2021-02-25,310779
2021-02-26,326718
2021-02-27,340879
2021-02-28,345982
2021-03-01,350693
2021-03-02,356601
2021-03-03,363741
2021-03-04,375550
2021-03-05,392259
2021-03-06,411957
2021-03-07,422422
2021-03-08,433685
2021-03-09,449512
2021-03-10,474509
2021-03-11,503272
2021-03-12,517832
2021-03-13,517846
total,1600102
