,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,294,245
2020-12-09,1043,959
2020-12-10,2002,1925
2020-12-11,2954,2793
2020-12-12,3661,3388
2020-12-13,4270,3941
2020-12-14,5243,4893
2020-12-15,16233,15162
2020-12-16,35063,31479
2020-12-17,52367,45689
2020-12-18,63399,54964
2020-12-19,77098,66269
2020-12-20,89145,76132
2020-12-21,96341,81998
2020-12-22,109599,92995
2020-12-23,119084,100744
2020-12-24,121240,102389
2020-12-25,121240,102389
2020-12-26,121240,102396
2020-12-27,121352,102473
2020-12-28,121611,102683
2020-12-29,125951,106253
2020-12-30,136794,114912
2020-12-31,144676,120855
2021-01-01,146146,121947
2021-01-02,147469,122990
2021-01-03,148351,123627
2021-01-04,149128,124243
2021-01-05,150857,125580
2021-01-06,155043,128870
2021-01-07,174188,143997
2021-01-08,197421,161777
2021-01-09,218771,177513
2021-01-10,228340,184702
2021-01-11,232876,188181
2021-01-12,247261,198394
2021-01-13,269276,214718
2021-01-14,291165,231623
2021-01-15,318976,252763
2021-01-16,352898,277536
2021-01-17,367192,288197
2021-01-18,375200,293874
2021-01-19,398755,311759
2021-01-20,424403,330491
2021-01-21,447090,346395
2021-01-22,476763,366954
2021-01-23,501648,383663
2021-01-24,508676,388570
2021-01-25,516138,393176
2021-01-26,525105,398706
2021-01-27,532406,403319
2021-01-28,541569,409332
2021-01-29,551278,415359
2021-01-30,558180,419643
2021-01-31,560840,421351
2021-02-01,564508,423409
2021-02-02,568428,425460
2021-02-03,572348,427602
2021-02-04,576296,429737
2021-02-05,580076,431711
2021-02-06,582624,433083
2021-02-07,583772,433776
2021-02-08,585928,434938
2021-02-09,588434,436268
2021-02-10,591500,437850
2021-02-11,594286,439306
2021-02-12,596932,440685
2021-02-13,598584,441581
2021-02-14,599235,441889
2021-02-15,600194,442379
2021-02-16,601132,442855
2021-02-17,602098,443373
2021-02-18,603008,443835
2021-02-19,603799,444220
2021-02-20,604240,444451
2021-02-21,604387,444549
2021-02-22,604744,444738
2021-02-23,605374,445088
2021-02-24,606081,445452
2021-02-25,606830,445872
2021-02-26,607558,446257
2021-02-27,607936,446453
2021-02-28,608048,446502
2021-03-01,608307,446628
2021-03-02,608685,446831
2021-03-03,609147,447097
2021-03-04,609658,447377
2021-03-05,610197,447650
2021-03-06,610505,447853
2021-03-07,610575,447902
2021-03-08,610729,448000
2021-03-09,611086,448217
2021-03-10,611394,448392
total,646695,472969
