,False
2020-12-08,203
2020-12-09,546
2020-12-10,826
2020-12-11,1183
2020-12-12,1526
2020-12-13,1785
2020-12-14,2100
2020-12-15,2632
2020-12-16,3353
2020-12-17,4228
2020-12-18,5082
2020-12-19,5754
2020-12-20,6706
2020-12-21,7987
2020-12-22,9128
2020-12-23,10465
2020-12-24,11151
2020-12-25,11158
2020-12-26,11186
2020-12-27,11382
2020-12-28,11746
2020-12-29,12670
2020-12-30,14826
2020-12-31,16926
2021-01-01,17507
2021-01-02,18158
2021-01-03,18676
2021-01-04,19621
2021-01-05,21616
2021-01-06,24164
2021-01-07,27888
2021-01-08,31920
2021-01-09,35511
2021-01-10,37744
2021-01-11,41020
2021-01-12,45073
2021-01-13,49539
2021-01-14,54453
2021-01-15,60046
2021-01-16,64757
2021-01-17,68026
2021-01-18,71834
2021-01-19,76097
2021-01-20,80598
2021-01-21,85519
2021-01-22,91021
2021-01-23,95354
2021-01-24,97986
2021-01-25,101150
2021-01-26,104720
2021-01-27,108206
2021-01-28,111713
2021-01-29,115444
2021-01-30,118475
2021-01-31,120799
2021-02-01,122955
2021-02-02,125356
2021-02-03,127834
2021-02-04,130662
2021-02-05,133441
2021-02-06,135968
2021-02-07,137487
2021-02-08,139020
2021-02-09,140889
2021-02-10,142961
2021-02-11,145551
2021-02-12,148932
2021-02-13,152299
2021-02-14,154336
2021-02-15,156492
2021-02-16,160111
2021-02-17,165767
2021-02-18,171325
2021-02-19,176001
2021-02-20,180880
2021-02-21,183085
2021-02-22,185927
2021-02-23,191394
2021-02-24,198268
2021-02-25,205863
2021-02-26,213850
2021-02-27,220381
2021-02-28,223587
2021-03-01,226345
2021-03-02,229740
2021-03-03,234605
2021-03-04,241500
2021-03-05,248682
2021-03-06,256732
2021-03-07,258986
2021-03-08,261303
2021-03-09,264621
2021-03-10,268576
2021-03-11,273875
2021-03-12,287357
2021-03-13,318717
2021-03-14,329882
2021-03-15,344561
2021-03-16,371357
2021-03-17,413693
2021-03-18,483462
2021-03-19,556864
2021-03-20,677670
2021-03-21,721805
2021-03-22,761348
2021-03-23,800296
2021-03-24,835506
2021-03-25,835506
total,1296099
