,F,M
2020-12-28,0,0
2020-12-29,56,28
2020-12-30,196,77
2020-12-31,315,140
2021-01-01,343,154
2021-01-02,455,203
2021-01-03,595,245
2021-01-04,924,371
2021-01-05,1365,532
2021-01-06,1967,742
2021-01-07,2751,980
2021-01-08,3458,1218
2021-01-09,3934,1365
2021-01-10,4613,1596
2021-01-11,4956,1708
2021-01-12,5166,1799
2021-01-13,5292,1855
2021-01-14,5404,1890
2021-01-15,5467,1911
2021-01-16,5516,1932
2021-01-17,5537,1946
2021-01-18,5572,1953
2021-01-19,5600,1974
2021-01-20,5656,1995
2021-01-21,5698,2009
2021-01-22,5712,2023
2021-01-23,5726,2030
2021-01-24,5754,2044
2021-01-25,5768,2044
2021-01-26,5775,2051
2021-01-27,5796,2058
2021-01-28,5838,2086
2021-01-29,5943,2121
2021-01-30,6055,2163
2021-01-31,6146,2212
2021-02-01,6209,2233
2021-02-02,6251,2247
2021-02-03,6349,2282
2021-02-04,6468,2324
2021-02-05,6545,2345
2021-02-06,6559,2352
2021-02-07,6573,2366
2021-02-08,6601,2380
2021-02-09,6720,2415
2021-02-10,6881,2478
2021-02-11,7049,2541
2021-02-12,7217,2604
2021-02-13,7350,2639
2021-02-14,7392,2660
2021-02-15,7483,2681
2021-02-16,7637,2730
2021-02-17,7882,2814
2021-02-18,8113,2877
2021-02-19,8309,2954
2021-02-20,8442,3003
2021-02-21,8540,3038
2021-02-22,8729,3094
2021-02-23,9135,3220
2021-02-24,9730,3472
2021-02-25,10451,3752
2021-02-26,11095,4011
2021-02-27,11669,4228
2021-02-28,12012,4368
2021-03-01,12446,4529
2021-03-02,13195,4760
2021-03-03,14287,5089
2021-03-04,15456,5383
2021-03-05,16352,5691
2021-03-06,16933,5866
2021-03-07,17227,5971
2021-03-08,18046,6237
2021-03-09,19362,6657
2021-03-10,21147,7161
2021-03-11,22799,7679
2021-03-12,24388,8183
2021-03-13,25312,8512
2021-03-14,25809,8652
2021-03-15,26943,9037
2021-03-16,29008,9674
2021-03-17,31535,10465
2021-03-18,33201,10934
2021-03-19,34755,11424
2021-03-20,35714,11760
2021-03-21,36246,11907
2021-03-22,37513,12299
2021-03-23,39263,12866
2021-03-24,40453,13272
2021-03-25,40460,13272
total,1109066,1030470
