,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2020-12-29,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14
2020-12-30,217,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,35,0,0,35
2020-12-31,350,0,21,0,0,0,0,14,7,0,14,0,0,0,0,0,56,0,0,70
2021-01-01,406,0,21,0,0,0,0,28,14,0,21,0,0,0,0,0,63,0,0,84
2021-01-02,553,0,35,0,0,0,0,35,14,0,28,0,0,0,0,0,91,0,0,112
2021-01-03,630,7,42,0,0,0,0,49,14,0,28,0,0,0,0,7,112,0,0,126
2021-01-04,910,7,56,0,7,0,0,77,21,0,42,0,7,0,0,7,168,0,7,196
2021-01-05,1309,14,84,0,7,0,7,112,28,7,63,0,7,0,0,14,238,0,14,273
2021-01-06,1743,14,105,0,7,0,7,161,42,7,91,0,14,0,0,21,322,0,21,385
2021-01-07,2226,28,133,7,7,7,21,217,70,14,119,0,21,0,0,28,434,0,28,504
2021-01-08,2730,42,161,7,14,14,21,287,84,21,154,7,28,7,7,42,567,0,28,644
2021-01-09,3094,49,189,7,14,14,28,343,98,28,175,7,35,7,7,42,637,0,35,749
2021-01-10,3500,56,203,7,14,21,28,399,105,28,203,14,35,7,14,49,749,0,35,847
2021-01-11,3794,63,217,7,21,21,28,427,119,28,210,14,35,7,14,56,826,0,35,917
2021-01-12,3969,70,231,7,21,21,35,441,126,28,217,21,42,7,14,56,875,0,42,966
2021-01-13,4095,70,238,7,21,21,35,455,133,28,231,21,42,7,14,56,910,0,42,1008
2021-01-14,4214,77,245,7,21,21,35,462,133,35,238,21,49,7,14,56,931,0,42,1036
2021-01-15,4291,77,252,7,21,21,35,469,140,35,238,21,49,7,14,56,952,0,42,1057
2021-01-16,4333,77,252,7,21,21,35,469,140,35,245,21,49,7,14,63,966,0,42,1064
2021-01-17,4354,77,252,7,21,21,35,476,140,35,245,21,49,7,14,63,966,0,42,1071
2021-01-18,4382,77,252,7,21,21,35,483,140,35,245,21,49,7,14,63,973,0,42,1078
2021-01-19,4410,77,259,7,21,21,35,490,147,35,252,21,49,7,14,63,980,0,42,1092
2021-01-20,4438,77,266,7,21,28,35,504,147,35,252,21,49,7,14,63,987,0,42,1099
2021-01-21,4466,77,266,7,21,28,35,511,154,35,259,21,49,7,14,63,1001,0,42,1113
2021-01-22,4487,77,266,7,21,28,35,511,154,35,266,21,49,7,14,63,1008,0,42,1120
2021-01-23,4508,77,266,7,21,28,35,511,154,35,266,21,49,7,14,63,1008,0,42,1127
2021-01-24,4522,77,273,7,21,28,35,518,154,35,266,21,49,7,14,63,1022,0,49,1134
2021-01-25,4536,77,273,7,21,28,35,518,154,35,273,21,49,7,14,70,1022,0,49,1134
2021-01-26,4550,77,273,7,21,28,35,525,154,35,273,21,49,7,14,70,1029,0,49,1141
2021-01-27,4564,77,273,7,21,28,35,525,161,35,273,21,56,7,14,70,1036,0,49,1148
2021-01-28,4599,77,273,7,21,28,35,532,161,35,273,21,56,7,14,70,1043,0,49,1155
