,1,2,3,4,5
2020-12-28,0,0,0,0,0
2020-12-29,7,7,0,7,14
2020-12-30,21,28,21,28,35
2020-12-31,35,49,49,77,63
2021-01-01,42,56,56,84,77
2021-01-02,56,70,77,105,91
2021-01-03,70,77,91,119,105
2021-01-04,112,126,140,189,175
2021-01-05,154,189,196,287,266
2021-01-06,203,273,294,399,392
2021-01-07,266,378,420,539,560
2021-01-08,336,476,525,665,742
2021-01-09,378,518,595,770,889
2021-01-10,448,595,700,896,1064
2021-01-11,497,644,763,973,1141
2021-01-12,518,672,805,1022,1204
2021-01-13,532,693,840,1071,1239
2021-01-14,546,707,861,1099,1267
2021-01-15,546,714,875,1113,1288
2021-01-16,553,728,889,1127,1302
2021-01-17,553,728,889,1134,1309
2021-01-18,553,728,903,1148,1316
2021-01-19,560,735,903,1155,1330
2021-01-20,560,742,917,1169,1344
2021-01-21,567,749,924,1183,1358
2021-01-22,574,756,924,1190,1365
2021-01-23,574,756,931,1190,1365
2021-01-24,574,763,938,1197,1372
2021-01-25,574,763,945,1197,1379
2021-01-26,574,763,945,1197,1393
2021-01-27,574,770,952,1204,1393
2021-01-28,581,777,959,1218,1407
2021-01-29,581,791,994,1239,1428
2021-01-30,595,805,1022,1267,1449
2021-01-31,595,812,1029,1288,1470
2021-02-01,595,819,1043,1295,1491
2021-02-02,602,819,1050,1302,1505
2021-02-03,609,833,1064,1323,1519
2021-02-04,609,847,1078,1337,1547
2021-02-05,609,847,1078,1351,1561
2021-02-06,616,854,1085,1351,1568
2021-02-07,616,854,1092,1358,1568
2021-02-08,616,854,1099,1365,1582
2021-02-09,616,861,1113,1379,1610
2021-02-10,630,868,1120,1421,1645
2021-02-11,644,889,1141,1449,1680
2021-02-12,658,903,1162,1477,1729
2021-02-13,672,917,1183,1498,1750
2021-02-14,672,917,1190,1505,1757
2021-02-15,672,924,1204,1512,1771
2021-02-16,693,945,1218,1540,1806
2021-02-17,707,966,1253,1596,1855
2021-02-18,728,994,1281,1631,1904
2021-02-19,742,1022,1302,1659,1946
2021-02-20,756,1050,1316,1687,1967
2021-02-21,756,1064,1330,1708,1981
2021-02-22,777,1085,1344,1743,2016
2021-02-23,812,1134,1407,1820,2093
2021-02-24,875,1197,1519,1925,2233
2021-02-25,931,1295,1624,2072,2429
2021-02-26,980,1400,1736,2191,2611
2021-02-27,1050,1484,1820,2296,2716
2021-02-28,1092,1533,1876,2352,2772
2021-03-01,1155,1617,1939,2415,2863
2021-03-02,1232,1736,2058,2583,3010
2021-03-03,1323,1904,2268,2786,3227
2021-03-04,1456,2065,2422,2996,3479
2021-03-05,1547,2184,2590,3178,3717
2021-03-06,1589,2240,2688,3304,3878
2021-03-07,1610,2268,2737,3367,3941
2021-03-08,1708,2401,2870,3535,4102
2021-03-09,1841,2590,3101,3773,4368
2021-03-10,2023,2849,3374,4074,4711
2021-03-11,2198,3073,3640,4354,5019
2021-03-12,2352,3283,3878,4606,5348
2021-03-13,2443,3395,4032,4760,5586
2021-03-14,2471,3451,4102,4837,5670
2021-03-15,2597,3605,4298,5033,5852
2021-03-16,2800,3878,4634,5411,6237
2021-03-17,3038,4179,5040,5915,6720
2021-03-18,3346,4578,5502,6405,7196
2021-03-19,3703,4935,5936,6888,7609
2021-03-20,3885,5166,6244,7175,7896
2021-03-21,3948,5264,6377,7357,8092
2021-03-22,4193,5607,6741,7714,8456
2021-03-23,4501,6041,7231,8239,9009
2021-03-24,4711,6342,7560,8610,9394
2021-03-25,4711,6342,7560,8617,9394
total,186018,220661,248605,271033,296744
