,F,M
2020-11-29,0,0
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,7
2020-12-07,0,7
2020-12-08,77,63
2020-12-09,238,147
2020-12-10,434,224
2020-12-11,644,343
2020-12-12,819,406
2020-12-13,910,448
2020-12-14,1099,546
2020-12-15,1463,714
2020-12-16,1883,931
2020-12-17,2457,1204
2020-12-18,3073,1491
2020-12-19,3647,1806
2020-12-20,4333,2156
2020-12-21,5152,2499
2020-12-22,5873,2870
2020-12-23,6685,3283
2020-12-24,7049,3479
2020-12-25,7056,3486
2020-12-26,7084,3507
2020-12-27,7175,3535
2020-12-28,7350,3612
2020-12-29,7987,3906
2020-12-30,9303,4522
2020-12-31,10486,5159
2021-01-01,10857,5313
2021-01-02,11242,5495
2021-01-03,11522,5614
2021-01-04,12019,5810
2021-01-05,13048,6209
2021-01-06,14602,6846
2021-01-07,16870,8008
2021-01-08,19635,9408
2021-01-09,22099,10717
2021-01-10,23408,11389
2021-01-11,24920,12082
2021-01-12,26929,13048
2021-01-13,29575,14336
2021-01-14,32634,16051
2021-01-15,36162,18081
2021-01-16,39025,19509
2021-01-17,40740,20391
2021-01-18,42889,21497
2021-01-19,45689,23009
2021-01-20,48930,24892
2021-01-21,53291,27846
2021-01-22,58674,31619
2021-01-23,63924,35504
2021-01-24,66857,37646
2021-01-25,69615,39564
2021-01-26,72968,42105
2021-01-27,77175,45248
2021-01-28,83153,50043
2021-01-29,91273,56812
2021-01-30,100009,64204
2021-01-31,108066,71477
2021-02-01,116802,79422
2021-02-02,126182,87808
2021-02-03,137522,98000
2021-02-04,152600,111916
2021-02-05,171836,129920
2021-02-06,196819,152544
2021-02-07,210567,165921
2021-02-08,227920,182546
2021-02-09,262017,216160
2021-02-10,314559,268373
2021-02-11,391748,344029
2021-02-12,482041,431676
2021-02-13,579614,524720
2021-02-14,619766,563045
2021-02-15,663957,605885
2021-02-16,723254,664342
2021-02-17,786268,726985
2021-02-18,839720,779499
2021-02-19,876946,816963
2021-02-20,909993,849457
2021-02-21,921935,861504
2021-02-22,937706,878094
2021-02-23,956928,897302
2021-02-24,981820,921529
2021-02-25,1007013,945798
2021-02-26,1029868,967925
2021-02-27,1045814,983304
2021-02-28,1053318,990668
2021-03-01,1058967,996219
2021-03-02,1064826,1001994
2021-03-03,1071770,1008483
2021-03-04,1080877,1017100
2021-03-05,1090775,1026515
2021-03-06,1099462,1035027
2021-03-07,1101716,1037330
2021-03-08,1105391,1041068
2021-03-09,1108569,1044295
2021-03-10,1111761,1047550
2021-03-11,1114820,1050637
2021-03-12,1119090,1055110
2021-03-13,1124627,1060787
2021-03-14,1127399,1063678
2021-03-15,1130689,1067052
2021-03-16,1133601,1070174
2021-03-17,1135974,1072771
2021-03-18,1137276,1074150
2021-03-19,1138732,1075697
2021-03-20,1140174,1077286
2021-03-21,1140692,1077937
2021-03-22,1141273,1078630
2021-03-23,1141889,1079330
2021-03-24,1142176,1079645
2021-03-25,1142183,1079645
total,1261750,1211427
