,False
2020-12-08,63
2020-12-09,175
2020-12-10,322
2020-12-11,483
2020-12-12,595
2020-12-13,637
2020-12-14,763
2020-12-15,1022
2020-12-16,1344
2020-12-17,1806
2020-12-18,2275
2020-12-19,2772
2020-12-20,3339
2020-12-21,4004
2020-12-22,4620
2020-12-23,5250
2020-12-24,5551
2020-12-25,5558
2020-12-26,5593
2020-12-27,5649
2020-12-28,5768
2020-12-29,6279
2020-12-30,7266
2020-12-31,8148
2021-01-01,8442
2021-01-02,8764
2021-01-03,8988
2021-01-04,9366
2021-01-05,10136
2021-01-06,11361
2021-01-07,13083
2021-01-08,15204
2021-01-09,17178
2021-01-10,18319
2021-01-11,19299
2021-01-12,20580
2021-01-13,22498
2021-01-14,24647
2021-01-15,26775
2021-01-16,28441
2021-01-17,29561
2021-01-18,30968
2021-01-19,32739
2021-01-20,34832
2021-01-21,37310
2021-01-22,40425
2021-01-23,43673
2021-01-24,45738
2021-01-25,46886
2021-01-26,48132
2021-01-27,50001
2021-01-28,54201
2021-01-29,60956
2021-01-30,68530
2021-01-31,78183
2021-02-01,84742
2021-02-02,92344
2021-02-03,101381
2021-02-04,110397
2021-02-05,115108
2021-02-06,117068
2021-02-07,117831
2021-02-08,121016
2021-02-09,136248
2021-02-10,163219
2021-02-11,207361
2021-02-12,246869
2021-02-13,268954
2021-02-14,276066
2021-02-15,282219
2021-02-16,302127
2021-02-17,329525
2021-02-18,349699
2021-02-19,358428
2021-02-20,363545
2021-02-21,364112
2021-02-22,365071
2021-02-23,370517
2021-02-24,380373
2021-02-25,390796
2021-02-26,398629
2021-02-27,402738
2021-02-28,403746
2021-03-01,404502
2021-03-02,404649
2021-03-03,404880
2021-03-04,405125
2021-03-05,405419
2021-03-06,405517
2021-03-07,405559
2021-03-08,405608
2021-03-09,405769
2021-03-10,405993
2021-03-11,406196
2021-03-12,406259
total,1395730
