,F,M
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,28,7
2020-12-09,49,21
2020-12-10,84,42
2020-12-11,133,63
2020-12-12,154,84
2020-12-13,161,91
2020-12-14,217,119
2020-12-15,378,196
2020-12-16,735,392
2020-12-17,1036,539
2020-12-18,1442,833
2020-12-19,2037,1197
2020-12-20,2660,1659
2020-12-21,3304,2184
2020-12-22,3899,2688
2020-12-23,4606,3290
2020-12-24,4739,3395
2020-12-25,4739,3395
2020-12-26,4746,3395
2020-12-27,4753,3402
2020-12-28,4774,3409
2020-12-29,5124,3703
2020-12-30,6405,4739
2020-12-31,8414,6482
2021-01-01,9429,7336
2021-01-02,10507,8344
2021-01-03,10689,8512
2021-01-04,10773,8568
2021-01-05,11382,9016
2021-01-06,12719,10234
2021-01-07,19768,16646
2021-01-08,29351,24857
2021-01-09,36876,31045
2021-01-10,40110,33607
2021-01-11,42791,35784
2021-01-12,46844,39228
2021-01-13,57722,48979
2021-01-14,70959,60606
2021-01-15,86373,73948
2021-01-16,99813,85162
2021-01-17,105819,90272
2021-01-18,110012,93947
2021-01-19,129409,111139
2021-01-20,151088,130487
2021-01-21,182882,159124
2021-01-22,227549,199185
2021-01-23,271845,236642
2021-01-24,286825,249774
2021-01-25,300636,262451
2021-01-26,314573,274736
2021-01-27,327243,285775
2021-01-28,353136,309729
2021-01-29,399903,352730
2021-01-30,438151,385651
2021-01-31,456190,401548
2021-02-01,472969,416479
2021-02-02,485478,427546
2021-02-03,495992,436856
2021-02-04,505638,444983
2021-02-05,513814,451430
2021-02-06,521402,457366
2021-02-07,524881,460026
2021-02-08,528605,463078
2021-02-09,532028,465836
2021-02-10,535444,468517
2021-02-11,538412,470939
2021-02-12,541261,473109
2021-02-13,543802,474915
2021-02-14,544502,475440
2021-02-15,545412,476154
2021-02-16,546210,476749
2021-02-17,547190,477442
2021-02-18,548079,478128
2021-02-19,548814,478611
2021-02-20,549339,478940
2021-02-21,549458,479059
2021-02-22,549773,479304
2021-02-23,550256,479647
2021-02-24,550872,480130
2021-02-25,551551,480648
2021-02-26,552125,481096
2021-02-27,552545,481390
2021-02-28,552706,481509
2021-03-01,552909,481656
2021-03-02,553175,481838
2021-03-03,553490,482069
2021-03-04,553903,482384
2021-03-05,554372,482727
2021-03-06,554750,483007
2021-03-07,554883,483091
2021-03-08,555065,483224
2021-03-09,555268,483378
2021-03-10,555506,483546
2021-03-11,555772,483714
2021-03-12,555996,483882
2021-03-13,556248,484050
2021-03-14,556332,484120
2021-03-15,556521,484260
2021-03-16,556724,484393
2021-03-17,556885,484533
2021-03-18,557116,484673
2021-03-19,557305,484827
2021-03-20,557508,484988
2021-03-21,557578,485037
2021-03-22,557683,485135
2021-03-23,557809,485226
2021-03-24,557893,485289
2021-03-25,557893,485296
total,590597,513436
