,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0,0
2020-12-01,112,0,84,0,14,7,7,0,7,7
2020-12-02,112,0,84,0,14,7,7,0,7,14
2020-12-03,119,7,91,0,14,7,7,0,14,14
2020-12-04,119,7,91,7,14,7,14,7,14,14
2020-12-05,126,7,91,7,14,7,14,7,14,14
2020-12-06,126,7,91,7,14,7,14,7,14,14
2020-12-07,126,7,105,7,21,14,14,7,21,14
2020-12-08,931,21,952,42,294,91,336,133,210,273
2020-12-09,2555,35,1813,77,686,224,826,413,637,651
2020-12-10,4823,49,3318,126,1176,392,1505,749,1092,1148
2020-12-11,7245,70,4956,203,1729,595,2247,1099,1596,1694
2020-12-12,9380,77,6160,238,2163,742,2835,1351,1981,2121
2020-12-13,10437,77,6419,252,2310,791,3108,1498,2184,2359
2020-12-14,12614,91,8393,336,2667,966,3689,1792,2660,2863
2020-12-15,16268,203,30716,581,3423,1295,4830,2373,3577,3829
2020-12-16,20699,511,72408,1134,4375,1708,6083,3087,4627,4893
2020-12-17,25970,896,112826,1575,5523,2261,7658,4067,5985,6342
2020-12-18,31563,1092,145614,2275,6811,2835,9317,4998,7441,7777
2020-12-19,36330,1351,188076,3234,8113,3416,10598,5817,8631,8981
2020-12-20,42413,1638,217070,4319,9611,4116,12355,6979,10241,10556
2020-12-21,49952,1953,234878,5488,11123,4865,14532,8246,12117,12453
2020-12-22,57274,2212,267421,6587,12565,5551,16513,9422,13951,14287
2020-12-23,65520,3234,294203,7896,14147,6272,18767,10745,15932,16303
2020-12-24,69545,3731,300405,8134,14847,6587,19838,11361,16821,17234
2020-12-25,69629,3773,300412,8141,14861,6594,19852,11375,16828,17248
2020-12-26,70343,3801,300440,8141,14952,6629,19999,11438,16954,17381
2020-12-27,71736,3801,300503,8155,15134,6699,20279,11578,17178,17619
2020-12-28,74207,3801,300734,8190,15449,6839,20790,11830,17577,18046
2020-12-29,81760,5383,310072,8827,16758,7434,22659,12866,19033,19593
2020-12-30,94787,13720,331590,11151,19257,8575,25998,14784,21686,22505
2020-12-31,106456,19005,346136,14896,21679,9583,28959,16380,24164,25200
2021-01-01,110187,19880,349902,16772,22421,9926,29925,16954,24955,26054
2021-01-02,115115,20545,355887,18851,23625,10318,31129,17612,25907,27062
2021-01-03,118713,20741,356755,19201,24269,10577,32004,18074,26642,27846
2021-01-04,126196,20846,357651,19341,25172,10997,33593,18949,28042,29449
2021-01-05,139979,22148,362299,20405,27454,11900,36729,20692,30744,32410
2021-01-06,158249,24955,371385,22953,29981,13258,41034,23212,34426,36400
2021-01-07,181678,31115,415961,36421,35259,15323,46690,26684,39634,41615
2021-01-08,207676,39389,478226,54215,41944,17941,53200,30632,45444,47334
2021-01-09,228690,46725,531762,67921,48447,20293,58548,33817,49882,52024
2021-01-10,243481,48909,554939,73717,51534,21567,62069,35784,52836,55125
2021-01-11,264187,54173,567609,78575,55650,22911,66885,38395,56910,59493
2021-01-12,288498,59822,598045,86072,61705,24696,72520,41664,62062,64638
2021-01-13,315812,67046,651854,106701,71176,27104,78897,45542,67711,70525
2021-01-14,344785,75635,717185,131565,83685,30065,86156,49735,73871,76797
2021-01-15,378007,85631,793548,160328,96698,33495,94458,54348,80479,83664
2021-01-16,403438,92190,859593,184982,105000,35959,100604,57834,85568,88970
2021-01-17,420084,94703,887383,196091,110586,37401,104545,60144,88942,92589
2021-01-18,443968,98875,907200,203966,117208,39403,110194,63322,93632,97496
2021-01-19,470036,103075,962927,240555,133938,41881,116529,66794,98756,102774
2021-01-20,498589,107618,1003737,281575,158319,44779,123424,70497,104153,108647
2021-01-21,528402,112343,1045569,342013,192010,49455,131047,74620,110103,114744
2021-01-22,559510,119511,1094415,426734,240226,54852,139496,79030,116473,121219
2021-01-23,584108,122640,1136590,508494,300986,60739,146979,82831,121562,126378
2021-01-24,598171,123970,1149197,536599,331576,63910,151109,84980,124558,129339
2021-01-25,616798,125055,1164198,563094,355404,66752,155911,87472,128310,133112
2021-01-26,637560,126280,1179486,589309,388290,70343,161518,90475,132517,137599
2021-01-27,660338,127708,1195040,613025,427560,74977,167937,93807,137011,142149
2021-01-28,682472,129234,1216453,662872,487788,82005,175000,97307,141414,146811
2021-01-29,707119,130949,1236697,752633,587762,92344,182938,101003,146286,151970
2021-01-30,726362,131908,1252496,823802,702625,104797,189308,104286,150297,156100
2021-01-31,739340,132265,1258446,857745,778960,116368,194418,107093,152922,159033
2021-02-01,753613,133126,1265915,889448,847623,127330,199668,110376,155757,161987
2021-02-02,769923,134071,1273013,913024,937097,139139,206381,114394,159096,165494
2021-02-03,787199,135002,1280461,932855,1057826,152586,214018,119133,162771,169148
2021-02-04,804111,136353,1287930,950621,1185275,171304,222516,123564,166656,172914
2021-02-05,821912,137788,1294923,965251,1321628,197162,232232,128170,170744,176932
2021-02-06,837151,138537,1300026,978775,1480108,228368,244251,132027,175133,180768
2021-02-07,844613,138761,1302497,984907,1547651,246148,249599,134232,177569,182588
2021-02-08,855148,139608,1306753,991683,1618547,268254,255885,136710,180264,185199
2021-02-09,867881,140707,1311709,997871,1695043,308567,264796,140455,183344,188524
2021-02-10,882714,142002,1317176,1003961,1761172,368928,276647,145355,186809,192122
2021-02-11,898471,143311,1322349,1009351,1821918,458003,291354,152166,190918,195741
2021-02-12,918582,144697,1327361,1014377,1877869,562527,313719,162470,196364,200361
2021-02-13,939820,145341,1330665,1018724,1928143,668465,338198,173194,202664,205625
2021-02-14,951727,145467,1331757,1019949,1941604,709933,351533,179599,206514,208432
2021-02-15,966378,146265,1333570,1021566,1955751,756665,367213,185395,210700,211785
2021-02-16,986440,147133,1335425,1022966,1971277,821065,404005,196014,217994,217238
2021-02-17,1014685,147896,1337308,1024632,1990793,887040,470736,213976,229243,225813
2021-02-18,1043490,148694,1339177,1026207,2010008,946575,538531,230027,240779,234465
2021-02-19,1070958,149387,1340598,1027425,2025709,985208,594678,242564,250992,242382
