,0,1,2,3,4,5,6,7,8,9
2020-12-27,0,0,0,0,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0,0,0,0,0
2020-12-29,280,0,315,0,70,7,77,42,70,70
2020-12-30,770,7,987,7,189,56,217,119,210,203
2020-12-31,1211,7,1827,21,315,77,343,168,287,322
2021-01-01,1274,7,2093,21,322,77,357,175,294,329
2021-01-02,1841,7,2912,35,546,119,560,245,420,490
2021-01-03,2457,14,3514,49,700,175,777,357,574,651
2021-01-04,3535,21,4655,63,945,259,1127,553,840,910
2021-01-05,4844,84,23282,154,1281,392,1568,805,1218,1211
2021-01-06,6552,203,54957,273,1694,532,2121,1141,1708,1659
2021-01-07,8365,315,83188,679,2135,735,2751,1568,2261,2177
2021-01-08,10255,371,100121,1008,2562,966,3388,1918,2793,2695
2021-01-09,11515,455,119560,1393,2877,1085,3731,2149,3178,3038
2021-01-10,13363,504,132531,1680,3304,1295,4249,2492,3689,3556
2021-01-11,14287,525,135415,1925,3486,1393,4501,2653,3927,3794
2021-01-12,14735,532,137137,1967,3612,1463,4648,2737,4074,3934
2021-01-13,14973,532,137746,1995,3675,1477,4718,2779,4130,3990
2021-01-14,15197,539,137998,2002,3717,1498,4788,2807,4179,4039
2021-01-15,15365,539,138068,2016,3752,1512,4830,2828,4228,4081
2021-01-16,15498,539,138138,2023,3780,1526,4865,2849,4263,4116
2021-01-17,15568,546,138180,2030,3794,1526,4893,2856,4291,4130
2021-01-18,15624,546,138201,2030,3808,1533,4907,2870,4298,4151
2021-01-19,15736,546,138243,2044,3822,1540,4949,2891,4319,4165
2021-01-20,15855,546,138271,2051,3857,1554,4984,2905,4354,4200
2021-01-21,15960,546,138292,2058,3885,1575,5026,2919,4382,4235
2021-01-22,16037,553,138306,2058,3892,1582,5061,2926,4417,4249
2021-01-23,16107,553,138313,2058,3906,1582,5089,2926,4431,4277
2021-01-24,16170,553,138320,2065,3920,1589,5103,2940,4445,4284
2021-01-25,16198,553,138327,2072,3927,1589,5117,2947,4445,4291
2021-01-26,16247,553,138341,2072,3934,1596,5124,2954,4452,4298
2021-01-27,16303,553,138369,2072,3941,1596,5138,2961,4459,4312
2021-01-28,16429,553,138432,2072,3969,1603,5159,2975,4487,4340
2021-01-29,16702,630,138481,2093,4046,1631,5229,3024,4571,4410
2021-01-30,17045,630,138530,2135,4116,1666,5306,3087,4655,4487
2021-01-31,17402,637,138698,2184,4193,1694,5397,3157,4746,4585
2021-02-01,17605,644,138719,2191,4249,1715,5467,3192,4795,4655
2021-02-02,17801,672,138817,2205,4305,1729,5537,3220,4844,4697
2021-02-03,18179,672,138845,2212,4396,1764,5628,3290,4949,4809
2021-02-04,18767,679,138887,2226,4494,1806,5761,3367,5082,4963
2021-02-05,19089,679,138908,2240,4571,1848,5859,3437,5173,5061
2021-02-06,19187,693,138922,2240,4592,1855,5880,3444,5194,5075
2021-02-07,19229,693,138929,2247,4634,1855,5894,3451,5208,5096
2021-02-08,19390,693,138950,2254,4662,1862,5929,3472,5236,5131
2021-02-09,19887,707,138999,2268,4739,1904,6048,3549,5362,5250
2021-02-10,20496,721,139202,2366,4858,1974,6230,3661,5558,5404
2021-02-11,21224,735,139258,2408,5033,2051,6419,3773,5733,5600
2021-02-12,21805,889,139300,2464,5194,2107,6594,3878,5901,5796
2021-02-13,22183,889,139342,2499,5299,2170,6706,3969,6006,5915
2021-02-14,22337,889,139356,2506,5348,2191,6741,4004,6062,5943
2021-02-15,22624,910,139377,2520,5432,2233,6839,4067,6160,6006
2021-02-16,23058,924,139510,2646,5663,2296,7000,4158,6321,6139
2021-02-17,23765,966,139636,2709,5929,2401,7224,4305,6545,6335
2021-02-18,24507,994,139902,2758,6153,2548,7420,4445,6727,6559
2021-02-19,25179,1008,140042,2835,6377,2646,7623,4592,6930,6727
2021-02-20,25802,1029,140189,2856,6489,2702,7763,4669,7063,6860
2021-02-21,26271,1029,140266,2870,6573,2737,7896,4732,7161,6979
2021-02-22,27181,1155,140574,2891,6755,2807,8141,4858,7357,7196
2021-02-23,28427,1344,141568,2968,7035,2954,8512,5075,7665,7525
2021-02-24,30324,1365,143458,3066,7497,3206,9037,5439,8169,7952
2021-02-25,32627,1400,145544,3157,8050,3423,9674,5838,8708,8477
2021-02-26,34825,1456,147224,3374,8792,3696,10325,6188,9219,9058
2021-02-27,36778,1617,148855,3605,9478,3962,10906,6524,9653,9485
2021-02-28,38017,1659,150080,3661,9786,4095,11284,6748,9982,9779
2021-03-01,39466,1778,151613,3724,10094,4214,11697,6972,10339,10150
2021-03-02,41783,2240,155533,3934,10766,4445,12362,7336,10899,10738
2021-03-03,44765,3066,162995,4361,11753,4725,13202,7868,11571,11473
2021-03-04,47824,3836,169855,4963,12481,4977,13951,8407,12313,12236
2021-03-05,50526,4627,174937,5712,13811,5285,14658,8820,12922,12866
2021-03-06,52353,4823,177947,6027,14588,5446,15190,9093,13272,13293
2021-03-07,53613,4872,179431,6041,14833,5558,15547,9261,13524,13545
2021-03-08,56784,5215,181328,6160,15442,5803,16310,9667,14175,14273
2021-03-09,61467,5593,188601,6377,16345,6139,17479,10346,15106,15288
2021-03-10,67207,6356,201523,7602,17619,6650,19047,11270,16415,16576
2021-03-11,73129,7476,215306,8729,19124,7245,20692,12187,17752,17899
2021-03-12,78750,8435,228389,9779,20965,7854,22162,13097,19054,19250
2021-03-13,82376,8666,233492,10563,22106,8204,23030,13594,19747,20048
2021-03-14,84903,8715,234066,10745,22701,8400,23597,13923,20209,20517
2021-03-15,89628,9205,235193,10990,23891,8771,24780,14588,21168,21518
2021-03-16,97090,10892,242004,12131,26068,9415,26635,15722,22771,23156
2021-03-17,106106,13216,253988,14091,28056,10248,28966,17101,24745,25186
2021-03-18,106106,13216,253988,14091,28056,10248,28966,17101,24745,25186
total,13714645,131131,1117438,866166,2022685,1073079,1739773,916482,1178961,1296120
