,F,M
2020-12-14,0,0
2020-12-15,0,0
2020-12-16,0,0
2020-12-17,0,0
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,7,0
2020-12-22,7,7
2020-12-23,21,14
2020-12-24,28,14
2020-12-25,28,14
2020-12-26,28,14
2020-12-27,28,14
2020-12-28,28,14
2020-12-29,35,14
2020-12-30,35,14
2020-12-31,49,14
2021-01-01,49,14
2021-01-02,56,21
2021-01-03,56,21
2021-01-04,56,21
2021-01-05,70,28
2021-01-06,91,35
2021-01-07,938,399
2021-01-08,3605,1575
2021-01-09,7098,3269
2021-01-10,8267,3794
2021-01-11,11564,5222
2021-01-12,14896,6769
2021-01-13,19047,8722
2021-01-14,24227,11123
2021-01-15,30219,14042
2021-01-16,34244,16037
2021-01-17,35742,16779
2021-01-18,38409,18011
2021-01-19,40908,19334
2021-01-20,43575,20650
2021-01-21,46375,22309
2021-01-22,50932,24703
2021-01-23,52871,25767
2021-01-24,53683,26236
2021-01-25,54250,26726
2021-01-26,54908,27265
2021-01-27,55601,27923
2021-01-28,56385,28588
2021-01-29,57211,29232
2021-01-30,57638,29575
2021-01-31,57757,29673
2021-02-01,58163,30044
2021-02-02,58597,30464
2021-02-03,59066,30800
2021-02-04,59752,31339
2021-02-05,60564,31927
2021-02-06,60963,32249
2021-02-07,61082,32361
2021-02-08,61537,32746
2021-02-09,62118,33194
2021-02-10,62804,33726
2021-02-11,63483,34237
2021-02-12,64239,34783
2021-02-13,64540,35056
2021-02-14,64575,35133
2021-02-15,65037,35448
2021-02-16,65492,35805
2021-02-17,65821,36092
2021-02-18,66178,36400
2021-02-19,66521,36694
2021-02-20,66668,36820
2021-02-21,66689,36841
2021-02-22,66913,37030
2021-02-23,67200,37275
2021-02-24,67424,37485
2021-02-25,67669,37716
2021-02-26,67802,37870
2021-02-27,67872,37961
2021-02-28,67886,37982
2021-03-01,67977,38073
2021-03-02,68096,38185
2021-03-03,68264,38423
2021-03-04,68453,38640
2021-03-05,68684,38906
2021-03-06,68782,39053
2021-03-07,68803,39074
2021-03-08,68908,39200
2021-03-09,69048,39312
2021-03-10,69195,39466
2021-03-11,69314,39592
2021-03-12,69398,39676
2021-03-13,69468,39781
2021-03-14,69489,39816
2021-03-15,69538,39900
2021-03-16,69657,40026
2021-03-17,69769,40117
2021-03-18,69909,40236
2021-03-19,69993,40327
2021-03-20,70063,40404
2021-03-21,70084,40425
2021-03-22,70147,40474
2021-03-23,70210,40544
2021-03-24,70245,40579
total,108409,62552
