,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0,0
2020-12-01,112,0,84,0,7,7,7,0,7,7
2020-12-02,112,0,84,0,14,7,7,7,7,7
2020-12-03,112,7,91,0,14,7,7,7,14,7
2020-12-04,119,7,91,7,14,7,14,7,14,7
2020-12-05,126,7,91,7,14,7,14,7,14,14
2020-12-06,126,7,91,7,14,7,14,7,14,14
2020-12-07,126,7,105,7,14,7,14,7,14,14
2020-12-08,1568,21,1491,49,525,147,560,245,413,469
2020-12-09,4382,42,3822,105,1204,392,1505,784,1183,1197
2020-12-10,7896,77,7259,175,2058,665,2618,1365,1918,1974
2020-12-11,11620,105,10710,273,2940,1001,3808,1939,2730,2870
2020-12-12,15204,112,13216,322,3738,1239,4830,2380,3437,3647
2020-12-13,17353,119,14651,343,4081,1372,5404,2716,3871,4144
2020-12-14,20972,140,18550,462,4732,1652,6391,3234,4676,4963
2020-12-15,26908,336,62398,819,6027,2184,8183,4172,6160,6461
2020-12-16,34118,791,139300,1526,7518,2821,10311,5327,7966,8253
2020-12-17,42693,1323,211295,2415,9373,3668,12929,6944,10199,10570
2020-12-18,51492,1673,264397,3521,11354,4564,15582,8407,12467,12859
2020-12-19,59010,2037,331863,4977,13265,5453,17682,9765,14378,14749
2020-12-20,68810,2415,382781,6398,15463,6503,20510,11578,17031,17276
2020-12-21,80969,2821,413644,8008,17899,7665,24073,13699,20209,20454
2020-12-22,92491,3199,470477,9499,20286,8750,27384,15582,23100,23429
2020-12-23,106344,4662,514542,11158,23051,9968,31255,17864,26467,26789
2020-12-24,113204,5677,524545,11585,24283,10528,33061,18963,28021,28399
2020-12-25,113309,5719,524552,11585,24297,10549,33089,18977,28028,28420
2020-12-26,114198,5747,524587,11585,24416,10591,33250,19054,28168,28581
2020-12-27,116550,5747,524832,11620,24689,10717,33761,19320,28609,29022
2020-12-28,120659,5747,525539,11683,25235,10969,34608,19817,29267,29813
2020-12-29,132300,8197,542787,12544,27195,11886,37520,21434,31563,32277
2020-12-30,154378,21217,583800,16296,31416,13825,43204,24801,36309,37331
2020-12-31,174846,30121,612164,21581,35420,15652,48531,27727,40838,42126
2021-01-01,180957,31528,618520,23877,36568,16170,50120,28644,42133,43561
2021-01-02,188993,32452,626864,26593,38185,16751,52024,29680,43680,45220
2021-01-03,195265,32753,629258,27013,39116,17143,53501,30464,44856,46522
2021-01-04,207410,33033,631547,27223,40607,17836,56119,31927,47166,49070
2021-01-05,229544,34944,639310,28532,43974,19264,61201,34825,51674,54026
2021-01-06,259147,39025,655886,33068,48251,21462,68145,39088,57834,60543
2021-01-07,298641,49049,734818,54922,56385,24892,78008,45143,66759,69475
2021-01-08,342013,62636,838082,83307,67158,29057,89131,51695,76468,79212
2021-01-09,378574,73542,928711,104587,78519,32816,98392,57190,84448,87472
2021-01-10,403655,76629,968730,114163,83314,34804,104300,60410,89425,92806
2021-01-11,439194,85288,989415,121695,89873,36988,112546,64876,96544,100394
2021-01-12,481831,96131,1044575,134876,99337,39970,122500,70455,105539,109620
2021-01-13,529144,108311,1136828,169309,113064,43890,133707,76986,115409,119952
2021-01-14,580041,122724,1240967,209055,131558,48671,146174,84259,126294,131124
2021-01-15,637770,140546,1366379,255668,152075,54215,160468,92302,138124,143598
2021-01-16,684621,152054,1491168,294658,166894,58513,171969,98728,147707,153615
2021-01-17,716723,156485,1543927,311444,176064,61103,179361,103068,154168,160510
2021-01-18,758611,164682,1577429,325045,186781,64372,189014,108535,162414,169225
2021-01-19,804944,172704,1674610,389445,213409,68670,200088,114793,171535,178752
2021-01-20,856100,180642,1759828,465227,253127,73808,212338,121415,181412,189126
2021-01-21,908719,190323,1840279,564557,306201,81123,225512,128667,191863,200144
2021-01-22,965195,206073,1939434,707756,387247,90272,240716,136724,203273,212121
2021-01-23,1010646,211939,2023280,861301,490497,99407,253694,143493,212471,221613
2021-01-24,1037183,214249,2047892,914032,537670,104475,261058,147567,217966,227199
2021-01-25,1070944,216055,2074968,960078,577087,109158,269745,152012,224735,234136
2021-01-26,1109122,218316,2104767,1013607,632625,115038,279965,157353,232267,242186
2021-01-27,1148231,220717,2132235,1063559,697172,122402,290745,162890,239904,250229
2021-01-28,1187102,223251,2168838,1158087,802053,133161,302477,168707,247604,258405
2021-01-29,1229613,226072,2204839,1319192,963809,148057,315770,175210,256130,267302
2021-01-30,1263276,227493,2231810,1455958,1160082,164178,326550,180698,263123,274477
2021-01-31,1287405,228039,2242121,1522983,1287307,179529,334726,185192,267890,279734
2021-02-01,1312108,229418,2255316,1579487,1403269,196189,342937,190029,272727,284851
2021-02-02,1339443,231007,2268399,1623650,1557360,213969,353192,195937,278341,290752
2021-02-03,1368864,232813,2281916,1661898,1772568,235494,364854,202783,284564,296898
2021-02-04,1398761,235172,2295454,1696128,2004156,264523,378315,209468,291123,303492
2021-02-05,1429211,237629,2308194,1723981,2242163,301763,392868,216447,297885,310282
2021-02-06,1455517,238931,2317217,1749951,2545788,349405,409990,222502,304773,316666
2021-02-07,1469601,239365,2321536,1761382,2684521,376565,418096,226142,308770,320012
2021-02-08,1487101,240779,2329103,1773506,2816835,410585,427308,229873,312893,324163
2021-02-09,1508381,242676,2337895,1785917,2969463,478324,440580,235431,317863,329343
2021-02-10,1532888,245161,2348017,1797012,3099733,583149,458696,243166,323540,335020
2021-02-11,1560055,247807,2357432,1807491,3224214,736078,482727,253988,330610,341236
2021-02-12,1593347,250586,2366462,1816983,3334387,914095,518798,269430,339612,349244
2021-02-13,1629096,251790,2372314,1824963,3432954,1104908,558005,285628,349370,357889
2021-02-14,1648976,252049,2374358,1827399,3461206,1183532,579306,294777,355369,362733
2021-02-15,1673028,253512,2377648,1830262,3487722,1270647,603918,303464,361781,368249
2021-02-16,1706068,255010,2380910,1832971,3517913,1388555,670397,321552,373387,377335
2021-02-17,1752520,256473,2384291,1836002,3554222,1514352,793170,350805,391748,391587
2021-02-18,1800169,257978,2387525,1838725,3588858,1620374,914536,376796,410193,405797
