,0,1,2,3,4,5,6,7,8,9
2020-11-29,0,0,0,0,0,0,0,0,0,0
2020-11-30,0,0,0,0,0,0,0,0,0,0
2020-12-01,112,0,84,0,14,7,7,0,7,7
2020-12-02,112,0,84,0,14,7,7,0,7,14
2020-12-03,119,7,91,0,14,7,7,0,14,14
2020-12-04,119,7,91,7,14,7,14,7,14,14
2020-12-05,126,7,91,7,14,7,14,7,14,14
2020-12-06,126,7,91,7,14,7,14,7,14,14
2020-12-07,126,7,105,7,21,14,14,7,21,14
2020-12-08,1568,21,1491,49,525,147,560,245,413,476
2020-12-09,4382,42,3822,105,1204,392,1498,784,1183,1197
2020-12-10,7882,77,7252,175,2058,665,2618,1358,1918,1974
2020-12-11,11606,105,10703,273,2940,994,3808,1939,2723,2877
2020-12-12,15183,119,13202,322,3738,1239,4830,2380,3430,3647
2020-12-13,17332,126,14637,343,4081,1365,5404,2709,3864,4144
2020-12-14,20937,147,18536,462,4725,1645,6391,3227,4669,4963
2020-12-15,26866,336,62083,819,6020,2184,8190,4165,6153,6461
2020-12-16,34076,798,138908,1526,7504,2821,10318,5320,7952,8246
2020-12-17,42630,1337,210805,2415,9359,3668,12936,6930,10185,10570
2020-12-18,51422,1694,263879,3528,11340,4564,15596,8400,12453,12859
2020-12-19,58933,2058,331324,4977,13244,5453,17689,9751,14357,14742
2020-12-20,68719,2429,382207,6405,15449,6503,20517,11571,17010,17262
2020-12-21,80871,2842,413056,8008,17885,7665,24087,13678,20195,20440
2020-12-22,92372,3220,469833,9485,20272,8750,27391,15561,23079,23415
2020-12-23,106211,4683,513842,11144,23030,9975,31269,17843,26439,26775
2020-12-24,113064,5698,523845,11571,24255,10535,33075,18942,27986,28385
2020-12-25,113176,5740,523852,11578,24269,10549,33096,18963,27993,28406
2020-12-26,114058,5768,523887,11578,24388,10591,33264,19033,28140,28567
2020-12-27,116410,5768,524132,11606,24661,10717,33768,19306,28574,29008
2020-12-28,120512,5768,524839,11676,25207,10969,34622,19803,29239,29799
2020-12-29,132153,8225,542080,12537,27167,11893,37541,21420,31528,32256
2020-12-30,154231,21259,583079,16289,31388,13832,43232,24787,36267,37324
2020-12-31,174699,30156,611436,21567,35392,15652,48566,27713,40803,42119
2021-01-01,180796,31570,617771,23870,36540,16177,50162,28623,42098,43554
2021-01-02,188846,32494,626115,26579,38157,16751,52066,29659,43638,45213
2021-01-03,195118,32795,628509,26999,39088,17143,53543,30443,44821,46515
2021-01-04,207270,33068,630798,27209,40579,17843,56175,31906,47124,49056
2021-01-05,229404,34993,638505,28490,43939,19271,61264,34804,51625,54012
2021-01-06,258986,39074,655053,33019,48209,21455,68222,39067,57771,60543
2021-01-07,298515,49084,733866,54866,56343,24892,78078,45115,66703,69475
2021-01-08,341887,62699,837123,83181,67102,29050,89208,51674,76419,79219
2021-01-09,378427,73598,927696,104454,78463,32816,98483,57169,84392,87479
2021-01-10,403515,76699,967701,114016,83251,34811,104391,60389,89369,92813
2021-01-11,439047,85351,988365,121527,89810,37002,112651,64855,96488,100422
2021-01-12,481663,96201,1043392,134694,99274,39984,122619,70434,105483,109620
2021-01-13,528997,108430,1135470,169127,112994,43911,133847,76979,115360,119966
2021-01-14,579866,122850,1239525,208789,131488,48692,146314,84245,126238,131138
2021-01-15,637560,140686,1364846,255332,151991,54243,160629,92274,138068,143598
2021-01-16,684383,152194,1489523,294287,166803,58541,172144,98700,147644,153608
2021-01-17,716485,156632,1542233,311052,175959,61131,179550,103033,154105,160496
2021-01-18,758359,164829,1575714,324660,186683,64400,189210,108493,162337,169211
2021-01-19,804643,172858,1672832,389032,213304,68698,200298,114744,171458,178738
2021-01-20,855764,180817,1757994,464835,253008,73836,212562,121366,181328,189112
2021-01-21,908383,190512,1838368,564151,306054,81151,225764,128604,191786,200123
2021-01-22,964817,206276,1937453,707280,387072,90300,240982,136654,203189,212093
2021-01-23,1010240,212142,2021208,860741,490259,99435,253974,143416,212380,221585
2021-01-24,1036777,214459,2045743,913409,537390,104510,261359,147490,217875,227178
2021-01-25,1070510,216272,2072784,959427,576807,109193,270053,151935,224644,234108
2021-01-26,1108653,218540,2102555,1012921,632303,115073,280287,157269,232162,242165
2021-01-27,1147727,220948,2130002,1062810,696836,122437,291060,162806,239799,250201
2021-01-28,1186570,223489,2166570,1157261,801661,133196,302813,168616,247485,258370
2021-01-29,1229039,226324,2202515,1318149,963200,148085,316120,175112,256004,267246
2021-01-30,1262716,227752,2229479,1454866,1159389,164213,326907,180600,262997,274421
2021-01-31,1286831,228298,2239783,1521863,1286558,179557,335083,185094,267764,279678
2021-02-01,1311492,229677,2252971,1578332,1402436,196224,343301,189924,272594,284788
2021-02-02,1338792,231266,2266019,1622467,1556506,213990,353563,195818,278201,290682
2021-02-03,1368171,233072,2279508,1660680,1771567,235529,365225,202664,284417,296821
2021-02-04,1398040,235431,2293046,1694875,2003022,264523,378686,209342,290976,303415
2021-02-05,1428448,237888,2305779,1722714,2240805,301756,393253,216300,297731,310205
2021-02-06,1454698,239197,2314788,1748649,2543905,349363,410375,222341,304612,316575
2021-02-07,1468775,239624,2319100,1760066,2682505,376495,418481,225974,308609,319914
2021-02-08,1486247,241045,2326653,1772183,2814700,410473,427693,229698,312725,324058
2021-02-09,1507492,242949,2335424,1784594,2967216,478191,440972,235249,317688,329231
2021-02-10,1531971,245434,2345525,1795675,3097367,582932,459095,242963,323365,334901
2021-02-11,1559110,248101,2354919,1806140,3221771,735784,483112,253757,330428,341110
2021-02-12,1592388,250880,2363949,1815632,3331755,913731,519169,269171,339409,349111
2021-02-13,1628067,252091,2369794,1823605,3430210,1104348,558362,285348,349139,357742
2021-02-14,1647912,252350,2371845,1826041,3458434,1182825,579649,294490,355124,362572
2021-02-15,1671929,253820,2375128,1828897,3484929,1269842,604254,303156,361536,368081
2021-02-16,1704913,255325,2378390,1831606,3515085,1387596,670761,321237,373128,377153
2021-02-17,1751323,256781,2381764,1834630,3551366,1513253,793520,350462,391468,391377
2021-02-18,1798930,258300,2384998,1837353,3585988,1619226,914921,376418,409892,405587
