,0,1,2,3,4,5,6,7,8,9
2021-02-19,1843835,259721,2387588,1839488,3614758,1693916,1012207,397733,425964,418187
2021-02-20,1888607,260344,2389268,1841126,3643206,1759464,1114253,418432,442134,431459
2021-02-21,1909019,260477,2389842,1841588,3653615,1783439,1143030,426013,447860,437017
2021-02-22,1932966,261114,2391256,1842540,3668637,1815807,1181138,436156,456197,443863
2021-02-23,1976135,262192,2393419,1844010,3698835,1854237,1281735,458654,472731,457464
2021-02-24,2033269,263459,2395764,1845949,3740688,1903363,1428490,499723,496104,475986
2021-02-25,2098600,264796,2398312,1848147,3791956,1952811,1576540,551607,521290,496867
2021-02-26,2168418,265909,2400664,1850058,3842391,1997800,1728916,612717,547862,517370
2021-02-27,2233511,266483,2402022,1851346,3883348,2029132,1851668,667079,570094,535927
2021-02-28,2262610,266665,2402456,1851822,3898118,2043986,1887186,702233,578837,544495
2021-03-01,2289343,267134,2403352,1852452,3911516,2055193,1915893,741552,586628,552447
2021-03-02,2317728,267743,2404633,1853264,3926069,2066827,1952587,790559,596386,561414
2021-03-03,2357047,268632,2406131,1854202,3943968,2080253,2009861,851550,610295,572768
2021-03-04,2409092,269619,2407930,1855525,3968223,2097991,2101855,929859,630917,590240
2021-03-05,2475991,270746,2410002,1857058,3994774,2117297,2218419,1015119,659428,612038
2021-03-06,2543702,271313,2411297,1858199,4020331,2134496,2332974,1103417,691502,633332
2021-03-07,2567033,271425,2411633,1858535,4027751,2139046,2361051,1150037,706811,640276
2021-03-08,2591330,271859,2412333,1859102,4036312,2146466,2394035,1207591,724857,648795
2021-03-09,2618406,272370,2413537,1859760,4045769,2152871,2428615,1259916,752031,657748
2021-03-10,2651621,272972,2414755,1860467,4054841,2159325,2469481,1312213,793135,669137
2021-03-11,2684255,273448,2415798,1861230,4062534,2165457,2505650,1360527,842135,683242
2021-03-12,2737602,273959,2416904,1861986,4072789,2174200,2570211,1419320,913969,713125
2021-03-13,2814945,274344,2417709,1862777,4085676,2185421,2666461,1495396,1025178,779723
2021-03-14,2848153,274484,2417982,1863057,4090702,2191077,2708307,1532902,1087303,809060
2021-03-15,2894822,274757,2418612,1863554,4097716,2197741,2758966,1574783,1198778,848526
2021-03-16,2950479,275289,2419382,1864093,4104499,2203789,2814777,1611911,1322314,916069
2021-03-17,3011631,275702,2420082,1864590,4110673,2208752,2863392,1643467,1440019,1010072
2021-03-18,3055101,275961,2420593,1864961,4114390,2211440,2891798,1659042,1504293,1092063
2021-03-19,3105340,276150,2421111,1865297,4118632,2214443,2922318,1677620,1581391,1207444
2021-03-20,3178917,276297,2421468,1865661,4123686,2217467,2957969,1699488,1665636,1353016
2021-03-21,3211698,276332,2421594,1865780,4125611,2218643,2971892,1707916,1707090,1409191
2021-03-22,3243345,276437,2421832,1865983,4127816,2219910,2984303,1714790,1741159,1460060
2021-03-23,3277638,276563,2422133,1866207,4130224,2221226,2995468,1720824,1767829,1506232
2021-03-24,3300500,276626,2422301,1866354,4131491,2221828,3000991,1723582,1779918,1527876
2021-03-25,3300542,276626,2422308,1866354,4131498,2221835,3001019,1723589,1779939,1527918
total,33742254,302092,2558801,1970199,4688166,2473184,4168045,2139550,2790466,3097724
