,0,1,2,3,4,5,6,7,8,9
2021-02-11,227353,97188,346171,493262,1083383,246050,106673,49224,54313,53753
2021-02-12,239337,98476,350742,497224,1122863,310457,121023,55349,57785,56672
2021-02-13,255752,99043,353815,501004,1164940,394205,139881,62986,62475,60788
2021-02-14,265762,99155,354851,502110,1176861,428631,150836,67963,65443,63140
2021-02-15,276857,99925,356573,503608,1189216,469217,163198,72583,68817,65807
2021-02-16,287980,100737,358218,504728,1198344,513541,177072,77203,71953,68579
2021-02-17,300062,101332,359716,505757,1205939,551887,190337,81354,75005,71505
2021-02-18,314391,101976,361186,506779,1214304,591073,209993,86709,79303,75005
2021-02-19,331044,102599,362383,507745,1223243,620914,235655,93177,84805,79331
2021-02-20,352499,102872,363314,508480,1235444,650104,280868,102830,93471,86009
2021-02-21,362166,102914,363622,508690,1239840,661605,290913,105420,96152,88704
2021-02-22,372701,103313,364420,509173,1246063,676277,308294,109830,100359,91742
2021-02-23,385231,103831,365421,509719,1253735,690207,325696,115661,104174,94822
2021-02-24,399175,104251,366345,510321,1261617,704123,343903,127687,108227,98420
2021-02-25,416437,104720,367318,511007,1274000,719649,363615,145054,113631,103005
2021-02-26,437920,105007,368200,511595,1287328,733649,389571,168511,119427,108458
2021-02-27,463414,105154,368767,512071,1302070,744926,420504,192906,127134,115647
2021-02-28,477092,105196,368991,512295,1308671,750358,433797,210707,131068,120057
2021-03-01,491554,105350,369502,512624,1316504,755538,449239,232799,135415,124971
2021-03-02,507570,105567,370195,513051,1325478,761271,470358,260071,141064,130151
2021-03-03,527758,105959,370902,513576,1335068,767893,497756,293244,147882,136192
2021-03-04,557291,106351,371917,514255,1348550,776006,548233,333242,159250,146335
2021-03-05,597674,106820,373100,515032,1364398,785386,618443,380695,175343,160048
2021-03-06,638603,107072,373863,515690,1379777,793919,685090,429261,194817,173026
2021-03-07,652988,107107,374066,515893,1384418,796355,701680,455889,205051,177562
2021-03-08,667688,107310,374493,516187,1389542,800345,721112,489489,215950,183505
2021-03-09,682976,107492,374997,516509,1394897,803383,739928,520114,231301,188769
2021-03-10,701267,107744,375550,516859,1399881,806617,761761,549724,255612,195741
2021-03-11,719635,107905,376061,517209,1404207,809718,780738,576002,283822,203700
2021-03-12,730247,107961,376250,517363,1406209,811111,793646,587223,298095,209321
2021-03-13,730247,107961,376250,517363,1406209,811111,793653,587244,298109,209321
total,19972974,169918,1438507,1099525,2655471,1395730,2409225,1218672,1600102,1780856
