,1,2,3,4,5
2020-11-30,0,0,0,0,0
2020-12-01,7,0,0,0,0
2020-12-02,7,0,0,0,0
2020-12-03,7,0,0,0,0
2020-12-04,7,0,0,0,0
2020-12-05,7,0,0,0,0
2020-12-06,7,0,0,0,0
2020-12-07,7,0,0,0,0
2020-12-08,126,21,28,35,42
2020-12-09,301,63,63,98,105
2020-12-10,532,119,119,175,189
2020-12-11,756,175,189,266,287
2020-12-12,945,217,252,322,371
2020-12-13,1057,231,280,357,413
2020-12-14,1253,294,343,427,518
2020-12-15,1666,399,469,574,693
2020-12-16,2121,511,595,742,896
2020-12-17,2786,651,763,959,1148
2020-12-18,3402,798,952,1176,1407
2020-12-19,3941,924,1120,1337,1631
2020-12-20,4627,1099,1323,1554,1939
2020-12-21,5439,1316,1561,1827,2282
2020-12-22,6216,1491,1792,2135,2611
2020-12-23,7091,1701,2037,2450,2975
2020-12-24,7483,1806,2149,2604,3143
2020-12-25,7490,1806,2149,2604,3143
2020-12-26,7546,1827,2170,2625,3164
2020-12-27,7658,1869,2205,2653,3185
2020-12-28,7847,1925,2254,2723,3248
2020-12-29,8484,2114,2478,2961,3500
2020-12-30,9786,2429,2842,3395,3969
2020-12-31,10941,2744,3185,3815,4417
2021-01-01,11235,2842,3339,3976,4557
2021-01-02,11655,2975,3486,4095,4739
2021-01-03,11984,3080,3584,4221,4865
2021-01-04,12691,3276,3822,4438,5096
2021-01-05,13965,3640,4193,4900,5572
2021-01-06,15610,4172,4711,5516,6209
2021-01-07,17899,4774,5404,6279,7035
2021-01-08,20405,5460,6174,7126,7931
2021-01-09,22456,5964,6797,7826,8708
2021-01-10,23821,6314,7203,8246,9226
2021-01-11,25809,6881,7749,8883,9828
2021-01-12,28063,7553,8393,9639,10647
2021-01-13,30695,8260,9156,10493,11536
2021-01-14,33495,9065,9996,11375,12460
2021-01-15,36575,9940,10871,12355,13510
2021-01-16,39081,10556,11557,13090,14259
2021-01-17,40796,10955,12054,13552,14798
2021-01-18,42959,11550,12775,14217,15547
2021-01-19,45339,12271,13454,14917,16317
2021-01-20,48111,12957,14238,15701,17164
2021-01-21,50953,13699,15050,16534,18004
2021-01-22,53886,14518,15925,17444,18935
2021-01-23,56217,15155,16604,18179,19677
2021-01-24,57554,15533,17031,18592,20069
2021-01-25,59304,16072,17493,19145,20538
2021-01-26,61362,16625,18109,19768,21140
2021-01-27,63441,17241,18711,20384,21763
2021-01-28,65611,17857,19348,21028,22372
2021-01-29,67921,18515,20034,21742,23163
2021-01-30,69741,19019,20622,22344,23758
2021-01-31,71071,19383,21028,22771,24157
2021-02-01,72422,19775,21406,23191,24570
2021-02-02,74053,20279,21840,23688,25011
2021-02-03,75761,20734,22316,24185,25515
2021-02-04,77476,21203,22792,24752,26054
2021-02-05,79324,21728,23317,25277,26642
2021-02-06,80948,22190,23842,25879,27258
2021-02-07,81718,22400,24101,26145,27559
2021-02-08,82901,22778,24430,26509,27916
2021-02-09,84336,23289,24864,26992,28371
2021-02-10,85988,23786,25382,27482,28812
2021-02-11,87654,24269,25837,28014,29295
2021-02-12,89712,24892,26474,28672,29939
2021-02-13,92092,25543,27202,29400,30716
2021-02-14,93240,25900,27608,29841,31178
2021-02-15,94745,26341,28077,30331,31633
2021-02-16,97223,27125,28847,31059,32319
2021-02-17,101136,28287,30030,32235,33460
2021-02-18,104804,29407,31325,33537,34699
2021-02-19,108696,30394,32312,34538,35742
2021-02-20,112252,31465,33558,35791,37002
2021-02-21,113743,31913,33999,36274,37499
2021-02-22,115577,32466,34524,36827,38045
2021-02-23,119266,33635,35672,37926,39060
2021-02-24,124516,35231,37261,39592,40607
2021-02-25,130431,36981,39193,41510,42378
2021-02-26,136234,38514,40943,43309,44016
2021-02-27,141701,40082,42588,44863,45801
2021-02-28,143878,40740,43673,45612,46494
2021-03-01,146279,41531,44394,46305,47061
2021-03-02,148722,42315,45164,47131,47740
2021-03-03,151683,43274,46060,47985,48461
2021-03-04,156219,44898,47523,49532,49868
2021-03-05,162519,46760,49406,51632,51926
2021-03-06,168651,48496,51163,53424,53753
2021-03-07,170744,49042,51800,54124,54460
2021-03-08,173516,49777,52584,55125,55272
2021-03-09,176057,50631,53284,55853,55923
2021-03-10,179438,51611,54320,56770,56819
2021-03-11,183344,52703,55643,58009,57687
2021-03-12,186627,53228,56280,58779,58499
2021-03-13,186634,53228,56280,58779,58499
total,820183,225106,228830,242284,264446
