,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,140,56
2020-12-09,413,126
2020-12-10,623,196
2020-12-11,847,273
2020-12-12,1092,350
2020-12-13,1274,399
2020-12-14,1540,462
2020-12-15,1967,609
2020-12-16,2562,756
2020-12-17,3234,952
2020-12-18,3864,1141
2020-12-19,4424,1295
2020-12-20,5222,1533
2020-12-21,6300,1764
2020-12-22,7126,1988
2020-12-23,8190,2296
2020-12-24,8680,2457
2020-12-25,8680,2464
2020-12-26,8694,2471
2020-12-27,8855,2513
2020-12-28,9079,2562
2020-12-29,9751,2723
2020-12-30,11438,3108
2020-12-31,13090,3507
2021-01-01,13468,3591
2021-01-02,13937,3696
2021-01-03,14273,3794
2021-01-04,14959,3990
2021-01-05,16359,4347
2021-01-06,18319,4809
2021-01-07,21175,5544
2021-01-08,23947,6230
2021-01-09,26404,6825
2021-01-10,27867,7147
2021-01-11,29799,7616
2021-01-12,32207,8190
2021-01-13,34909,8827
2021-01-14,37779,9562
2021-01-15,40775,10367
2021-01-16,43624,11123
2021-01-17,45745,11676
2021-01-18,47796,12257
2021-01-19,50197,12922
2021-01-20,52745,13664
2021-01-21,55006,14336
2021-01-22,57057,14959
2021-01-23,59010,15568
2021-01-24,60333,15974
2021-01-25,61754,16471
2021-01-26,63245,16947
2021-01-27,64687,17507
2021-01-28,66234,18039
2021-01-29,67949,18669
2021-01-30,69216,19194
2021-01-31,70252,19551
2021-02-01,71141,19866
2021-02-02,72163,20286
2021-02-03,73339,20727
2021-02-04,74417,21189
2021-02-05,75243,21483
2021-02-06,75824,21700
2021-02-07,76195,21861
2021-02-08,76601,22022
2021-02-09,77196,22323
2021-02-10,77917,22687
2021-02-11,78911,23212
2021-02-12,79849,23751
2021-02-13,80409,24101
2021-02-14,80759,24297
2021-02-15,81074,24486
2021-02-16,82593,25557
2021-02-17,85365,27503
2021-02-18,87542,29134
2021-02-19,89257,30359
2021-02-20,90209,31066
2021-02-21,90496,31304
2021-02-22,90818,31528
2021-02-23,92855,33068
2021-02-24,95844,35252
2021-02-25,98847,37583
2021-02-26,102564,40537
2021-02-27,104853,42336
2021-02-28,105427,42847
2021-03-01,105637,43064
2021-03-02,105784,43162
2021-03-03,105966,43281
2021-03-04,106113,43358
2021-03-05,106365,43575
2021-03-06,106568,43715
2021-03-07,106659,43806
2021-03-08,106708,43855
2021-03-09,106939,44065
2021-03-10,107429,44541
total,594937,583870
