,False
2020-12-08,63
2020-12-09,175
2020-12-10,322
2020-12-11,483
2020-12-12,595
2020-12-13,637
2020-12-14,763
2020-12-15,1022
2020-12-16,1344
2020-12-17,1806
2020-12-18,2282
2020-12-19,2779
2020-12-20,3339
2020-12-21,4011
2020-12-22,4627
2020-12-23,5257
2020-12-24,5565
2020-12-25,5572
2020-12-26,5600
2020-12-27,5663
2020-12-28,5789
2020-12-29,6300
2020-12-30,7287
2020-12-31,8169
2021-01-01,8463
2021-01-02,8792
2021-01-03,9016
2021-01-04,9394
2021-01-05,10171
2021-01-06,11396
2021-01-07,13132
2021-01-08,15260
2021-01-09,17241
2021-01-10,18389
2021-01-11,19383
2021-01-12,20664
2021-01-13,22596
2021-01-14,24745
2021-01-15,26880
2021-01-16,28553
2021-01-17,29680
2021-01-18,31108
2021-01-19,32886
2021-01-20,34986
2021-01-21,37471
2021-01-22,40614
2021-01-23,43883
2021-01-24,45955
2021-01-25,47103
2021-01-26,48356
2021-01-27,50225
2021-01-28,54418
2021-01-29,61222
2021-01-30,68838
2021-01-31,78505
2021-02-01,85099
2021-02-02,92687
2021-02-03,101808
2021-02-04,110852
2021-02-05,115570
2021-02-06,117537
2021-02-07,118300
2021-02-08,121478
2021-02-09,136738
2021-02-10,163709
2021-02-11,207970
2021-02-12,247562
2021-02-13,269584
2021-02-14,276598
2021-02-15,282723
2021-02-16,302589
2021-02-17,329994
2021-02-18,350231
2021-02-19,358932
2021-02-20,364028
2021-02-21,364595
2021-02-22,365526
2021-02-23,370979
2021-02-24,380849
2021-02-25,391279
2021-02-26,399133
2021-02-27,403249
2021-02-28,404250
2021-03-01,405006
2021-03-02,405153
2021-03-03,405384
2021-03-04,405629
2021-03-05,405923
2021-03-06,406021
2021-03-07,406063
2021-03-08,406112
2021-03-09,406273
2021-03-10,406504
2021-03-11,406714
2021-03-12,406973
2021-03-13,407071
2021-03-14,407085
2021-03-15,407120
2021-03-16,407211
2021-03-17,407351
2021-03-18,407449
2021-03-19,407533
2021-03-20,407568
2021-03-21,407582
2021-03-22,407617
2021-03-23,407673
2021-03-24,407729
total,1400105
