,False,True
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,210,7
2020-12-09,623,42
2020-12-10,1036,77
2020-12-11,1456,105
2020-12-12,1869,126
2020-12-13,2149,140
2020-12-14,2534,168
2020-12-15,3157,196
2020-12-16,3990,245
2020-12-17,4984,294
2020-12-18,5922,357
2020-12-19,6685,406
2020-12-20,7707,455
2020-12-21,9002,546
2020-12-22,10262,609
2020-12-23,11795,707
2020-12-24,12481,749
2020-12-25,12488,749
2020-12-26,12509,756
2020-12-27,12719,763
2020-12-28,13048,777
2020-12-29,14035,840
2020-12-30,16233,994
2020-12-31,18480,1127
2021-01-01,19075,1162
2021-01-02,19726,1211
2021-01-03,20293,1246
2021-01-04,21280,1295
2021-01-05,23128,1400
2021-01-06,25641,1547
2021-01-07,29589,1799
2021-01-08,33964,2044
2021-01-09,37688,2240
2021-01-10,39949,2373
2021-01-11,43197,2569
2021-01-12,47285,2807
2021-01-13,51849,3101
2021-01-14,56756,3402
2021-01-15,62440,3731
2021-01-16,67473,4067
2021-01-17,70714,4291
2021-01-18,74487,4529
2021-01-19,78988,4774
2021-01-20,84056,5082
2021-01-21,89334,5383
2021-01-22,95711,5768
2021-01-23,100905,6090
2021-01-24,103957,6286
2021-01-25,107625,6517
2021-01-26,111979,6783
2021-01-27,116081,7035
2021-01-28,120512,7301
2021-01-29,125573,7609
2021-01-30,129738,7854
2021-01-31,132636,8022
2021-02-01,135436,8190
2021-02-02,138796,8386
2021-02-03,142576,8631
2021-02-04,147252,8911
2021-02-05,151816,9198
2021-02-06,156611,9513
2021-02-07,159215,9660
2021-02-08,161980,9828
2021-02-09,166068,10101
2021-02-10,171969,10479
2021-02-11,180649,11109
2021-02-12,193410,12033
2021-02-13,207060,13104
2021-02-14,214494,13615
2021-02-15,222845,14196
2021-02-16,250579,16170
2021-02-17,302757,20027
2021-02-18,352898,23492
2021-02-19,391489,26040
2021-02-20,431130,28693
2021-02-21,443506,29554
2021-02-22,458255,30534
2021-02-23,499709,33208
2021-02-24,556255,36848
2021-02-25,615594,40453
2021-02-26,676823,44191
2021-02-27,723723,47068
2021-02-28,738416,47957
2021-03-01,749616,48615
2021-03-02,763287,49343
2021-03-03,789481,50792
2021-03-04,826399,52829
2021-03-05,867202,54852
2021-03-06,911309,57190
2021-03-07,921872,57778
2021-03-08,934262,58415
2021-03-09,948297,59080
2021-03-10,964831,59871
2021-03-11,978684,60522
2021-03-12,1004416,61677
2021-03-13,1041887,63189
2021-03-14,1058057,63889
2021-03-15,1078987,64771
2021-03-16,1101975,65632
2021-03-17,1121729,66409
total,1655087,84679
