,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2020-12-29,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7
2020-12-30,133,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,28,0,0,49
2020-12-31,238,0,14,0,0,0,0,14,0,0,7,0,0,0,0,7,49,0,0,84
2021-01-01,280,0,14,0,0,0,0,21,0,0,7,0,0,0,0,7,56,0,0,105
2021-01-02,378,0,21,0,0,0,0,28,7,0,14,0,0,0,0,7,77,0,0,133
2021-01-03,434,0,28,0,0,0,0,42,7,0,21,0,0,0,0,7,91,0,0,154
2021-01-04,623,0,42,0,0,0,0,56,7,0,42,7,0,0,0,14,133,0,7,224
2021-01-05,931,7,63,0,0,7,7,84,7,7,56,7,7,0,0,14,203,0,14,322
2021-01-06,1253,7,84,0,0,7,7,119,21,7,77,14,21,0,0,28,273,0,14,455
2021-01-07,1624,21,112,0,0,14,14,175,35,7,112,14,28,0,7,35,378,0,21,637
2021-01-08,2030,21,140,0,0,14,14,231,42,7,133,21,42,0,7,49,483,0,28,805
2021-01-09,2359,28,168,0,0,21,21,259,49,14,154,21,49,0,7,49,546,0,35,917
2021-01-10,2772,28,210,0,0,21,21,287,56,14,175,21,56,7,7,56,644,0,42,1050
2021-01-11,3024,35,224,7,0,21,28,308,63,14,189,21,63,7,14,56,707,0,49,1134
2021-01-12,3178,35,238,7,0,21,28,315,70,21,203,21,70,7,14,56,756,0,49,1183
2021-01-13,3283,35,245,7,0,21,28,336,70,21,210,21,70,7,14,56,791,0,49,1232
2021-01-14,3374,35,259,7,7,21,28,350,70,21,217,21,70,7,14,56,819,0,56,1267
2021-01-15,3423,42,259,7,7,21,28,350,70,21,217,21,70,7,21,63,826,0,56,1288
2021-01-16,3451,42,259,7,7,21,28,357,77,21,224,28,70,7,21,63,840,0,56,1302
2021-01-17,3479,42,259,7,7,21,28,364,77,21,224,28,70,7,21,63,840,0,56,1323
2021-01-18,3500,42,259,7,7,21,28,364,77,21,224,28,70,7,21,63,847,0,56,1330
2021-01-19,3521,42,266,7,7,21,28,364,77,21,224,28,77,7,21,63,861,0,56,1337
2021-01-20,3563,42,266,7,7,21,28,378,77,21,231,28,77,7,21,63,861,0,56,1351
2021-01-21,3584,42,273,7,7,28,28,385,84,21,231,28,77,7,21,63,868,0,56,1365
2021-01-22,3598,42,273,7,7,28,28,392,84,21,231,28,77,7,21,63,875,0,56,1372
2021-01-23,3612,42,273,7,7,28,28,392,84,21,231,28,77,7,21,63,875,0,56,1379
2021-01-24,3626,42,273,7,7,28,28,399,84,21,231,28,77,7,21,63,889,0,63,1386
2021-01-25,3633,42,273,7,7,28,35,399,84,21,231,28,77,7,21,63,896,0,63,1400
2021-01-26,3640,42,280,7,7,28,35,399,84,21,231,28,77,7,21,63,896,0,63,1400
2021-01-27,3654,42,280,7,7,28,35,406,84,21,231,28,77,7,21,63,903,0,63,1407
2021-01-28,3682,42,287,7,7,28,35,413,91,21,238,28,77,7,21,63,924,0,63,1421
2021-01-29,3731,49,294,7,7,28,35,427,91,21,245,28,77,7,21,63,931,0,70,1435
2021-01-30,3808,49,294,7,7,28,35,427,91,21,245,28,84,7,21,70,945,0,70,1463
2021-01-31,3864,49,301,7,7,28,35,441,91,21,245,28,84,7,28,70,952,0,70,1477
2021-02-01,3892,49,301,7,7,28,35,441,91,21,245,28,84,7,28,70,959,0,77,1491
2021-02-02,3920,49,301,7,7,28,35,441,91,21,252,28,84,14,28,70,959,0,77,1505
2021-02-03,3990,49,308,7,7,28,35,455,91,21,252,35,84,14,28,70,973,0,77,1519
2021-02-04,4060,49,315,7,7,28,35,462,91,21,259,35,84,14,28,70,987,0,77,1554
2021-02-05,4081,49,315,7,7,28,35,469,91,21,259,35,84,14,28,70,1001,0,77,1561
2021-02-06,4095,49,315,7,7,28,35,469,91,21,259,35,84,14,28,70,1001,0,77,1568
2021-02-07,4095,49,315,7,7,28,35,469,91,21,266,35,84,14,28,70,1001,0,77,1568
2021-02-08,4116,49,315,7,7,28,35,469,91,21,266,35,84,14,28,70,1008,0,77,1575
2021-02-09,4165,49,322,7,7,28,35,476,98,21,266,35,84,14,28,70,1022,0,77,1596
2021-02-10,4256,49,329,7,7,28,35,483,98,21,273,35,84,14,28,77,1036,0,77,1624
2021-02-11,4326,49,336,7,7,28,35,490,105,21,280,35,91,14,28,77,1050,0,77,1645
2021-02-12,4410,56,343,7,14,28,35,497,105,21,280,35,91,14,28,77,1071,0,84,1673
2021-02-13,4452,56,343,7,14,28,35,497,105,21,280,35,91,14,28,77,1078,0,84,1687
2021-02-14,4473,56,343,7,14,28,35,497,105,21,280,35,91,14,28,77,1078,0,84,1701
2021-02-15,4501,56,343,7,14,28,35,497,105,21,287,35,91,14,28,77,1085,0,84,1715
2021-02-16,4571,56,357,7,14,28,35,504,105,28,294,35,98,14,28,84,1113,0,91,1729
2021-02-17,4662,56,364,7,14,28,35,511,105,28,301,35,98,14,28,84,1134,0,91,1771
2021-02-18,4781,56,378,14,14,28,42,525,112,28,308,35,98,14,28,84,1162,0,91,1799
2021-02-19,4893,56,378,14,14,28,42,532,112,28,315,35,105,14,28,91,1176,0,91,1834
2021-02-20,4949,56,378,14,14,28,42,539,119,28,315,35,105,14,28,91,1190,0,91,1841
2021-02-21,5012,63,385,14,14,28,42,546,119,28,315,35,105,14,28,91,1211,0,91,1855
2021-02-22,5131,63,392,14,14,28,42,553,119,28,329,35,105,14,35,98,1232,0,91,1904
2021-02-23,5355,70,413,14,14,35,42,574,126,28,343,42,112,14,35,105,1288,0,98,1981
2021-02-24,5698,70,427,14,14,35,49,595,133,28,371,42,126,21,42,112,1344,0,98,2079
2021-02-25,6097,77,462,14,21,42,56,630,140,35,406,42,133,21,42,119,1414,0,112,2212
2021-02-26,6510,84,483,14,21,42,56,665,140,35,448,42,140,21,42,126,1491,0,112,2317
2021-02-27,6881,91,497,14,21,42,63,700,154,42,476,49,147,21,49,133,1561,0,119,2429
2021-02-28,7098,91,504,14,21,42,63,714,161,42,490,49,147,21,49,133,1610,0,119,2499
2021-03-01,7357,98,539,14,21,42,63,735,161,42,525,56,161,21,56,140,1673,0,126,2576
2021-03-02,7882,98,588,21,21,42,70,770,168,42,560,56,189,28,56,147,1771,0,126,2723
2021-03-03,8540,112,637,21,28,49,70,812,175,49,609,63,203,28,56,161,1897,0,140,2954
2021-03-04,9226,119,707,21,35,56,77,861,182,49,658,77,231,35,63,168,2044,0,154,3199
2021-03-05,9814,126,756,21,35,56,84,917,196,49,700,77,259,42,70,189,2163,0,161,3381
2021-03-06,10143,133,770,21,35,56,91,945,196,49,721,77,266,42,70,189,2233,0,168,3500
2021-03-07,10318,133,784,21,35,56,91,952,196,49,735,77,266,42,70,196,2282,0,168,3563
2021-03-08,10878,140,826,28,49,63,98,987,203,49,770,84,287,49,77,210,2394,0,175,3731
2021-03-09,11767,161,889,28,49,63,112,1036,217,56,847,91,315,56,77,217,2569,0,182,4004
2021-03-10,12726,175,959,28,56,70,119,1113,224,63,917,98,343,56,84,238,2765,0,196,4284
2021-03-11,13503,189,1015,35,56,77,126,1176,238,70,966,112,371,70,91,266,2940,0,210,4522
2021-03-12,13825,189,1029,35,56,77,126,1197,238,70,987,112,378,70,91,266,3010,0,217,4627
2021-03-13,13825,189,1029,35,56,77,126,1197,238,70,987,112,378,70,91,266,3010,0,217,4634
total,897015,10906,122255,5054,5348,3794,8379,36239,25025,9723,29470,19236,42539,9317,10017,21826,195748,0,15008,313901
