,F,M
2020-12-08,7,0
2020-12-09,21,7
2020-12-10,35,14
2020-12-11,42,28
2020-12-12,56,35
2020-12-13,56,35
2020-12-14,70,49
2020-12-15,168,98
2020-12-16,441,252
2020-12-17,763,427
2020-12-18,973,539
2020-12-19,1183,644
2020-12-20,1407,777
2020-12-21,1659,903
2020-12-22,1897,1015
2020-12-23,2800,1414
2020-12-24,3444,1666
2020-12-25,3458,1673
2020-12-26,3486,1673
2020-12-27,3493,1673
2020-12-28,3493,1680
2020-12-29,5054,2401
2020-12-30,13069,5936
2020-12-31,18683,8407
2021-01-01,19551,8757
2021-01-02,20153,9044
2021-01-03,20321,9128
2021-01-04,20608,9282
2021-01-05,21840,9884
2021-01-06,24451,10990
2021-01-07,30100,13335
2021-01-08,34909,15379
2021-01-09,37072,16205
2021-01-10,37632,16450
2021-01-11,38192,16702
2021-01-12,38864,17024
2021-01-13,39865,17535
2021-01-14,40845,17997
2021-01-15,41783,18466
2021-01-16,42539,18809
2021-01-17,42812,18942
2021-01-18,43106,19089
2021-01-19,43575,19327
2021-01-20,44135,19586
2021-01-21,44415,19740
2021-01-22,44674,19880
2021-01-23,44891,20034
2021-01-24,44940,20083
2021-01-25,44961,20090
2021-01-26,44996,20111
2021-01-27,45038,20146
2021-01-28,45129,20230
2021-01-29,45311,20405
2021-01-30,45458,20524
2021-01-31,45577,20622
2021-02-01,45640,20699
2021-02-02,45710,20755
2021-02-03,45822,20860
2021-02-04,45927,20958
2021-02-05,45962,21014
2021-02-06,45976,21035
2021-02-07,45983,21042
2021-02-08,45990,21056
2021-02-09,46039,21098
2021-02-10,46095,21196
2021-02-11,46200,21308
2021-02-12,46312,21413
2021-02-13,46382,21476
2021-02-14,46396,21483
2021-02-15,46410,21497
2021-02-16,46452,21567
2021-02-17,46564,21700
2021-02-18,46662,21819
2021-02-19,46711,21896
2021-02-20,46753,21938
2021-02-21,46767,21959
2021-02-22,46774,21980
2021-02-23,46858,22085
2021-02-24,47019,22267
2021-02-25,47201,22498
2021-02-26,47369,22729
2021-02-27,47446,22827
2021-02-28,47460,22862
2021-03-01,47460,22869
2021-03-02,47474,22883
2021-03-03,47530,22911
2021-03-04,47733,23002
2021-03-05,47964,23184
2021-03-06,48006,23219
2021-03-07,48006,23219
2021-03-08,48006,23219
2021-03-09,48062,23233
2021-03-10,48202,23310
2021-03-11,48307,23373
2021-03-12,48440,23464
2021-03-13,48447,23471
2021-03-14,48447,23471
2021-03-15,48468,23478
2021-03-16,48573,23520
2021-03-17,48825,23632
2021-03-18,49168,23779
2021-03-19,49434,23954
2021-03-20,49476,23982
2021-03-21,49476,23982
2021-03-22,49511,23996
2021-03-23,49560,24017
2021-03-24,49581,24031
total,191842,110250
