,False
2020-12-28,0
2020-12-29,91
2020-12-30,273
2020-12-31,455
2021-01-01,504
2021-01-02,658
2021-01-03,840
2021-01-04,1302
2021-01-05,1911
2021-01-06,2716
2021-01-07,3745
2021-01-08,4683
2021-01-09,5313
2021-01-10,6216
2021-01-11,6678
2021-01-12,6972
2021-01-13,7154
2021-01-14,7294
2021-01-15,7385
2021-01-16,7455
2021-01-17,7490
2021-01-18,7532
2021-01-19,7595
2021-01-20,7665
2021-01-21,7721
2021-01-22,7742
2021-01-23,7763
2021-01-24,7798
2021-01-25,7819
2021-01-26,7847
2021-01-27,7868
2021-01-28,7931
2021-01-29,8071
2021-01-30,8232
2021-01-31,8365
2021-02-01,8456
2021-02-02,8512
2021-02-03,8652
2021-02-04,8799
2021-02-05,8904
2021-02-06,8925
2021-02-07,8946
2021-02-08,8995
2021-02-09,9149
2021-02-10,9373
2021-02-11,9604
2021-02-12,9828
2021-02-13,9996
2021-02-14,10059
2021-02-15,10164
2021-02-16,10374
2021-02-17,10703
2021-02-18,10997
2021-02-19,11284
2021-02-20,11459
2021-02-21,11599
2021-02-22,11837
2021-02-23,12362
2021-02-24,13202
2021-02-25,14196
2021-02-26,15113
2021-02-27,15897
2021-02-28,16387
2021-03-01,16982
2021-03-02,17962
2021-03-03,19376
2021-03-04,20839
2021-03-05,22036
2021-03-06,22785
2021-03-07,23191
2021-03-08,24283
2021-03-09,26012
2021-03-10,28287
2021-03-11,30443
2021-03-12,32529
2021-03-13,33775
2021-03-14,34426
2021-03-15,35917
2021-03-16,38556
2021-03-17,41762
2021-03-18,42784
2021-03-19,42791
total,2139200
