,F,M
2020-12-08,70,28
2020-12-09,231,98
2020-12-10,420,182
2020-12-11,616,266
2020-12-12,763,315
2020-12-13,861,336
2020-12-14,1029,399
2020-12-15,1351,532
2020-12-16,1771,665
2020-12-17,2380,861
2020-12-18,2947,1050
2020-12-19,3472,1211
2020-12-20,4200,1435
2020-12-21,5075,1673
2020-12-22,5831,1904
2020-12-23,6706,2177
2020-12-24,7168,2303
2020-12-25,7175,2310
2020-12-26,7210,2331
2020-12-27,7294,2366
2020-12-28,7455,2422
2020-12-29,8148,2611
2020-12-30,9422,2968
2020-12-31,10479,3283
2021-01-01,10878,3395
2021-01-02,11312,3514
2021-01-03,11634,3605
2021-01-04,12250,3780
2021-01-05,13384,4102
2021-01-06,15071,4585
2021-01-07,17402,5201
2021-01-08,19866,5901
2021-01-09,21966,6566
2021-01-10,23345,6993
2021-01-11,24927,7462
2021-01-12,26901,8043
2021-01-13,29225,8743
2021-01-14,31563,9499
2021-01-15,33873,10262
2021-01-16,35742,10864
2021-01-17,37156,11291
2021-01-18,38899,11851
2021-01-19,40859,12537
2021-01-20,42875,13237
2021-01-21,44751,13937
2021-01-22,46564,14567
2021-01-23,48062,15113
2021-01-24,49063,15526
2021-01-25,50099,15932
2021-01-26,51394,16464
2021-01-27,52738,16989
2021-01-28,54187,17598
2021-01-29,55671,18270
2021-01-30,57015,18942
2021-01-31,58268,19712
2021-02-01,59570,20468
2021-02-02,61222,21588
2021-02-03,63238,22820
2021-02-04,64512,23548
2021-02-05,65408,24073
2021-02-06,65940,24304
2021-02-07,66248,24500
2021-02-08,66717,24731
2021-02-09,67641,25235
2021-02-10,69111,26173
2021-02-11,71344,27860
2021-02-12,73808,29610
2021-02-13,75509,30982
2021-02-14,76251,31668
2021-02-15,76916,32151
2021-02-16,80171,34811
2021-02-17,87878,40880
2021-02-18,93765,45668
2021-02-19,96999,48510
2021-02-20,98161,49532
2021-02-21,98623,49917
2021-02-22,99400,50533
2021-02-23,103607,54110
2021-02-24,110089,59444
2021-02-25,116655,65156
2021-02-26,122507,69965
2021-02-27,126343,73451
2021-02-28,127092,74144
2021-03-01,127456,74431
2021-03-02,127778,74718
2021-03-03,128135,74991
2021-03-04,128576,75376
2021-03-05,129024,75740
2021-03-06,129318,76006
2021-03-07,129416,76097
2021-03-08,129521,76181
2021-03-09,129794,76377
2021-03-10,130214,76678
2021-03-11,130592,76965
2021-03-12,130886,77168
2021-03-13,131047,77287
2021-03-14,131096,77322
2021-03-15,131180,77371
2021-03-16,131313,77427
2021-03-17,131495,77532
2021-03-18,131572,77560
total,632772,589946
