,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2021-01-22,62489,693,3689,210,287,322,406,4606,1505,462,2989,518,1512,322,266,756,11606,0,651,13664
2021-01-23,64967,707,3836,231,301,329,427,4725,1554,497,3059,532,1575,336,273,791,12103,0,672,14140
2021-01-24,66591,721,3927,238,308,336,434,4816,1589,504,3115,553,1610,343,280,798,12397,0,686,14448
2021-01-25,68271,742,4018,245,315,343,448,4879,1624,504,3171,567,1666,357,287,812,12712,0,700,14770
2021-01-26,70210,756,4137,252,329,350,462,4970,1659,525,3220,588,1722,371,294,833,13104,0,721,15162
2021-01-27,72296,777,4256,252,343,357,469,5068,1701,546,3276,609,1799,392,301,854,13489,0,735,15596
2021-01-28,74732,798,4410,266,364,364,490,5201,1764,574,3332,630,1883,399,308,875,13923,0,749,16030
2021-01-29,77350,812,4543,280,378,371,504,5376,1834,595,3402,679,1967,413,322,903,14441,0,777,16520
2021-01-30,79590,833,4683,287,385,385,518,5572,1911,630,3486,707,2030,434,336,931,14868,0,791,16905
2021-01-31,81620,854,4844,301,385,392,532,5761,1981,658,3584,742,2079,441,336,952,15246,0,812,17353
2021-02-01,83426,882,5033,301,399,399,546,5852,2037,693,3640,770,2149,448,350,980,15610,0,833,17724
2021-02-02,85806,903,5271,322,413,406,574,6020,2135,756,3738,798,2233,469,364,1022,16086,0,847,18158
2021-02-03,88389,924,5502,336,427,413,595,6195,2261,833,3857,847,2317,490,385,1064,16688,0,882,18676
2021-02-04,90538,945,5621,350,441,427,609,6363,2359,875,3955,882,2387,504,392,1085,17108,0,917,19054
2021-02-05,91875,959,5726,357,455,427,623,6468,2408,889,3997,903,2436,518,399,1099,17416,0,938,19334
2021-02-06,92862,980,5824,357,455,434,630,6699,2471,896,4116,917,2457,518,399,1120,17675,0,945,19558
2021-02-07,93429,987,5901,364,455,434,637,6741,2478,903,4144,917,2464,525,406,1141,17794,0,959,19691
2021-02-08,94227,994,5964,371,469,441,644,6769,2492,903,4172,931,2499,532,413,1148,17997,0,966,19859
2021-02-09,95928,1015,6048,378,476,441,644,6923,2562,931,4235,945,2555,546,420,1162,18368,0,980,20188
2021-02-10,98406,1050,6349,385,483,455,665,7399,2702,973,4410,987,2639,560,434,1218,18872,0,1015,20636
2021-02-11,102424,1134,6846,399,511,476,707,8092,2898,1050,4753,1064,2779,588,469,1295,19586,0,1057,21245
2021-02-12,106442,1211,7294,427,532,490,749,8666,3129,1099,5096,1134,2905,623,483,1400,20363,0,1085,22141
2021-02-13,109347,1260,7511,434,539,497,770,8960,3297,1120,5299,1169,2954,637,504,1442,21014,0,1106,22904
2021-02-14,110691,1281,7602,441,539,504,777,9037,3318,1134,5341,1176,2968,644,518,1456,21273,0,1113,23268
2021-02-15,112441,1316,7819,448,553,518,791,9177,3388,1190,5418,1211,3024,658,525,1484,21665,0,1120,23618
2021-02-16,126315,1484,8883,497,588,560,882,9975,3787,1372,5859,1351,3241,742,623,1659,24059,0,1232,25942
2021-02-17,158319,1848,11039,602,658,658,1064,11319,4620,1806,6664,1603,3619,868,777,2002,30590,0,1743,32396
2021-02-18,188314,2156,12915,700,714,735,1239,12586,5467,2226,7378,1848,3948,987,910,2310,35868,0,2030,37632
2021-02-19,207004,2345,14028,756,770,791,1330,13426,5901,2436,7847,2023,4221,1057,1029,2471,39592,0,2184,41034
2021-02-20,216048,2422,14693,791,798,819,1379,13811,6118,2513,8071,2100,4326,1092,1099,2576,41041,0,2240,42721
2021-02-21,219940,2436,14819,791,798,826,1386,13958,6188,2534,8120,2114,4347,1099,1113,2604,41426,0,2268,43302
2021-02-22,222593,2478,15050,798,812,840,1414,14266,6321,2632,8253,2149,4438,1120,1127,2639,41888,0,2324,43841
2021-02-23,247268,2688,16793,896,889,910,1526,15267,6944,2982,8904,2373,4788,1204,1253,2891,45822,0,2471,48076
2021-02-24,289674,3087,19600,1043,994,1036,1785,16625,7903,3493,9863,2730,5348,1421,1484,3318,53676,0,2933,56077
2021-02-25,329581,3416,22106,1176,1078,1169,2002,18179,9058,3983,10738,3066,5894,1582,1736,3801,60907,0,3374,64274
2021-02-26,368018,3724,24199,1302,1169,1267,2191,19607,10059,4319,11494,3367,6314,1729,1939,4144,68159,0,3871,71540
2021-02-27,393750,3913,25837,1414,1239,1344,2331,20545,10640,4662,12068,3556,6692,1848,2093,4403,72583,0,4186,76986
2021-02-28,397558,3948,26264,1428,1253,1358,2366,20727,10745,4753,12180,3598,6769,1876,2128,4459,73276,0,4228,77812
2021-03-01,398314,3955,26334,1428,1253,1358,2373,20734,10752,4795,12201,3605,6783,1876,2128,4466,73416,0,4228,78001
2021-03-02,398979,3955,26362,1428,1253,1358,2373,20769,10759,4795,12215,3605,6790,1876,2135,4466,73584,0,4235,78106
2021-03-03,400127,3962,26439,1435,1260,1365,2380,20860,10815,4844,12250,3619,6811,1883,2142,4480,73864,0,4235,78358
2021-03-04,401534,3976,26502,1435,1260,1372,2387,20895,10829,4844,12271,3626,6818,1883,2149,4487,74046,0,4263,78708
2021-03-05,403060,3990,26614,1442,1267,1372,2401,20951,10864,4858,12306,3640,6853,1890,2163,4501,74312,0,4284,79303
2021-03-06,403704,3997,26670,1442,1267,1379,2401,20986,10878,4865,12327,3647,6867,1897,2163,4501,74417,0,4291,79471
2021-03-07,403788,3997,26684,1442,1267,1379,2408,21000,10885,4865,12334,3647,6874,1904,2163,4508,74438,0,4291,79485
2021-03-08,403921,4004,26705,1442,1267,1379,2408,21007,10885,4865,12341,3654,6874,1904,2163,4508,74466,0,4291,79506
2021-03-09,404383,4004,26726,1442,1267,1386,2408,21021,10892,4865,12362,3654,6881,1904,2163,4508,74543,0,4298,79632
2021-03-10,404908,4011,26761,1449,1274,1386,2415,21035,10899,4872,12369,3654,6895,1904,2170,4515,74669,0,4305,79800
2021-03-11,405916,4018,26817,1449,1274,1393,2422,21056,10948,4879,12397,3668,6909,1911,2170,4522,74830,0,4312,80150
2021-03-12,406700,4025,26866,1456,1281,1393,2429,21098,10969,4879,12411,3675,6916,1918,2177,4529,75012,0,4340,80360
2021-03-13,407239,4025,26915,1456,1288,1400,2436,21112,10976,4879,12425,3682,6930,1918,2177,4536,75096,0,4347,80549
2021-03-14,407295,4025,26936,1456,1288,1400,2436,21119,10983,4886,12432,3682,6930,1918,2177,4543,75110,0,4347,80570
2021-03-15,407400,4025,26950,1456,1288,1400,2436,21126,10983,4886,12439,3689,6937,1918,2184,4543,75131,0,4347,80612
2021-03-16,407694,4025,26957,1463,1288,1400,2436,21140,10990,4886,12446,3689,6951,1918,2184,4550,75201,0,4361,80696
2021-03-17,408079,4025,26978,1463,1288,1400,2443,21175,11004,4886,12467,3696,6958,1918,2184,4550,75306,0,4368,80864
2021-03-18,408485,4025,26999,1463,1295,1400,2443,21189,11025,4886,12474,3696,6965,1925,2184,4564,75390,0,4375,81018
2021-03-19,408842,4032,27027,1463,1295,1407,2450,21210,11046,4893,12481,3703,6979,1925,2184,4564,75481,0,4382,81200
2021-03-20,409073,4032,27041,1470,1295,1407,2450,21217,11060,4900,12495,3703,6986,1925,2191,4564,75509,0,4382,81298
2021-03-21,409122,4032,27041,1470,1295,1407,2450,21217,11060,4900,12495,3703,6986,1932,2191,4564,75516,0,4382,81312
2021-03-22,409234,4032,27048,1470,1295,1407,2450,21224,11067,4900,12502,3703,6986,1932,2191,4564,75537,0,4389,81340
2021-03-23,409486,4032,27062,1470,1295,1407,2450,21238,11074,4900,12509,3710,7000,1932,2191,4571,75579,0,4389,81424
2021-03-24,409675,4032,27069,1470,1295,1407,2457,21245,11081,4900,12509,3710,7007,1932,2198,4571,75614,0,4396,81494
2021-03-25,409675,4032,27069,1470,1295,1407,2457,21245,11081,4900,12509,3710,7007,1932,2198,4571,75614,0,4396,81494
total,1347556,14301,138747,9079,6832,5453,11907,67060,62706,25179,43029,26138,44499,13636,9800,23394,257642,0,16821,304423
