,1,2,3,4,5,6
2020-12-08,175,0,14,0,0,56
2020-12-09,434,7,49,0,7,154
2020-12-10,784,14,98,14,14,301
2020-12-11,1148,21,161,21,21,462
2020-12-12,1449,28,203,21,21,581
2020-12-13,1603,28,231,28,28,623
2020-12-14,1869,42,266,28,35,756
2020-12-15,2457,49,357,35,35,966
2020-12-16,3101,70,462,49,49,1176
2020-12-17,3892,91,609,70,63,1491
2020-12-18,4704,112,777,91,77,1841
2020-12-19,5327,119,889,98,84,2121
2020-12-20,6216,133,1050,119,105,2457
2020-12-21,7434,154,1204,140,119,2933
2020-12-22,8526,168,1358,161,133,3346
2020-12-23,9744,189,1540,182,154,3822
2020-12-24,10360,196,1666,210,175,4074
2020-12-25,10360,196,1673,210,175,4074
2020-12-26,10437,203,1694,210,175,4102
2020-12-27,10570,203,1722,217,182,4165
2020-12-28,10822,203,1771,224,189,4277
2020-12-29,11830,224,1939,252,203,4683
2020-12-30,13531,259,2254,315,245,5404
2020-12-31,15120,287,2541,371,280,6041
2021-01-01,15638,294,2646,378,301,6237
2021-01-02,16289,308,2758,399,301,6489
2021-01-03,16800,315,2814,406,308,6664
2021-01-04,17661,336,2947,434,315,7028
2021-01-05,19243,371,3213,490,350,7693
2021-01-06,21532,413,3584,567,385,8568
2021-01-07,24416,476,4081,658,441,9744
2021-01-08,27734,532,4557,756,483,11039
2021-01-09,30611,574,4970,833,518,12145
2021-01-10,32648,609,5229,875,539,12985
2021-01-11,35056,651,5523,966,581,13944
2021-01-12,37891,686,5887,1064,630,15022
2021-01-13,40894,742,6335,1239,665,16233
2021-01-14,44198,798,6832,1393,714,17472
2021-01-15,47677,875,7322,1554,770,18746
2021-01-16,50407,931,7693,1638,798,19775
2021-01-17,52353,966,7973,1701,826,20517
2021-01-18,54929,1008,8239,1792,861,21490
2021-01-19,57953,1078,8582,1939,903,22589
2021-01-20,60977,1134,8946,2079,952,23758
2021-01-21,63847,1183,9275,2219,994,24829
2021-01-22,66871,1239,9576,2352,1022,25928
2021-01-23,69517,1295,9842,2457,1064,26922
2021-01-24,71246,1330,10031,2520,1085,27545
2021-01-25,73038,1358,10185,2597,1106,28189
2021-01-26,75110,1393,10381,2688,1127,28994
2021-01-27,77329,1435,10598,2807,1155,29827
2021-01-28,79940,1491,10885,2926,1183,30716
2021-01-29,82712,1540,11221,3066,1225,31745
2021-01-30,85113,1582,11606,3171,1267,32571
2021-01-31,87332,1624,11984,3262,1288,33418
2021-02-01,89348,1659,12236,3374,1330,34174
2021-02-02,91987,1715,12663,3507,1386,35098
2021-02-03,94822,1785,13153,3661,1449,36253
2021-02-04,97111,1834,13559,3787,1484,37086
2021-02-05,98567,1862,13783,3857,1505,37695
2021-02-06,99666,1883,14182,3892,1526,38185
2021-02-07,100324,1897,14280,3920,1547,38444
2021-02-08,101192,1925,14350,3969,1561,38829
2021-02-09,102998,1953,14658,4053,1582,39543
2021-02-10,105812,1995,15484,4186,1652,40523
2021-02-11,110411,2100,16800,4438,1764,41895
2021-02-12,114954,2205,18011,4662,1883,43596
2021-02-13,118125,2254,18683,4767,1946,45031
2021-02-14,119581,2275,18837,4802,1974,45661
2021-02-15,121576,2317,19173,4900,2016,46410
2021-02-16,136689,2534,21000,5341,2282,51240
2021-02-17,171213,2989,24416,6097,2786,64736
2021-02-18,203392,3402,27664,6790,3227,75537
2021-02-19,223384,3661,29624,7308,3507,82810
2021-02-20,233163,3787,30513,7525,3682,86009
2021-02-21,237202,3815,30800,7574,3717,87010
2021-02-22,240128,3864,31479,7707,3766,88053
2021-02-23,266756,4228,34111,8372,4144,96376
2021-02-24,312361,4865,37898,9499,4802,112686
2021-02-25,355110,5432,41972,10549,5537,128562
2021-02-26,395948,5936,45493,11417,6083,143570
2021-02-27,423514,6335,47922,12103,6496,153755
2021-02-28,427784,6412,48412,12243,6587,155323
2021-03-01,428603,6419,48489,12271,6594,155652
2021-03-02,429310,6426,48545,12278,6601,155932
2021-03-03,430535,6447,48776,12320,6622,156464
2021-03-04,432019,6461,48846,12334,6636,157024
2021-03-05,433664,6489,48986,12390,6664,157899
2021-03-06,434371,6496,49063,12411,6671,158186
2021-03-07,434476,6503,49091,12432,6671,158221
2021-03-08,434630,6510,49112,12432,6678,158277
2021-03-09,435120,6517,49154,12446,6678,158480
2021-03-10,435687,6531,49189,12467,6685,158774
2021-03-11,436758,6552,49294,12502,6699,159299
2021-03-12,437598,6573,49371,12516,6713,159719
2021-03-13,438179,6587,49406,12530,6720,159999
2021-03-14,438256,6587,49427,12544,6727,160034
2021-03-15,438375,6587,49441,12551,6727,160104
2021-03-16,438690,6594,49476,12565,6734,160265
2021-03-17,439089,6601,49539,12579,6741,160538
2021-03-18,439516,6608,49588,12593,6748,160790
2021-03-19,439901,6622,49637,12607,6755,161063
2021-03-20,440153,6622,49679,12621,6755,161196
2021-03-21,440202,6622,49679,12621,6755,161217
2021-03-22,440321,6629,49693,12628,6762,161273
2021-03-23,440587,6636,49721,12642,6769,161399
2021-03-24,440783,6643,49742,12649,6769,161511
2021-03-25,440790,6643,49742,12649,6769,161511
total,1500611,33285,197981,84280,33201,578893
