,False
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,245
2020-12-09,784
2020-12-10,1358
2020-12-11,1932
2020-12-12,2380
2020-12-13,2716
2020-12-14,3234
2020-12-15,4158
2020-12-16,5313
2020-12-17,6930
2020-12-18,8393
2020-12-19,9744
2020-12-20,11564
2020-12-21,13671
2020-12-22,15554
2020-12-23,17829
2020-12-24,18921
2020-12-25,18928
2020-12-26,19005
2020-12-27,19271
2020-12-28,19768
2020-12-29,21378
2020-12-30,24731
2020-12-31,27643
2021-01-01,28553
2021-01-02,29589
2021-01-03,30373
2021-01-04,31829
2021-01-05,34713
2021-01-06,38962
2021-01-07,44989
2021-01-08,51506
2021-01-09,56994
2021-01-10,60193
2021-01-11,64638
2021-01-12,70203
2021-01-13,76727
2021-01-14,83972
2021-01-15,91994
2021-01-16,98420
2021-01-17,102753
2021-01-18,108206
2021-01-19,114450
2021-01-20,121051
2021-01-21,128268
2021-01-22,136311
2021-01-23,143059
2021-01-24,147133
2021-01-25,151571
2021-01-26,156905
2021-01-27,162435
2021-01-28,168238
2021-01-29,174727
2021-01-30,180208
2021-01-31,184709
2021-02-01,189539
2021-02-02,195426
2021-02-03,202272
2021-02-04,208943
2021-02-05,215887
2021-02-06,221914
2021-02-07,225554
2021-02-08,229285
2021-02-09,234822
2021-02-10,242557
2021-02-11,253386
2021-02-12,268842
2021-02-13,285026
2021-02-14,294168
2021-02-15,302848
2021-02-16,320915
2021-02-17,350126
2021-02-18,376089
2021-02-19,397425
2021-02-20,418159
2021-02-21,425747
2021-02-22,435904
2021-02-23,458360
2021-02-24,499422
2021-02-25,551285
2021-02-26,612388
2021-02-27,666785
2021-02-28,701939
2021-03-01,741230
2021-03-02,790230
2021-03-03,851144
2021-03-04,929229
2021-03-05,1014342
2021-03-06,1102353
2021-03-07,1148966
2021-03-08,1206485
2021-03-09,1258208
2021-03-10,1307796
2021-03-11,1334578
2021-03-12,1345925
2021-03-13,1345946
total,2135378
