,False
2020-12-01,0
2020-12-02,7
2020-12-03,7
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,245
2020-12-09,784
2020-12-10,1365
2020-12-11,1939
2020-12-12,2380
2020-12-13,2716
2020-12-14,3234
2020-12-15,4172
2020-12-16,5327
2020-12-17,6944
2020-12-18,8407
2020-12-19,9765
2020-12-20,11578
2020-12-21,13699
2020-12-22,15582
2020-12-23,17864
2020-12-24,18963
2020-12-25,18977
2020-12-26,19054
2020-12-27,19320
2020-12-28,19817
2020-12-29,21434
2020-12-30,24801
2020-12-31,27727
2021-01-01,28644
2021-01-02,29680
2021-01-03,30464
2021-01-04,31927
2021-01-05,34825
2021-01-06,39088
2021-01-07,45143
2021-01-08,51695
2021-01-09,57190
2021-01-10,60410
2021-01-11,64876
2021-01-12,70455
2021-01-13,76986
2021-01-14,84259
2021-01-15,92302
2021-01-16,98728
2021-01-17,103068
2021-01-18,108535
2021-01-19,114793
2021-01-20,121415
2021-01-21,128667
2021-01-22,136724
2021-01-23,143493
2021-01-24,147567
2021-01-25,152012
2021-01-26,157353
2021-01-27,162890
2021-01-28,168707
2021-01-29,175210
2021-01-30,180698
2021-01-31,185192
2021-02-01,190029
2021-02-02,195937
2021-02-03,202783
2021-02-04,209468
2021-02-05,216447
2021-02-06,222502
2021-02-07,226142
2021-02-08,229873
2021-02-09,235431
2021-02-10,243166
2021-02-11,253988
2021-02-12,269430
2021-02-13,285628
2021-02-14,294777
2021-02-15,303464
2021-02-16,321552
2021-02-17,350805
2021-02-18,376796
2021-02-19,398167
2021-02-20,418908
2021-02-21,426496
2021-02-22,436667
2021-02-23,459186
2021-02-24,500325
2021-02-25,552265
2021-02-26,613431
2021-02-27,667870
2021-02-28,703087
2021-03-01,742434
2021-03-02,791490
2021-03-03,852523
2021-03-04,930944
2021-03-05,1016295
2021-03-06,1104649
2021-03-07,1151339
2021-03-08,1208963
2021-03-09,1261330
2021-03-10,1313599
2021-03-11,1361969
2021-03-12,1420748
2021-03-13,1496852
2021-03-14,1534379
2021-03-15,1576225
2021-03-16,1613262
2021-03-17,1644636
2021-03-18,1653379
2021-03-19,1653386
total,2139200
