,False
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,7
2020-12-05,7
2020-12-06,7
2020-12-07,7
2020-12-08,245
2020-12-09,784
2020-12-10,1358
2020-12-11,1939
2020-12-12,2380
2020-12-13,2709
2020-12-14,3227
2020-12-15,4165
2020-12-16,5320
2020-12-17,6930
2020-12-18,8400
2020-12-19,9751
2020-12-20,11571
2020-12-21,13678
2020-12-22,15561
2020-12-23,17843
2020-12-24,18942
2020-12-25,18963
2020-12-26,19033
2020-12-27,19306
2020-12-28,19803
2020-12-29,21420
2020-12-30,24787
2020-12-31,27713
2021-01-01,28623
2021-01-02,29659
2021-01-03,30443
2021-01-04,31906
2021-01-05,34804
2021-01-06,39067
2021-01-07,45115
2021-01-08,51674
2021-01-09,57169
2021-01-10,60389
2021-01-11,64855
2021-01-12,70434
2021-01-13,76979
2021-01-14,84245
2021-01-15,92274
2021-01-16,98700
2021-01-17,103033
2021-01-18,108493
2021-01-19,114744
2021-01-20,121366
2021-01-21,128604
2021-01-22,136654
2021-01-23,143416
2021-01-24,147490
2021-01-25,151935
2021-01-26,157269
2021-01-27,162806
2021-01-28,168616
2021-01-29,175112
2021-01-30,180600
2021-01-31,185094
2021-02-01,189924
2021-02-02,195818
2021-02-03,202664
2021-02-04,209342
2021-02-05,216300
2021-02-06,222341
2021-02-07,225974
2021-02-08,229698
2021-02-09,235249
2021-02-10,242963
2021-02-11,253757
2021-02-12,269171
2021-02-13,285348
2021-02-14,294490
2021-02-15,303156
2021-02-16,321237
2021-02-17,350462
2021-02-18,376418
2021-02-19,397733
2021-02-20,418432
2021-02-21,426013
2021-02-22,436156
2021-02-23,458654
2021-02-24,499723
2021-02-25,551607
2021-02-26,612717
2021-02-27,667079
2021-02-28,702233
2021-03-01,741552
2021-03-02,790559
2021-03-03,851550
2021-03-04,929859
2021-03-05,1015119
2021-03-06,1103417
2021-03-07,1150037
2021-03-08,1207591
2021-03-09,1259916
2021-03-10,1312213
2021-03-11,1360527
2021-03-12,1419320
2021-03-13,1495396
2021-03-14,1532902
2021-03-15,1574783
2021-03-16,1611911
2021-03-17,1643467
2021-03-18,1659042
2021-03-19,1677620
2021-03-20,1699488
2021-03-21,1707916
2021-03-22,1714790
2021-03-23,1720824
2021-03-24,1723582
2021-03-25,1723589
total,2139550
