,1,2,3,4,5
2020-12-08,112,21,21,28,35
2020-12-09,280,56,70,56,70
2020-12-10,490,98,112,98,119
2020-12-11,728,161,175,147,175
2020-12-12,903,189,231,182,217
2020-12-13,966,210,245,196,224
2020-12-14,1092,259,273,231,266
2020-12-15,1372,350,343,308,336
2020-12-16,1764,441,434,406,469
2020-12-17,2205,574,560,539,595
2020-12-18,2695,686,686,707,763
2020-12-19,3269,931,784,826,875
2020-12-20,3836,1106,945,994,1029
2020-12-21,4431,1274,1120,1190,1204
2020-12-22,5040,1428,1267,1344,1365
2020-12-23,5719,1610,1435,1512,1568
2020-12-24,6027,1701,1540,1589,1652
2020-12-25,6034,1701,1540,1589,1659
2020-12-26,6069,1715,1561,1603,1666
2020-12-27,6153,1736,1575,1617,1680
2020-12-28,6286,1771,1617,1645,1715
2020-12-29,6846,1925,1750,1827,1834
2020-12-30,7861,2261,2016,2114,2072
2020-12-31,8848,2541,2359,2401,2303
2021-01-01,9128,2625,2429,2499,2394
2021-01-02,9520,2723,2604,2674,2527
2021-01-03,9842,2779,2660,2723,2597
2021-01-04,10248,2891,2779,2821,2681
2021-01-05,11123,3115,3178,3108,2863
2021-01-06,12201,3458,3500,3367,3094
2021-01-07,14434,3997,4200,3962,3584
2021-01-08,16884,4823,4914,4662,4347
2021-01-09,19201,5509,5649,5467,5341
2021-01-10,20650,5796,5908,5789,5691
2021-01-11,22022,6216,6349,6216,6216
2021-01-12,24311,6832,6993,6853,6825
2021-01-13,28455,7938,7959,7728,7945
2021-01-14,33124,9436,9296,9016,9646
2021-01-15,37380,10780,10563,10269,10906
2021-01-16,39900,11536,11347,10962,11501
2021-01-17,41881,12138,11942,11725,12117
2021-01-18,44177,12684,12600,12313,12537
2021-01-19,51275,14742,14504,14000,13832
2021-01-20,60613,17612,17472,16555,16170
2021-01-21,68999,20188,20244,18837,17906
2021-01-22,80542,23268,23541,22680,21693
2021-01-23,94325,26838,27314,26754,25816
2021-01-24,100912,28532,29323,28728,27468
2021-01-25,104223,29316,29890,29337,28035
2021-01-26,107702,30226,30625,30156,28756
2021-01-27,112651,31703,31773,31493,29967
2021-01-28,126273,35616,35798,35742,34468
2021-01-29,154168,42231,42532,43134,42959
2021-01-30,182546,49266,50036,51793,52444
2021-01-31,203952,54719,56553,59864,60578
2021-02-01,217126,58828,60550,64659,65555
2021-02-02,232421,63364,65646,70497,72555
2021-02-03,265097,71197,75334,81851,85162
2021-02-04,288708,77756,82838,90090,93233
2021-02-05,296940,80444,86660,93205,95949
2021-02-06,300153,81424,87815,94003,96495
2021-02-07,301343,81746,88263,94311,96887
2021-02-08,302876,82348,88970,94976,97524
2021-02-09,311129,84392,90944,97041,99463
2021-02-10,319872,86331,93324,99386,101976
2021-02-11,332003,89201,96306,102137,105259
2021-02-12,339647,91427,98651,104125,107310
2021-02-13,343532,92652,99918,104972,108206
2021-02-14,344183,92890,100177,105168,108353
2021-02-15,345163,93233,100331,105273,108451
2021-02-16,348817,94458,100989,105714,108773
2021-02-17,355565,96523,102424,106624,109424
2021-02-18,361249,98518,103719,107583,110194
2021-02-19,365113,99722,104447,108087,110530
2021-02-20,367122,100415,104797,108367,110705
2021-02-21,367696,100548,104881,108444,110782
2021-02-22,368690,100947,105105,108570,110859
2021-02-23,373345,102669,106225,109389,111426
2021-02-24,382494,105182,107926,110712,112308
2021-02-25,392336,108227,109816,112098,113295
2021-02-26,401212,110572,111615,113407,114408
2021-02-27,406910,112140,112700,114226,115087
2021-02-28,407960,112476,112931,114352,115178
2021-03-01,408212,112588,112994,114380,115199
2021-03-02,408352,112623,113036,114408,115206
2021-03-03,408646,112700,113113,114457,115234
2021-03-04,408842,112763,113190,114499,115283
2021-03-05,409157,112861,113295,114569,115339
2021-03-06,409234,112910,113337,114604,115360
2021-03-07,409283,112931,113344,114611,115367
2021-03-08,409353,112945,113358,114625,115374
2021-03-09,409605,113001,113393,114653,115388
2021-03-10,409759,113043,113435,114702,115423
2021-03-11,409913,113085,113470,114751,115458
2021-03-12,409941,113113,113484,114758,115458
total,1291493,357609,333886,336252,336217
