,False
2020-12-29,70
2020-12-30,203
2020-12-31,322
2021-01-01,329
2021-01-02,490
2021-01-03,651
2021-01-04,910
2021-01-05,1211
2021-01-06,1659
2021-01-07,2184
2021-01-08,2695
2021-01-09,3038
2021-01-10,3549
2021-01-11,3787
2021-01-12,3927
2021-01-13,3983
2021-01-14,4032
2021-01-15,4074
2021-01-16,4109
2021-01-17,4130
2021-01-18,4144
2021-01-19,4158
2021-01-20,4193
2021-01-21,4228
2021-01-22,4242
2021-01-23,4270
2021-01-24,4277
2021-01-25,4284
2021-01-26,4291
2021-01-27,4312
2021-01-28,4333
2021-01-29,4410
2021-01-30,4480
2021-01-31,4585
2021-02-01,4648
2021-02-02,4697
2021-02-03,4802
2021-02-04,4963
2021-02-05,5054
2021-02-06,5075
2021-02-07,5089
2021-02-08,5124
2021-02-09,5250
2021-02-10,5404
2021-02-11,5593
2021-02-12,5789
2021-02-13,5908
2021-02-14,5943
2021-02-15,5999
2021-02-16,6132
2021-02-17,6328
2021-02-18,6552
2021-02-19,6720
2021-02-20,6860
2021-02-21,6972
2021-02-22,7196
2021-02-23,7525
2021-02-24,7945
2021-02-25,8477
2021-02-26,9051
2021-02-27,9478
2021-02-28,9779
2021-03-01,10150
2021-03-02,10738
2021-03-03,11480
2021-03-04,12250
2021-03-05,12880
2021-03-06,13307
2021-03-07,13559
2021-03-08,14294
2021-03-09,15309
2021-03-10,16597
2021-03-11,17941
2021-03-12,19320
2021-03-13,20125
2021-03-14,20601
2021-03-15,21602
2021-03-16,23324
2021-03-17,25550
2021-03-18,28049
2021-03-19,30275
2021-03-20,31857
2021-03-21,32921
2021-03-22,34839
2021-03-23,37611
2021-03-24,40740
total,1296099
