,F,M
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,7,0
2021-01-01,35,0
2021-01-02,56,7
2021-01-03,56,7
2021-01-04,70,21
2021-01-05,98,28
2021-01-06,133,42
2021-01-07,238,70
2021-01-08,595,161
2021-01-09,987,252
2021-01-10,1169,301
2021-01-11,1687,427
2021-01-12,2366,595
2021-01-13,3094,756
2021-01-14,3941,1008
2021-01-15,5054,1309
2021-01-16,5740,1505
2021-01-17,6062,1589
2021-01-18,6769,1785
2021-01-19,7511,1981
2021-01-20,8393,2275
2021-01-21,9597,2646
2021-01-22,11431,3157
2021-01-23,12607,3521
2021-01-24,13195,3710
2021-01-25,13993,3997
2021-01-26,14931,4403
2021-01-27,15701,4781
2021-01-28,16520,5166
2021-01-29,17416,5572
2021-01-30,18270,5894
2021-01-31,18809,6118
2021-02-01,19327,6384
2021-02-02,19894,6643
2021-02-03,20517,6944
2021-02-04,21280,7315
2021-02-05,22316,7826
2021-02-06,23401,8435
2021-02-07,24080,8785
2021-02-08,24619,9100
2021-02-09,25291,9415
2021-02-10,26026,9814
2021-02-11,26964,10311
2021-02-12,28259,11074
2021-02-13,29925,11914
2021-02-14,30982,12453
2021-02-15,32074,13090
2021-02-16,33173,13692
2021-02-17,34650,14602
2021-02-18,36505,15827
2021-02-19,38332,16919
2021-02-20,40796,18424
2021-02-21,41944,19180
2021-02-22,43414,20174
2021-02-23,44982,21378
2021-02-24,46648,22575
2021-02-25,49105,24311
2021-02-26,51492,25914
2021-02-27,53851,27566
2021-02-28,55391,28595
2021-03-01,57008,29617
2021-03-02,59087,31115
2021-03-03,62615,33978
2021-03-04,67403,37723
2021-03-05,73444,42728
2021-03-06,79996,48181
2021-03-07,82453,50379
2021-03-08,85904,53501
2021-03-09,91266,58828
2021-03-10,98364,66185
2021-03-11,107520,75782
2021-03-12,122367,91266
2021-03-13,147210,117950
2021-03-14,160048,132895
2021-03-15,184422,159320
2021-03-16,211547,189469
2021-03-17,235340,216776
total,595049,583905
