,F,M
2020-12-18,0,0
2020-12-19,0,0
2020-12-20,0,0
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,0,0
2021-01-01,7,0
2021-01-02,14,7
2021-01-03,14,7
2021-01-04,14,7
2021-01-05,28,14
2021-01-06,35,21
2021-01-07,56,35
2021-01-08,175,70
2021-01-09,315,126
2021-01-10,378,161
2021-01-11,511,231
2021-01-12,707,343
2021-01-13,959,469
2021-01-14,1232,630
2021-01-15,1603,840
2021-01-16,1890,994
2021-01-17,2002,1036
2021-01-18,2247,1169
2021-01-19,2520,1323
2021-01-20,2905,1561
2021-01-21,3521,1981
2021-01-22,4445,2625
2021-01-23,5166,3115
2021-01-24,5530,3395
2021-01-25,6097,3815
2021-01-26,6923,4438
2021-01-27,7924,5250
2021-01-28,8806,5943
2021-01-29,9898,6727
2021-01-30,10920,7595
2021-01-31,11431,7938
2021-02-01,12257,8610
2021-02-02,13314,9429
2021-02-03,14784,10633
2021-02-04,17969,13580
2021-02-05,22519,17759
2021-02-06,29897,24325
2021-02-07,34174,28385
2021-02-08,39396,33257
2021-02-09,45983,39606
2021-02-10,58506,51793
2021-02-11,74291,67102
2021-02-12,94696,86436
2021-02-13,126833,116669
2021-02-14,141659,130795
2021-02-15,159593,147721
2021-02-16,176267,164143
2021-02-17,191387,179487
2021-02-18,206535,194530
2021-02-19,219534,207844
2021-02-20,232449,220759
2021-02-21,238000,226240
2021-02-22,245539,234234
2021-02-23,252098,240968
2021-02-24,259497,248297
2021-02-25,267190,255773
2021-02-26,274316,262878
2021-02-27,279783,268191
2021-02-28,283150,271537
2021-03-01,285712,274078
2021-03-02,288400,276689
2021-03-03,291606,279685
2021-03-04,296317,284116
2021-03-05,301161,288771
2021-03-06,305501,292922
2021-03-07,306530,293937
2021-03-08,308231,295582
2021-03-09,309750,297136
2021-03-10,311010,298452
total,548093,525210
