,False
2020-11-30,0
2020-12-01,7
2020-12-02,14
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,14
2020-12-08,476
2020-12-09,1197
2020-12-10,1974
2020-12-11,2877
2020-12-12,3647
2020-12-13,4144
2020-12-14,4963
2020-12-15,6461
2020-12-16,8246
2020-12-17,10570
2020-12-18,12859
2020-12-19,14742
2020-12-20,17262
2020-12-21,20440
2020-12-22,23415
2020-12-23,26775
2020-12-24,28385
2020-12-25,28406
2020-12-26,28567
2020-12-27,29008
2020-12-28,29799
2020-12-29,32256
2020-12-30,37324
2020-12-31,42119
2021-01-01,43554
2021-01-02,45213
2021-01-03,46515
2021-01-04,49056
2021-01-05,54012
2021-01-06,60543
2021-01-07,69475
2021-01-08,79219
2021-01-09,87479
2021-01-10,92813
2021-01-11,100422
2021-01-12,109620
2021-01-13,119966
2021-01-14,131138
2021-01-15,143598
2021-01-16,153608
2021-01-17,160496
2021-01-18,169211
2021-01-19,178738
2021-01-20,189112
2021-01-21,200123
2021-01-22,212093
2021-01-23,221585
2021-01-24,227178
2021-01-25,234108
2021-01-26,242165
2021-01-27,250201
2021-01-28,258370
2021-01-29,267246
2021-01-30,274421
2021-01-31,279678
2021-02-01,284788
2021-02-02,290682
2021-02-03,296821
2021-02-04,303415
2021-02-05,310205
2021-02-06,316575
2021-02-07,319914
2021-02-08,324058
2021-02-09,329231
2021-02-10,334901
2021-02-11,341110
2021-02-12,349111
2021-02-13,357742
2021-02-14,362572
2021-02-15,368081
2021-02-16,377153
2021-02-17,391377
2021-02-18,405587
2021-02-19,418187
2021-02-20,431459
2021-02-21,437017
2021-02-22,443863
2021-02-23,457464
2021-02-24,475986
2021-02-25,496867
2021-02-26,517370
2021-02-27,535927
2021-02-28,544495
2021-03-01,552447
2021-03-02,561414
2021-03-03,572768
2021-03-04,590240
2021-03-05,612038
2021-03-06,633332
2021-03-07,640276
2021-03-08,648795
2021-03-09,657748
2021-03-10,669137
2021-03-11,683242
2021-03-12,713125
2021-03-13,779723
2021-03-14,809060
2021-03-15,848526
2021-03-16,916069
2021-03-17,1010072
2021-03-18,1092063
2021-03-19,1207444
2021-03-20,1353016
2021-03-21,1409191
2021-03-22,1460060
2021-03-23,1506232
2021-03-24,1527876
2021-03-25,1527918
total,3097724
