,F,M
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,77,28
2020-12-09,266,105
2020-12-10,427,175
2020-12-11,602,238
2020-12-12,735,287
2020-12-13,875,329
2020-12-14,1036,399
2020-12-15,1309,476
2020-12-16,1652,581
2020-12-17,2142,714
2020-12-18,2576,819
2020-12-19,2989,938
2020-12-20,3507,1085
2020-12-21,4165,1267
2020-12-22,4697,1435
2020-12-23,5432,1659
2020-12-24,5803,1778
2020-12-25,5803,1778
2020-12-26,5810,1785
2020-12-27,5908,1820
2020-12-28,6097,1869
2020-12-29,6552,2002
2020-12-30,7693,2296
2020-12-31,8729,2597
2021-01-01,8995,2653
2021-01-02,9289,2730
2021-01-03,9534,2807
2021-01-04,9968,2947
2021-01-05,10864,3185
2021-01-06,12201,3556
2021-01-07,14182,4088
2021-01-08,15953,4613
2021-01-09,17500,5033
2021-01-10,18403,5264
2021-01-11,19565,5572
2021-01-12,20923,5957
2021-01-13,22575,6398
2021-01-14,24353,6965
2021-01-15,26215,7609
2021-01-16,28049,8127
2021-01-17,29386,8533
2021-01-18,30702,8911
2021-01-19,32361,9415
2021-01-20,34020,9975
2021-01-21,35469,10493
2021-01-22,36862,10955
2021-01-23,38199,11445
2021-01-24,39165,11802
2021-01-25,40026,12124
2021-01-26,41013,12481
2021-01-27,41979,12845
2021-01-28,43064,13202
2021-01-29,44296,13720
2021-01-30,45157,14056
2021-01-31,45941,14392
2021-02-01,46543,14658
2021-02-02,47348,14980
2021-02-03,48258,15428
2021-02-04,49077,15827
2021-02-05,49679,16114
2021-02-06,50029,16268
2021-02-07,50309,16436
2021-02-08,50589,16569
2021-02-09,51114,16870
2021-02-10,51940,17367
2021-02-11,53270,18270
2021-02-12,54565,19103
2021-02-13,55559,19894
2021-02-14,56035,20209
2021-02-15,56357,20454
2021-02-16,59038,22470
2021-02-17,63497,25956
2021-02-18,66997,28714
2021-02-19,69720,30940
2021-02-20,71456,32452
2021-02-21,72198,33124
2021-02-22,72569,33439
2021-02-23,75152,35511
2021-02-24,80108,39830
2021-02-25,84651,43855
2021-02-26,89642,48111
2021-02-27,92939,51093
2021-02-28,93709,51870
2021-03-01,93891,52017
2021-03-02,94066,52185
2021-03-03,94367,52423
2021-03-04,94598,52598
2021-03-05,94927,52913
2021-03-06,95333,53312
2021-03-07,95564,53550
2021-03-08,95592,53571
2021-03-09,96026,53970
2021-03-10,96327,54285
2021-03-11,96481,54418
2021-03-12,96649,54551
2021-03-13,96831,54726
2021-03-14,96838,54733
2021-03-15,96866,54761
2021-03-16,96908,54789
2021-03-17,96957,54831
total,476077,440398
