,False
2020-12-08,203
2020-12-09,546
2020-12-10,826
2020-12-11,1183
2020-12-12,1526
2020-12-13,1785
2020-12-14,2100
2020-12-15,2632
2020-12-16,3353
2020-12-17,4228
2020-12-18,5082
2020-12-19,5754
2020-12-20,6706
2020-12-21,7987
2020-12-22,9128
2020-12-23,10465
2020-12-24,11151
2020-12-25,11158
2020-12-26,11186
2020-12-27,11382
2020-12-28,11746
2020-12-29,12663
2020-12-30,14826
2020-12-31,16919
2021-01-01,17486
2021-01-02,18130
2021-01-03,18648
2021-01-04,19565
2021-01-05,21518
2021-01-06,24003
2021-01-07,27594
2021-01-08,31206
2021-01-09,34321
2021-01-10,36288
2021-01-11,38857
2021-01-12,42021
2021-01-13,45563
2021-01-14,49371
2021-01-15,53494
2021-01-16,57190
2021-01-17,60053
2021-01-18,62895
2021-01-19,66192
2021-01-20,69517
2021-01-21,72688
2021-01-22,75761
2021-01-23,78498
2021-01-24,80297
2021-01-25,82285
2021-01-26,84455
2021-01-27,86737
2021-01-28,89089
2021-01-29,91539
2021-01-30,93401
2021-01-31,94962
2021-02-01,96306
2021-02-02,97825
2021-02-03,99435
2021-02-04,101073
2021-02-05,102312
2021-02-06,103187
2021-02-07,103712
2021-02-08,104349
2021-02-09,105266
2021-02-10,106316
2021-02-11,107646
2021-02-12,109004
2021-02-13,109914
2021-02-14,110432
2021-02-15,110978
2021-02-16,112903
2021-02-17,116529
2021-02-18,119560
2021-02-19,121618
2021-02-20,123039
2021-02-21,123480
2021-02-22,124005
2021-02-23,127071
2021-02-24,131369
2021-02-25,135590
2021-02-26,140077
2021-02-27,142926
2021-02-28,143612
2021-03-01,143801
2021-03-02,144053
2021-03-03,144347
2021-03-04,144599
2021-03-05,144753
2021-03-06,145026
2021-03-07,145124
2021-03-08,145194
2021-03-09,145292
2021-03-10,145446
2021-03-11,145684
2021-03-12,145929
2021-03-13,146209
2021-03-14,146531
2021-03-15,146664
2021-03-16,146755
2021-03-17,147182
2021-03-18,148071
2021-03-19,148974
2021-03-20,149331
2021-03-21,149415
2021-03-22,149499
2021-03-23,150003
2021-03-24,150899
total,1296099
