,0,1,2,3,4,5,6,7,8,9
2020-11-30,0,0,0,0,0,0,0,0,0,0
2020-12-01,0,0,0,0,0,0,0,0,0,0
2020-12-02,0,0,0,0,0,0,0,0,0,0
2020-12-03,0,0,0,0,0,0,0,0,0,0
2020-12-04,0,0,0,0,0,0,0,0,0,0
2020-12-05,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0,0
2020-12-07,0,0,0,0,0,0,0,0,0,0
2020-12-08,630,0,539,7,231,56,217,112,196,203
2020-12-09,1813,7,2009,28,518,168,665,371,539,539
2020-12-10,3052,28,3934,49,882,273,1106,609,826,826
2020-12-11,4354,35,5754,70,1218,399,1554,840,1127,1176
2020-12-12,5789,42,7049,84,1568,490,1981,1029,1449,1519
2020-12-13,6881,49,8218,91,1764,574,2282,1218,1673,1778
2020-12-14,8302,49,10143,126,2058,679,2688,1442,2009,2093
2020-12-15,10577,126,31395,238,2597,889,3339,1792,2576,2625
2020-12-16,13356,273,66549,392,3122,1113,4214,2233,3318,3346
2020-12-17,16625,420,98056,840,3829,1407,5257,2863,4193,4214
2020-12-18,19824,581,118363,1253,4529,1729,6258,3402,5005,5068
2020-12-19,22568,679,143367,1743,5124,2037,7063,3934,5719,5747
2020-12-20,26271,763,165284,2086,5831,2387,8134,4592,6755,6692
2020-12-21,30870,854,178339,2520,6755,2793,9513,5432,8064,7973
2020-12-22,35042,980,202594,2898,7700,3192,10836,6139,9114,9114
2020-12-23,40614,1414,219828,3248,8869,3703,12446,7098,10486,10444
2020-12-24,43428,1932,223629,3437,9394,3948,13174,7581,11144,11130
2020-12-25,43456,1932,223636,3437,9394,3948,13181,7581,11144,11137
2020-12-26,43624,1932,223643,3437,9415,3955,13209,7588,11165,11165
2020-12-27,44583,1932,223825,3444,9506,4018,13433,7721,11375,11361
2020-12-28,46207,1932,224294,3486,9737,4123,13776,7966,11641,11725
2020-12-29,50295,2807,232204,3710,10395,4452,14819,8547,12474,12642
2020-12-30,59325,7525,251706,5131,12110,5250,17164,9989,14560,14791
2020-12-31,68110,11137,265531,6671,13692,6062,19537,11319,16611,16884
2021-01-01,70469,11669,268100,7091,14098,6244,20160,11655,17101,17458
2021-01-02,73584,11935,270466,7721,14504,6426,20853,12033,17696,18109
2021-01-03,76258,12040,271985,7791,14791,6559,21455,12355,18130,18627
2021-01-04,80920,12208,273378,7868,15379,6839,22498,12943,19033,19572
2021-01-05,89243,12838,276437,8085,16450,7364,24437,14098,20825,21560
2021-01-06,100534,14112,283913,10059,18186,8190,27083,15834,23296,24101
2021-01-07,116620,17976,318185,18445,21049,9555,31262,18403,27013,27818
2021-01-08,133945,23338,359205,28966,25109,11088,35875,21000,30919,31829
2021-01-09,149429,26922,396284,36526,29967,12502,39788,23310,34440,35399
2021-01-10,159705,27839,413049,40299,31668,13216,42161,24563,36456,37625
2021-01-11,174503,31241,421064,42952,34104,14063,45591,26411,39501,40866
2021-01-12,192787,36449,445662,48615,37513,15267,49896,28714,43323,44905
2021-01-13,212793,41440,484001,62433,41755,16786,54747,31381,47551,49357
2021-01-14,234619,47271,522795,77245,47747,18592,59920,34440,52255,54250
2021-01-15,259049,55132,571746,95039,55237,20706,65926,37849,57463,59822
2021-01-16,280420,60081,630434,109340,61747,22540,71281,40796,61950,64526
2021-01-17,295862,61985,655396,115003,65324,23695,74746,42819,65037,67788
2021-01-18,313796,66038,669074,120736,69412,24955,78743,45094,68565,71582
2021-01-19,333984,69867,710514,148519,79310,26775,83475,47866,72562,75831
2021-01-20,356517,73290,754894,183302,94633,29008,88830,50771,77021,80325
2021-01-21,379302,78253,793492,222180,113981,31647,94395,53879,81529,85232
2021-01-22,404614,86863,843724,280560,146783,35399,101143,57519,86548,90727
2021-01-23,425425,89600,885311,352177,189210,38647,106652,60473,90650,95053
2021-01-24,437906,90580,897246,376747,205751,40544,109886,62398,93149,97685
2021-01-25,452998,91308,909314,396256,221333,42385,113764,64351,96159,100842
2021-01-26,470358,92344,923818,423521,243936,44681,118363,66682,99470,104405
2021-01-27,486605,93310,935732,449694,269192,47404,122696,68887,102606,107891
2021-01-28,503286,94318,950901,494291,313782,51149,127386,71197,105889,111391
2021-01-29,521101,95431,966637,565439,375347,55699,132734,73990,109536,115115
2021-01-30,535514,95893,977830,630931,456652,59367,137130,76195,112511,118153
2021-01-31,546651,96075,982191,663999,507472,63140,140182,77882,114653,120477
2021-02-01,557018,96593,987924,688758,554680,68845,143143,79429,116648,122626
2021-02-02,568008,97230,993888,709310,619192,74802,146685,81298,118916,125006
2021-02-03,580111,98091,999950,727692,713503,82901,150710,83405,121450,127491
2021-02-04,593061,99099,1006033,744114,817509,93177,155666,85659,124131,130319
2021-02-05,605647,100121,1011787,757316,918708,104538,160496,88011,126791,133091
2021-02-06,616665,100667,1015707,769713,1063076,120932,165585,90188,129290,135618
2021-02-07,623280,100877,1017548,774998,1133979,130277,168343,91623,130851,137137
2021-02-08,630203,101444,1020873,780346,1195278,142156,171269,92869,132272,138663
2021-02-09,638715,102242,1024702,786569,1271291,169575,175630,94668,134162,140525
2021-02-10,648347,103425,1029357,791560,1335320,213962,181888,97482,136367,142590
2021-02-11,659701,104783,1033592,796642,1398964,277746,191184,101465,139314,145180
2021-02-12,672868,106183,1037624,801108,1452969,351064,204841,106568,142849,148554
2021-02-13,687309,106743,1040165,804734,1501101,435708,219513,112014,146258,151921
2021-02-14,695247,106876,1041124,805945,1515857,472703,227458,114758,148400,153944
