,False
2020-12-29,147
2020-12-30,462
2020-12-31,728
2021-01-01,784
2021-01-02,1043
2021-01-03,1316
2021-01-04,1967
2021-01-05,2870
2021-01-06,4011
2021-01-07,5411
2021-01-08,6839
2021-01-09,7847
2021-01-10,9072
2021-01-11,9751
2021-01-12,10248
2021-01-13,10549
2021-01-14,10794
2021-01-15,10962
2021-01-16,11067
2021-01-17,11130
2021-01-18,11193
2021-01-19,11270
2021-01-20,11389
2021-01-21,11473
2021-01-22,11550
2021-01-23,11592
2021-01-24,11648
2021-01-25,11676
2021-01-26,11704
2021-01-27,11739
2021-01-28,11844
2021-01-29,12040
2021-01-30,12278
2021-01-31,12502
2021-02-01,12621
2021-02-02,12733
2021-02-03,12943
2021-02-04,13216
2021-02-05,13377
2021-02-06,13426
2021-02-07,13461
2021-02-08,13531
2021-02-09,13762
2021-02-10,14133
2021-02-11,14441
2021-02-12,14812
2021-02-13,15001
2021-02-14,15099
2021-02-15,15274
2021-02-16,15561
2021-02-17,16023
2021-02-18,16450
2021-02-19,16835
2021-02-20,17094
2021-02-21,17311
2021-02-22,17717
2021-02-23,18487
2021-02-24,19621
2021-02-25,20944
2021-02-26,22176
2021-02-27,23226
2021-02-28,23954
2021-03-01,24808
2021-03-02,26320
2021-03-03,28189
2021-03-04,30184
2021-03-05,31885
2021-03-06,32879
2021-03-07,33453
2021-03-08,35147
2021-03-09,37695
2021-03-10,41027
2021-03-11,44135
2021-03-12,47152
2021-03-13,48951
2021-03-14,49882
2021-03-15,52234
2021-03-16,56168
2021-03-17,60991
2021-03-18,64281
2021-03-19,67263
2021-03-20,69216
2021-03-21,70238
2021-03-22,72737
2021-03-23,76006
2021-03-24,78155
2021-03-25,78169
total,2790466
