,False
2020-11-30,0
2020-12-01,7
2020-12-02,7
2020-12-03,14
2020-12-04,14
2020-12-05,14
2020-12-06,14
2020-12-07,21
2020-12-08,413
2020-12-09,1183
2020-12-10,1918
2020-12-11,2723
2020-12-12,3430
2020-12-13,3864
2020-12-14,4669
2020-12-15,6153
2020-12-16,7952
2020-12-17,10185
2020-12-18,12453
2020-12-19,14357
2020-12-20,17010
2020-12-21,20195
2020-12-22,23079
2020-12-23,26439
2020-12-24,27986
2020-12-25,27993
2020-12-26,28140
2020-12-27,28574
2020-12-28,29239
2020-12-29,31528
2020-12-30,36267
2020-12-31,40803
2021-01-01,42098
2021-01-02,43638
2021-01-03,44821
2021-01-04,47124
2021-01-05,51625
2021-01-06,57771
2021-01-07,66703
2021-01-08,76419
2021-01-09,84392
2021-01-10,89369
2021-01-11,96488
2021-01-12,105483
2021-01-13,115360
2021-01-14,126238
2021-01-15,138068
2021-01-16,147644
2021-01-17,154105
2021-01-18,162337
2021-01-19,171458
2021-01-20,181328
2021-01-21,191786
2021-01-22,203189
2021-01-23,212380
2021-01-24,217875
2021-01-25,224644
2021-01-26,232162
2021-01-27,239799
2021-01-28,247485
2021-01-29,256004
2021-01-30,262997
2021-01-31,267764
2021-02-01,272594
2021-02-02,278201
2021-02-03,284417
2021-02-04,290976
2021-02-05,297731
2021-02-06,304612
2021-02-07,308609
2021-02-08,312725
2021-02-09,317688
2021-02-10,323365
2021-02-11,330428
2021-02-12,339409
2021-02-13,349139
2021-02-14,355124
2021-02-15,361536
2021-02-16,373128
2021-02-17,391468
2021-02-18,409892
2021-02-19,425964
2021-02-20,442134
2021-02-21,447860
2021-02-22,456197
2021-02-23,472731
2021-02-24,496104
2021-02-25,521290
2021-02-26,547862
2021-02-27,570094
2021-02-28,578837
2021-03-01,586628
2021-03-02,596386
2021-03-03,610295
2021-03-04,630917
2021-03-05,659428
2021-03-06,691502
2021-03-07,706811
2021-03-08,724857
2021-03-09,752031
2021-03-10,793135
2021-03-11,842135
2021-03-12,913969
2021-03-13,1025178
2021-03-14,1087303
2021-03-15,1198778
2021-03-16,1322314
2021-03-17,1440019
2021-03-18,1504293
2021-03-19,1581391
2021-03-20,1665636
2021-03-21,1707090
2021-03-22,1741159
2021-03-23,1767829
2021-03-24,1779918
2021-03-25,1779939
total,2790466
