,False
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,196
2020-12-09,539
2020-12-10,826
2020-12-11,1127
2020-12-12,1449
2020-12-13,1673
2020-12-14,2009
2020-12-15,2576
2020-12-16,3318
2020-12-17,4193
2020-12-18,5005
2020-12-19,5719
2020-12-20,6755
2020-12-21,8064
2020-12-22,9114
2020-12-23,10486
2020-12-24,11144
2020-12-25,11144
2020-12-26,11165
2020-12-27,11375
2020-12-28,11641
2020-12-29,12474
2020-12-30,14560
2020-12-31,16611
2021-01-01,17101
2021-01-02,17696
2021-01-03,18130
2021-01-04,19033
2021-01-05,20825
2021-01-06,23296
2021-01-07,27013
2021-01-08,30919
2021-01-09,34440
2021-01-10,36456
2021-01-11,39501
2021-01-12,43323
2021-01-13,47551
2021-01-14,52255
2021-01-15,57463
2021-01-16,61950
2021-01-17,65037
2021-01-18,68565
2021-01-19,72562
2021-01-20,77021
2021-01-21,81529
2021-01-22,86548
2021-01-23,90650
2021-01-24,93149
2021-01-25,96159
2021-01-26,99470
2021-01-27,102606
2021-01-28,105889
2021-01-29,109536
2021-01-30,112511
2021-01-31,114653
2021-02-01,116648
2021-02-02,118916
2021-02-03,121450
2021-02-04,124131
2021-02-05,126791
2021-02-06,129290
2021-02-07,130851
2021-02-08,132272
2021-02-09,134162
2021-02-10,136367
2021-02-11,139314
2021-02-12,142849
2021-02-13,146258
2021-02-14,148400
2021-02-15,150626
2021-02-16,154917
2021-02-17,162022
2021-02-18,168917
2021-02-19,174776
2021-02-20,180411
2021-02-21,182840
2021-02-22,185850
2021-02-23,192185
2021-02-24,200235
2021-02-25,209748
2021-02-26,220409
2021-02-27,228508
2021-02-28,232162
2021-03-01,235228
2021-03-02,239036
2021-03-03,245651
2021-03-04,254373
2021-03-05,265769
2021-03-06,277830
2021-03-07,282667
2021-03-08,289303
2021-03-09,300265
2021-03-10,313327
total,1178807
