,False
2020-12-28,0
2020-12-29,49
2020-12-30,154
2020-12-31,287
2021-01-01,329
2021-01-02,413
2021-01-03,483
2021-01-04,749
2021-01-05,1099
2021-01-06,1575
2021-01-07,2177
2021-01-08,2765
2021-01-09,3164
2021-01-10,3724
2021-01-11,4025
2021-01-12,4235
2021-01-13,4382
2021-01-14,4487
2021-01-15,4557
2021-01-16,4599
2021-01-17,4627
2021-01-18,4662
2021-01-19,4697
2021-01-20,4753
2021-01-21,4795
2021-01-22,4816
2021-01-23,4837
2021-01-24,4858
2021-01-25,4865
2021-01-26,4886
2021-01-27,4907
2021-01-28,4949
2021-01-29,5040
2021-01-30,5138
2021-01-31,5208
2021-02-01,5257
2021-02-02,5292
2021-02-03,5355
2021-02-04,5425
2021-02-05,5460
2021-02-06,5481
2021-02-07,5488
2021-02-08,5523
2021-02-09,5593
2021-02-10,5705
2021-02-11,5824
2021-02-12,5943
2021-02-13,6027
2021-02-14,6048
2021-02-15,6097
2021-02-16,6209
2021-02-17,6391
2021-02-18,6545
2021-02-19,6685
2021-02-20,6783
2021-02-21,6860
2021-02-22,6972
2021-02-23,7280
2021-02-24,7770
2021-02-25,8365
2021-02-26,8932
2021-02-27,9373
2021-02-28,9639
2021-03-01,10010
2021-03-02,10633
2021-03-03,11515
2021-03-04,12439
2021-03-05,13223
2021-03-06,13706
2021-03-07,13937
2021-03-08,14630
2021-03-09,15687
2021-03-10,17045
2021-03-11,18291
2021-03-12,19474
2021-03-13,20230
2021-03-14,20552
2021-03-15,21399
2021-03-16,22967
2021-03-17,24899
2021-03-18,27041
2021-03-19,29078
2021-03-20,30373
2021-03-21,31052
2021-03-22,32718
2021-03-23,35028
2021-03-24,36624
2021-03-25,36631
total,1223068
