,False
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,28
2020-12-30,42
2020-12-31,63
2021-01-01,63
2021-01-02,70
2021-01-03,70
2021-01-04,140
2021-01-05,294
2021-01-06,469
2021-01-07,833
2021-01-08,1659
2021-01-09,2569
2021-01-10,2975
2021-01-11,4137
2021-01-12,5376
2021-01-13,6874
2021-01-14,8799
2021-01-15,11536
2021-01-16,13363
2021-01-17,14217
2021-01-18,15862
2021-01-19,17465
2021-01-20,19544
2021-01-21,22631
2021-01-22,26418
2021-01-23,29764
2021-01-24,31227
2021-01-25,33278
2021-01-26,35623
2021-01-27,38563
2021-01-28,41608
2021-01-29,45143
2021-01-30,47719
2021-01-31,49231
2021-02-01,51240
2021-02-02,53655
2021-02-03,56469
2021-02-04,61285
2021-02-05,68572
2021-02-06,78491
2021-02-07,82775
2021-02-08,87626
2021-02-09,93541
2021-02-10,100513
2021-02-11,107457
2021-02-12,121905
2021-02-13,140840
2021-02-14,151858
2021-02-15,164241
2021-02-16,178143
2021-02-17,191485
2021-02-18,211225
2021-02-19,237034
2021-02-20,282373
2021-02-21,292481
2021-02-22,309918
2021-02-23,327446
2021-02-24,345730
2021-02-25,365582
2021-02-26,391755
2021-02-27,422982
2021-02-28,436359
2021-03-01,451969
2021-03-02,473277
2021-03-03,500969
2021-03-04,551782
2021-03-05,622769
2021-03-06,689864
2021-03-07,706615
2021-03-08,726383
2021-03-09,745689
2021-03-10,768446
2021-03-11,788515
2021-03-12,824796
2021-03-13,881090
2021-03-14,905968
2021-03-15,934633
2021-03-16,966203
2021-03-17,993678
2021-03-18,1021566
2021-03-19,1051526
2021-03-20,1086757
2021-03-21,1100631
2021-03-22,1112923
2021-03-23,1123759
2021-03-24,1127889
2021-03-25,1127903
total,2428272
