,False
2020-12-01,0
2020-12-02,0
2020-12-03,0
2020-12-04,0
2020-12-05,0
2020-12-06,0
2020-12-07,0
2020-12-08,210
2020-12-09,700
2020-12-10,1211
2020-12-11,1722
2020-12-12,2107
2020-12-13,2408
2020-12-14,2863
2020-12-15,3668
2020-12-16,4669
2020-12-17,6097
2020-12-18,7392
2020-12-19,8603
2020-12-20,10213
2020-12-21,12159
2020-12-22,13846
2020-12-23,15946
2020-12-24,17024
2020-12-25,17031
2020-12-26,17101
2020-12-27,17346
2020-12-28,17808
2020-12-29,19271
2020-12-30,22330
2020-12-31,25025
2021-01-01,25837
2021-01-02,26775
2021-01-03,27496
2021-01-04,28861
2021-01-05,31444
2021-01-06,35308
2021-01-07,40747
2021-01-08,46179
2021-01-09,50897
2021-01-10,53823
2021-01-11,57330
2021-01-12,61628
2021-01-13,66731
2021-01-14,72163
2021-01-15,77728
2021-01-16,82551
2021-01-17,86121
2021-01-18,90104
2021-01-19,94906
2021-01-20,99820
2021-01-21,104356
2021-01-22,108633
2021-01-23,112497
2021-01-24,115227
2021-01-25,117859
2021-01-26,121016
2021-01-27,124222
2021-01-28,127715
2021-01-29,131621
2021-01-30,134834
2021-01-31,137977
2021-02-01,140896
2021-02-02,144788
2021-02-03,149401
2021-02-04,152614
2021-02-05,154910
2021-02-06,156177
2021-02-07,157122
2021-02-08,158242
2021-02-09,160489
2021-02-10,164213
2021-02-11,170373
2021-02-12,176708
2021-02-13,181566
2021-02-14,183778
2021-02-15,185486
2021-02-16,196077
2021-02-17,217763
2021-02-18,234689
2021-02-19,245714
2021-02-20,251146
2021-02-21,253400
2021-02-22,255493
2021-02-23,267925
2021-02-24,288981
2021-02-25,309820
2021-02-26,329714
2021-02-27,343315
2021-02-28,346297
2021-03-01,347284
2021-03-02,348250
2021-03-03,349468
2021-03-04,350700
2021-03-05,352142
2021-03-06,353514
2021-03-07,354172
2021-03-08,354417
2021-03-09,355432
2021-03-10,356671
2021-03-11,357315
2021-03-12,357504
total,2135378
