,0,1,2,3,4,5,6,7,8,9
2020-12-21,0,0,0,0,0,0,0,0,0,0
2020-12-22,0,0,0,0,0,0,0,0,0,0
2020-12-23,0,0,0,0,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0,0,0,0,0
2020-12-29,315,0,350,21,119,35,126,49,84,98
2020-12-30,1022,7,819,42,308,98,343,154,259,266
2020-12-31,1834,14,1589,63,504,161,581,287,448,448
2021-01-01,2100,14,1701,70,574,182,679,329,497,525
2021-01-02,2821,14,2317,84,728,245,924,413,630,714
2021-01-03,3360,14,2814,91,840,287,1064,483,749,826
2021-01-04,4963,21,4242,126,1162,427,1568,749,1127,1211
2021-01-05,7140,98,22498,315,1624,623,2226,1099,1659,1785
2021-01-06,9667,294,57848,791,2254,896,3003,1568,2310,2436
2021-01-07,12747,560,92526,1197,2968,1246,3920,2170,3157,3276
2021-01-08,15939,672,119273,1813,3822,1624,4935,2758,4053,4130
2021-01-09,18354,812,151123,2660,4676,1946,5614,3157,4669,4753
2021-01-10,21028,966,168567,3668,5516,2317,6370,3710,5390,5530
2021-01-11,23086,1113,173649,4207,5992,2499,6895,4011,5838,5999
2021-01-12,24395,1148,177380,4620,6321,2611,7231,4221,6181,6328
2021-01-13,25417,1155,179690,4711,6573,2709,7483,4368,6433,6552
2021-01-14,26152,1190,180544,4788,6769,2793,7693,4480,6622,6755
2021-01-15,26698,1197,181055,4816,6867,2828,7840,4543,6741,6860
2021-01-16,26915,1197,181258,4830,6923,2856,7910,4592,6811,6923
2021-01-17,27111,1197,181314,4830,6958,2863,7952,4620,6846,6979
2021-01-18,27307,1204,181580,4844,7007,2891,8015,4655,6902,7028
2021-01-19,27510,1211,181930,4879,7077,2912,8078,4690,6958,7077
2021-01-20,27804,1246,182343,4914,7154,2947,8169,4746,7035,7154
2021-01-21,28056,1253,182861,4942,7217,2982,8232,4788,7098,7210
2021-01-22,28203,1260,182910,4956,7245,3003,8274,4802,7140,7252
2021-01-23,28315,1260,182966,4970,7266,3017,8309,4823,7168,7294
2021-01-24,28434,1260,182994,4970,7280,3024,8351,4844,7203,7336
2021-01-25,28581,1260,183057,4977,7315,3038,8386,4858,7231,7364
2021-01-26,28679,1260,183120,4984,7350,3045,8421,4879,7252,7385
2021-01-27,28798,1267,183183,4991,7392,3059,8463,4893,7287,7420
2021-01-28,29050,1295,183260,5019,7483,3087,8526,4942,7364,7511
2021-01-29,29477,1295,183344,5061,7602,3157,8673,5033,7469,7616
2021-01-30,29946,1302,183414,5110,7707,3213,8806,5124,7616,7749
2021-01-31,30380,1302,183491,5159,7819,3276,8911,5194,7749,7854
2021-02-01,30639,1309,183554,5187,7875,3304,8974,5243,7826,7917
2021-02-02,30842,1309,183624,5222,7938,3339,9016,5278,7882,7966
2021-02-03,31227,1309,183813,5257,8043,3388,9128,5348,7987,8085
2021-02-04,31696,1316,183946,5299,8162,3444,9247,5418,8127,8225
2021-02-05,31990,1337,184016,5334,8232,3493,9324,5453,8190,8288
2021-02-06,32095,1344,184037,5348,8274,3507,9345,5460,8225,8302
2021-02-07,32137,1344,184051,5362,8323,3514,9359,5474,8239,8316
2021-02-08,32347,1351,184093,5376,8386,3535,9429,5502,8281,8351
2021-02-09,32774,1358,184191,5418,8505,3584,9555,5572,8386,8456
2021-02-10,33432,1414,184919,5467,8673,3668,9730,5691,8554,8624
2021-02-11,34076,1435,185500,5621,8848,3752,9912,5803,8694,8757
2021-02-12,34720,1540,185647,5768,9030,3843,10073,5922,8890,8911
2021-02-13,35056,1575,185724,5845,9191,3892,10178,5999,8967,8988
2021-02-14,35147,1575,185745,5859,9226,3906,10206,6027,9009,9023
2021-02-15,35399,1596,185801,5894,9338,3955,10283,6076,9086,9086
2021-02-16,35938,1603,185906,5971,9527,4046,10451,6188,9212,9233
2021-02-17,36750,1638,185983,6020,9765,4137,10675,6370,9450,9422
2021-02-18,37660,1652,186102,6097,9996,4277,10927,6524,9688,9646
2021-02-19,38486,1680,186193,6153,10367,4396,11186,6664,9863,9835
2021-02-20,38962,1687,186249,6188,10486,4445,11312,6755,9996,9919
2021-02-21,39403,1687,186263,6202,10577,4487,11438,6832,10108,10045
2021-02-22,40621,1701,186375,6265,10885,4578,11739,6944,10325,10283
2021-02-23,42693,1848,186893,6356,11340,4795,12271,7252,10780,10731
2021-02-24,45619,2135,187523,6510,12012,5068,13055,7728,11410,11354
