,F,M
2020-12-29,0,0
2020-12-30,0,0
2020-12-31,7,0
2021-01-01,35,0
2021-01-02,56,7
2021-01-03,56,7
2021-01-04,63,21
2021-01-05,98,28
2021-01-06,133,42
2021-01-07,231,70
2021-01-08,588,161
2021-01-09,973,252
2021-01-10,1155,301
2021-01-11,1673,427
2021-01-12,2352,595
2021-01-13,3073,756
2021-01-14,3920,1008
2021-01-15,5033,1302
2021-01-16,5719,1498
2021-01-17,6034,1589
2021-01-18,6748,1785
2021-01-19,7483,1981
2021-01-20,8365,2268
2021-01-21,9569,2639
2021-01-22,11403,3150
2021-01-23,12572,3514
2021-01-24,13167,3696
2021-01-25,13965,3990
2021-01-26,14903,4396
2021-01-27,15673,4774
2021-01-28,16485,5159
2021-01-29,17381,5558
2021-01-30,18235,5887
2021-01-31,18767,6111
2021-02-01,19292,6377
2021-02-02,19859,6636
2021-02-03,20475,6937
2021-02-04,21238,7308
2021-02-05,22274,7819
2021-02-06,23366,8435
2021-02-07,24045,8785
2021-02-08,24584,9100
2021-02-09,25256,9415
2021-02-10,25991,9814
2021-02-11,26929,10304
2021-02-12,28217,11067
2021-02-13,29883,11900
2021-02-14,30940,12446
2021-02-15,32025,13076
2021-02-16,33131,13678
2021-02-17,34615,14588
2021-02-18,36477,15813
2021-02-19,38297,16912
2021-02-20,40768,18417
2021-02-21,41916,19180
2021-02-22,43386,20167
2021-02-23,44947,21371
2021-02-24,46627,22568
2021-02-25,49077,24304
2021-02-26,51464,25907
2021-02-27,53823,27559
2021-02-28,55370,28588
2021-03-01,56980,29617
2021-03-02,59059,31101
2021-03-03,62538,33936
2021-03-04,67312,37667
2021-03-05,73297,42616
2021-03-06,79688,47936
2021-03-07,82145,50134
2021-03-08,85582,53242
2021-03-09,90874,58485
2021-03-10,96824,64631
total,594937,583870
