,F,M
2020-12-01,7,0
2020-12-02,7,0
2020-12-03,7,0
2020-12-04,7,7
2020-12-05,7,7
2020-12-06,7,7
2020-12-07,7,7
2020-12-08,231,98
2020-12-09,560,266
2020-12-10,1001,504
2020-12-11,1470,777
2020-12-12,1869,966
2020-12-13,2051,1057
2020-12-14,2429,1260
2020-12-15,3227,1603
2020-12-16,4102,1974
2020-12-17,5257,2401
2020-12-18,6405,2905
2020-12-19,7336,3262
2020-12-20,8554,3794
2020-12-21,10136,4389
2020-12-22,11571,4942
2020-12-23,13125,5642
2020-12-24,13853,5978
2020-12-25,13867,5985
2020-12-26,13958,6034
2020-12-27,14147,6132
2020-12-28,14511,6279
2020-12-29,15848,6811
2020-12-30,18249,7749
2020-12-31,20321,8638
2021-01-01,21028,8890
2021-01-02,21896,9233
2021-01-03,22547,9457
2021-01-04,23695,9898
2021-01-05,25942,10787
2021-01-06,29057,11970
2021-01-07,33117,13573
2021-01-08,37863,15337
2021-01-09,41734,16807
2021-01-10,44324,17745
2021-01-11,47775,19110
2021-01-12,51877,20636
2021-01-13,56441,22456
2021-01-14,61481,24675
2021-01-15,67179,27279
2021-01-16,71554,29050
2021-01-17,74375,30163
2021-01-18,78218,31976
2021-01-19,82516,34006
2021-01-20,87199,36225
2021-01-21,92281,38759
2021-01-22,97909,41580
2021-01-23,102732,44240
2021-01-24,105336,45773
2021-01-25,108521,47390
2021-01-26,112140,49378
2021-01-27,116130,51807
2021-01-28,120505,54488
2021-01-29,125328,57603
2021-01-30,129185,60123
2021-01-31,132055,62363
2021-02-01,135016,64645
2021-02-02,138740,67634
2021-02-03,142891,71127
2021-02-04,147378,75138
2021-02-05,152488,79737
2021-02-06,158326,85925
2021-02-07,160860,88732
2021-02-08,164080,91805
2021-02-09,168490,96299
2021-02-10,174069,102571
2021-02-11,180936,110411
2021-02-12,191191,122528
2021-02-13,202461,135730
2021-02-14,208390,143136
2021-02-15,215586,151627
2021-02-16,231497,172501
2021-02-17,260239,210497
2021-02-18,289394,249130
2021-02-19,313600,281078
2021-02-20,338905,315525
2021-02-21,345681,324289
2021-02-22,355180,337155
2021-02-23,379386,369432
2021-02-24,416164,419216
2021-02-25,452830,467656
2021-02-26,490931,516964
2021-02-27,522830,558040
2021-02-28,531832,568974
2021-03-01,539525,578137
2021-03-02,549514,590436
2021-03-03,562723,606858
2021-03-04,586257,636363
2021-03-05,618674,677684
2021-03-06,648970,715498
2021-03-07,656621,724773
2021-03-08,665224,736120
2021-03-09,674058,747173
2021-03-10,684474,760298
2021-03-11,694267,772170
2021-03-12,711228,792876
2021-03-13,736876,824495
2021-03-14,747950,838404
2021-03-15,760620,854581
2021-03-16,774837,872319
2021-03-17,787458,887782
2021-03-18,800555,903091
2021-03-19,814625,919548
2021-03-20,830977,938840
2021-03-21,837214,946533
2021-03-22,842842,953309
2021-03-23,847959,959357
2021-03-24,850465,962374
2021-03-25,850479,962395
total,1135337,1292935
