,F,M
2020-12-21,0,0
2020-12-22,0,0
2020-12-23,0,0
2020-12-24,0,0
2020-12-25,0,0
2020-12-26,0,0
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,84,35
2020-12-30,210,91
2020-12-31,364,140
2021-01-01,406,161
2021-01-02,525,210
2021-01-03,602,245
2021-01-04,826,343
2021-01-05,1141,476
2021-01-06,1582,665
2021-01-07,2079,896
2021-01-08,2653,1176
2021-01-09,3192,1498
2021-01-10,3703,1827
2021-01-11,4032,1967
2021-01-12,4256,2072
2021-01-13,4417,2163
2021-01-14,4550,2226
2021-01-15,4613,2261
2021-01-16,4648,2275
2021-01-17,4676,2289
2021-01-18,4697,2310
2021-01-19,4739,2331
2021-01-20,4795,2359
2021-01-21,4830,2387
2021-01-22,4844,2401
2021-01-23,4858,2408
2021-01-24,4865,2415
2021-01-25,4886,2429
2021-01-26,4907,2443
2021-01-27,4935,2457
2021-01-28,4991,2485
2021-01-29,5054,2534
2021-01-30,5103,2597
2021-01-31,5159,2646
2021-02-01,5187,2674
2021-02-02,5222,2702
2021-02-03,5299,2744
2021-02-04,5369,2786
2021-02-05,5411,2821
2021-02-06,5439,2835
2021-02-07,5474,2849
2021-02-08,5509,2877
2021-02-09,5579,2919
2021-02-10,5698,2968
2021-02-11,5796,3045
2021-02-12,5915,3115
2021-02-13,5999,3185
2021-02-14,6020,3206
2021-02-15,6090,3248
2021-02-16,6216,3311
2021-02-17,6342,3423
2021-02-18,6468,3542
2021-02-19,6692,3689
2021-02-20,6783,3731
2021-02-21,6839,3759
2021-02-22,7035,3871
2021-02-23,7329,4032
2021-02-24,7763,4291
2021-02-25,8246,4592
2021-02-26,8694,4837
2021-02-27,9135,5075
2021-02-28,9373,5194
2021-03-01,9695,5348
2021-03-02,10325,5642
2021-03-03,11228,6146
2021-03-04,12117,6657
2021-03-05,13174,7413
2021-03-06,13860,7910
2021-03-07,14049,7994
2021-03-08,14742,8386
2021-03-09,15890,9072
2021-03-10,17115,9716
2021-03-11,18270,10360
2021-03-12,19320,10969
2021-03-13,20202,11557
2021-03-14,20503,11746
2021-03-15,21322,12180
2021-03-16,22799,12978
2021-03-17,24766,14091
2021-03-18,27104,15631
2021-03-19,29925,17605
2021-03-20,32753,19796
2021-03-21,33565,20328
2021-03-22,35406,21469
2021-03-23,39088,24178
2021-03-24,42280,26782
2021-03-25,42294,26789
total,1436393,1229081
