,0,1,2,3,4,5,6,7,8,9
2020-12-21,0,0,0,0,0,0,0,0,0,0
2020-12-22,0,0,0,0,0,0,0,0,0,0
2020-12-23,0,0,0,0,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0,0,0,0,0
2020-12-29,315,0,350,21,119,35,126,49,77,98
2020-12-30,1015,7,812,42,308,98,343,154,252,266
2020-12-31,1834,7,1589,70,504,161,581,287,441,448
2021-01-01,2086,7,1694,70,574,175,686,329,490,532
2021-01-02,2814,14,2310,84,735,245,924,413,623,721
2021-01-03,3353,14,2800,91,847,287,1064,483,742,833
2021-01-04,4949,21,4221,126,1169,427,1575,749,1127,1211
2021-01-05,7126,98,22295,315,1624,616,2247,1099,1652,1785
2021-01-06,9653,294,57673,798,2254,889,3024,1575,2303,2450
2021-01-07,12740,567,92372,1204,2975,1246,3948,2177,3150,3290
2021-01-08,15925,700,119161,1820,3836,1624,4970,2765,4046,4144
2021-01-09,18340,854,151060,2674,4690,1946,5649,3164,4669,4774
2021-01-10,21007,1008,168504,3682,5530,2317,6405,3724,5383,5537
2021-01-11,23051,1148,173509,4228,6006,2492,6930,4025,5824,6006
2021-01-12,24353,1183,177198,4613,6335,2611,7266,4235,6174,6335
2021-01-13,25375,1197,179480,4711,6580,2709,7518,4382,6419,6559
2021-01-14,26103,1225,180348,4788,6776,2793,7735,4487,6615,6762
2021-01-15,26642,1232,180810,4816,6881,2828,7882,4557,6734,6860
2021-01-16,26866,1232,181020,4823,6930,2849,7945,4599,6804,6923
2021-01-17,27055,1232,181069,4830,6965,2863,8001,4627,6839,6979
2021-01-18,27258,1232,181328,4837,7014,2891,8057,4662,6895,7035
2021-01-19,27454,1239,181678,4872,7077,2905,8120,4697,6951,7084
2021-01-20,27755,1281,182091,4914,7154,2947,8211,4753,7035,7161
2021-01-21,28000,1281,182595,4935,7224,2982,8267,4795,7091,7217
2021-01-22,28147,1281,182644,4949,7252,3003,8316,4816,7133,7259
2021-01-23,28266,1281,182693,4963,7266,3017,8358,4837,7161,7294
2021-01-24,28385,1281,182721,4963,7287,3024,8400,4858,7203,7336
2021-01-25,28532,1288,182784,4970,7322,3038,8428,4865,7231,7371
2021-01-26,28630,1288,182833,4977,7357,3045,8463,4886,7252,7392
2021-01-27,28742,1288,182889,4984,7399,3059,8505,4907,7280,7427
2021-01-28,28994,1309,182952,5005,7476,3087,8575,4949,7357,7504
2021-01-29,29428,1316,183029,5047,7588,3164,8722,5040,7469,7623
2021-01-30,29897,1316,183099,5096,7700,3213,8862,5138,7623,7749
2021-01-31,30331,1316,183169,5138,7812,3283,8967,5208,7756,7861
2021-02-01,30597,1323,183232,5166,7868,3311,9030,5257,7826,7924
2021-02-02,30793,1323,183295,5201,7931,3339,9072,5292,7889,7973
2021-02-03,31178,1323,183484,5236,8043,3388,9184,5355,7994,8092
2021-02-04,31640,1330,183617,5285,8162,3444,9303,5425,8134,8232
2021-02-05,31941,1344,183687,5320,8232,3493,9380,5460,8204,8295
2021-02-06,32039,1351,183708,5334,8274,3507,9401,5481,8232,8309
2021-02-07,32081,1351,183722,5341,8323,3521,9422,5488,8253,8323
2021-02-08,32291,1358,183757,5362,8386,3542,9492,5523,8295,8358
2021-02-09,32718,1372,183848,5397,8498,3584,9618,5593,8400,8470
2021-02-10,33376,1421,184583,5453,8673,3668,9800,5705,8575,8631
2021-02-11,34027,1449,185157,5600,8848,3752,9982,5824,8708,8764
2021-02-12,34685,1547,185304,5754,9030,3850,10143,5943,8911,8925
2021-02-13,35021,1582,185381,5824,9191,3899,10248,6027,8995,9009
2021-02-14,35119,1582,185395,5845,9226,3913,10276,6048,9037,9037
2021-02-15,35371,1603,185451,5880,9338,3962,10353,6097,9114,9107
2021-02-16,35910,1610,185556,5950,9534,4053,10535,6209,9240,9254
2021-02-17,36729,1645,185633,6006,9772,4151,10752,6391,9478,9443
2021-02-18,37646,1659,185752,6083,10010,4291,11018,6545,9723,9667
2021-02-19,38493,1687,185843,6139,10388,4417,11284,6685,9905,9856
2021-02-20,38969,1694,185899,6174,10514,4459,11410,6783,10031,9947
2021-02-21,39403,1694,185920,6188,10605,4501,11543,6860,10150,10073
2021-02-22,40628,1708,186025,6251,10906,4599,11851,6972,10360,10311
2021-02-23,42693,1855,186543,6342,11361,4816,12383,7280,10822,10752
2021-02-24,45640,2142,187173,6503,12054,5096,13181,7770,11452,11382
