,False
2020-12-08,203
2020-12-09,546
2020-12-10,826
2020-12-11,1183
2020-12-12,1526
2020-12-13,1785
2020-12-14,2100
2020-12-15,2632
2020-12-16,3353
2020-12-17,4228
2020-12-18,5082
2020-12-19,5761
2020-12-20,6706
2020-12-21,7987
2020-12-22,9128
2020-12-23,10472
2020-12-24,11151
2020-12-25,11158
2020-12-26,11186
2020-12-27,11389
2020-12-28,11753
2020-12-29,12663
2020-12-30,14819
2020-12-31,16919
2021-01-01,17500
2021-01-02,18151
2021-01-03,18669
2021-01-04,19607
2021-01-05,21602
2021-01-06,24143
2021-01-07,27860
2021-01-08,31885
2021-01-09,35455
2021-01-10,37688
2021-01-11,40929
2021-01-12,44982
2021-01-13,49441
2021-01-14,54341
2021-01-15,59934
2021-01-16,64638
2021-01-17,67907
2021-01-18,71715
2021-01-19,75964
2021-01-20,80465
2021-01-21,85379
2021-01-22,90874
2021-01-23,95207
2021-01-24,97839
2021-01-25,100996
2021-01-26,104566
2021-01-27,108052
2021-01-28,111559
2021-01-29,115276
2021-01-30,118321
2021-01-31,120645
2021-02-01,122801
2021-02-02,125188
2021-02-03,127673
2021-02-04,130501
2021-02-05,133273
2021-02-06,135807
2021-02-07,137326
2021-02-08,138859
2021-02-09,140707
2021-02-10,142779
2021-02-11,145369
2021-02-12,148750
2021-02-13,152117
2021-02-14,154140
2021-02-15,156296
2021-02-16,159915
2021-02-17,165564
2021-02-18,171122
2021-02-19,175805
2021-02-20,180691
2021-02-21,182889
2021-02-22,185731
2021-02-23,191205
2021-02-24,198079
2021-02-25,205667
2021-02-26,213668
2021-02-27,220199
2021-02-28,223405
2021-03-01,226149
2021-03-02,229544
2021-03-03,234395
2021-03-04,241248
2021-03-05,248416
2021-03-06,256452
2021-03-07,258713
2021-03-08,261030
2021-03-09,264341
2021-03-10,268275
2021-03-11,273546
2021-03-12,286958
2021-03-13,318220
2021-03-14,329287
2021-03-15,343546
2021-03-16,369663
2021-03-17,410228
2021-03-18,410235
total,1296120
