,F,M
2020-12-08,126,35
2020-12-09,378,126
2020-12-10,672,210
2020-12-11,973,322
2020-12-12,1197,406
2020-12-13,1323,448
2020-12-14,1603,539
2020-12-15,2142,707
2020-12-16,2786,910
2020-12-17,3682,1148
2020-12-18,4613,1456
2020-12-19,5348,1659
2020-12-20,6370,1946
2020-12-21,7623,2289
2020-12-22,8883,2653
2020-12-23,10234,3010
2020-12-24,10885,3199
2020-12-25,10885,3199
2020-12-26,10962,3234
2020-12-27,11095,3283
2020-12-28,11361,3367
2020-12-29,12327,3647
2020-12-30,14126,4130
2020-12-31,15841,4599
2021-01-01,16394,4746
2021-01-02,17017,4921
2021-01-03,17521,5019
2021-01-04,18522,5285
2021-01-05,20349,5754
2021-01-06,22855,6419
2021-01-07,26313,7308
2021-01-08,30051,8288
2021-01-09,33103,9114
2021-01-10,35273,9667
2021-01-11,37891,10360
2021-01-12,41188,11193
2021-01-13,44632,12201
2021-01-14,48244,13174
2021-01-15,51674,14238
2021-01-16,54446,15001
2021-01-17,56623,15554
2021-01-18,59213,16352
2021-01-19,62237,17269
2021-01-20,65198,18221
2021-01-21,68054,19145
2021-01-22,70819,20048
2021-01-23,73031,20776
2021-01-24,74494,21315
2021-01-25,76209,21931
2021-01-26,78134,22610
2021-01-27,80143,23352
2021-01-28,82187,24122
2021-01-29,84329,24934
2021-01-30,86058,25592
2021-01-31,87213,26110
2021-02-01,88508,26607
2021-02-02,89971,27230
2021-02-03,91588,27944
2021-02-04,93100,28511
2021-02-05,94185,28910
2021-02-06,94976,29225
2021-02-07,95396,29435
2021-02-08,95984,29715
2021-02-09,96985,30191
2021-02-10,98098,30751
2021-02-11,99498,31556
2021-02-12,100765,32270
2021-02-13,101766,32886
2021-02-14,102291,33257
2021-02-15,102802,33537
2021-02-16,105217,35287
2021-02-17,109865,38745
2021-02-18,114065,41699
2021-02-19,116767,43687
2021-02-20,117873,44436
2021-02-21,118237,44695
2021-02-22,118888,45171
2021-02-23,122444,48006
2021-02-24,128779,52983
2021-02-25,134512,57505
2021-02-26,140252,61943
2021-02-27,143801,64883
2021-02-28,144459,65443
2021-03-01,144704,65618
2021-03-02,144935,65751
2021-03-03,145201,65926
2021-03-04,145572,66143
2021-03-05,146006,66416
2021-03-06,146160,66528
2021-03-07,146293,66668
2021-03-08,146517,66864
2021-03-09,146881,67123
2021-03-10,147399,67494
2021-03-11,147875,67809
2021-03-12,148393,68222
2021-03-13,148743,68551
2021-03-14,148855,68677
2021-03-15,149079,68838
2021-03-16,149310,68929
2021-03-17,149646,69111
2021-03-18,150017,69307
2021-03-19,150283,69447
2021-03-20,150409,69552
2021-03-21,150451,69573
2021-03-22,150598,69671
2021-03-23,150801,69762
2021-03-24,150927,69811
total,807968,803530
