,F,M
2020-12-27,0,0
2020-12-28,0,0
2020-12-29,182,133
2020-12-30,511,476
2020-12-31,931,896
2021-01-01,1071,1022
2021-01-02,1491,1421
2021-01-03,1813,1701
2021-01-04,2387,2268
2021-01-05,11998,11277
2021-01-06,28994,25963
2021-01-07,44499,38682
2021-01-08,53690,46431
2021-01-09,64407,55146
2021-01-10,71589,60935
2021-01-11,73171,62244
2021-01-12,74088,63049
2021-01-13,74417,63322
2021-01-14,74550,63448
2021-01-15,74585,63476
2021-01-16,74620,63511
2021-01-17,74648,63532
2021-01-18,74662,63539
2021-01-19,74676,63567
2021-01-20,74690,63581
2021-01-21,74697,63588
2021-01-22,74711,63595
2021-01-23,74711,63595
2021-01-24,74718,63602
2021-01-25,74718,63609
2021-01-26,74725,63616
2021-01-27,74739,63623
2021-01-28,74774,63658
2021-01-29,74795,63686
2021-01-30,74816,63707
2021-01-31,74914,63784
2021-02-01,74921,63791
2021-02-02,74970,63847
2021-02-03,74984,63861
2021-02-04,74998,63882
2021-02-05,75012,63896
2021-02-06,75012,63903
2021-02-07,75019,63910
2021-02-08,75033,63917
2021-02-09,75054,63938
2021-02-10,75159,64043
2021-02-11,75194,64064
2021-02-12,75222,64078
2021-02-13,75236,64106
2021-02-14,75243,64113
2021-02-15,75257,64120
2021-02-16,75320,64183
2021-02-17,75390,64239
2021-02-18,75537,64365
2021-02-19,75607,64428
2021-02-20,75698,64484
2021-02-21,75740,64519
2021-02-22,75901,64666
2021-02-23,76412,65156
2021-02-24,77413,66038
2021-02-25,78561,66976
2021-02-26,79471,67753
2021-02-27,80395,68460
2021-02-28,81025,69055
2021-03-01,81830,69776
2021-03-02,83951,71575
2021-03-03,87969,75019
2021-03-04,91756,78099
2021-03-05,94605,80332
2021-03-06,96299,81648
2021-03-07,97083,82341
2021-03-08,98119,83209
2021-03-09,102095,86499
2021-03-10,109081,92442
2021-03-11,116767,98532
2021-03-12,124110,104279
2021-03-13,127092,106400
2021-03-14,127414,106645
2021-03-15,128065,107121
2021-03-16,131859,110138
2021-03-17,138544,115444
total,645512,471926
