,False
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,14
2020-12-30,35
2020-12-31,56
2021-01-01,56
2021-01-02,63
2021-01-03,63
2021-01-04,105
2021-01-05,231
2021-01-06,392
2021-01-07,714
2021-01-08,1372
2021-01-09,2058
2021-01-10,2373
2021-01-11,3290
2021-01-12,4403
2021-01-13,5628
2021-01-14,7196
2021-01-15,9296
2021-01-16,10836
2021-01-17,11480
2021-01-18,12775
2021-01-19,13951
2021-01-20,15428
2021-01-21,17584
2021-01-22,20272
2021-01-23,22400
2021-01-24,23387
2021-01-25,24780
2021-01-26,26369
2021-01-27,28105
2021-01-28,29687
2021-01-29,31619
2021-01-30,33243
2021-01-31,34195
2021-02-01,35238
2021-02-02,36491
2021-02-03,37856
2021-02-04,39655
2021-02-05,42252
2021-02-06,45556
2021-02-07,47355
2021-02-08,49182
2021-02-09,50778
2021-02-10,52577
2021-02-11,54495
2021-02-12,57974
2021-02-13,62678
2021-02-14,65639
2021-02-15,69020
2021-02-16,72163
2021-02-17,75222
2021-02-18,79534
2021-02-19,85057
2021-02-20,93744
2021-02-21,96432
2021-02-22,100646
2021-02-23,104489
2021-02-24,108549
2021-02-25,114009
2021-02-26,119805
2021-02-27,127526
2021-02-28,131460
2021-03-01,135828
2021-03-02,141512
2021-03-03,148393
2021-03-04,159845
2021-03-05,176113
2021-03-06,195678
2021-03-07,205933
2021-03-08,216965
2021-03-09,232540
2021-03-10,257278
2021-03-11,286342
2021-03-12,326326
2021-03-13,384678
2021-03-14,418642
2021-03-15,478709
2021-03-16,543893
2021-03-17,609021
2021-03-18,642838
2021-03-19,642901
total,1611267
