,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2020-12-29,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7
2020-12-30,133,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,28,0,0,49
2020-12-31,238,0,14,0,0,0,0,14,0,0,7,0,0,0,0,7,49,0,0,84
2021-01-01,280,0,14,0,0,0,0,21,0,0,7,0,0,0,0,7,56,0,0,105
2021-01-02,378,0,21,0,0,0,0,28,7,0,14,0,0,0,0,7,77,0,0,133
2021-01-03,441,0,28,0,0,0,0,42,7,0,21,0,0,0,0,7,91,0,0,154
2021-01-04,630,0,42,0,0,0,0,56,7,0,42,7,0,0,0,14,133,0,7,224
2021-01-05,931,7,63,0,0,7,7,91,7,7,56,7,7,0,0,14,203,0,14,315
2021-01-06,1260,7,84,0,0,7,7,119,21,7,77,14,21,0,0,28,280,0,14,455
2021-01-07,1638,14,112,0,0,14,14,175,35,7,112,14,28,0,7,35,385,0,21,637
2021-01-08,2044,21,140,0,0,14,14,231,42,7,133,21,42,0,7,49,483,0,28,798
2021-01-09,2373,28,168,0,0,21,21,259,49,7,154,21,56,0,7,56,546,0,35,910
2021-01-10,2786,28,210,0,0,21,21,294,56,14,175,21,56,7,7,56,644,0,42,1043
2021-01-11,3038,35,231,7,0,21,28,308,63,14,189,21,63,7,14,56,700,0,49,1120
2021-01-12,3199,35,238,7,0,21,28,322,70,14,203,21,70,7,14,56,749,0,49,1176
2021-01-13,3297,35,245,7,0,21,28,336,70,14,210,21,70,7,14,56,791,0,49,1218
2021-01-14,3388,35,259,7,7,21,28,350,70,14,217,21,77,7,14,63,812,0,56,1253
2021-01-15,3437,35,259,7,7,21,28,350,70,21,217,21,77,7,21,63,826,0,56,1281
2021-01-16,3465,35,259,7,7,21,28,364,77,21,217,21,77,7,21,63,833,0,56,1288
2021-01-17,3493,35,259,7,7,21,28,364,77,21,217,21,77,7,21,63,840,0,56,1309
2021-01-18,3521,42,266,7,7,21,28,364,77,21,217,21,77,7,21,63,847,0,56,1316
2021-01-19,3542,42,266,7,7,21,28,371,77,21,224,21,77,7,21,63,854,0,56,1323
2021-01-20,3577,42,273,7,7,21,28,378,77,21,224,21,77,7,21,63,861,0,56,1337
2021-01-21,3598,42,273,7,7,21,28,385,84,21,224,21,77,7,21,63,868,0,56,1351
2021-01-22,3612,42,273,7,7,21,28,392,84,21,224,21,77,7,21,63,868,0,56,1358
2021-01-23,3626,42,273,7,7,21,28,399,84,21,224,21,77,7,21,63,875,0,56,1365
2021-01-24,3640,42,280,7,7,21,28,399,84,21,231,28,77,7,21,63,889,0,63,1379
2021-01-25,3654,42,280,7,7,21,35,399,84,21,231,28,77,7,21,63,889,0,63,1386
2021-01-26,3661,42,280,7,7,21,35,406,84,21,231,28,77,7,21,63,896,0,63,1393
2021-01-27,3668,42,287,7,7,21,35,406,84,21,231,28,77,7,21,63,903,0,63,1393
2021-01-28,3703,42,287,7,7,21,35,413,91,21,238,28,84,7,21,63,917,0,63,1407
2021-01-29,3752,42,294,7,7,21,35,427,91,21,238,28,84,7,21,70,931,0,70,1421
2021-01-30,3829,42,294,7,7,21,35,427,91,21,238,28,84,7,21,70,938,0,70,1449
2021-01-31,3885,42,301,7,7,28,35,441,91,21,245,28,84,7,28,70,945,0,70,1463
2021-02-01,3913,49,308,7,7,28,35,441,91,21,245,28,84,7,28,70,952,0,70,1477
2021-02-02,3948,49,308,7,7,28,35,448,91,21,245,28,84,14,28,70,959,0,70,1491
2021-02-03,4011,49,315,7,7,28,35,455,91,21,252,28,84,14,28,77,966,0,70,1505
2021-02-04,4081,49,315,7,7,28,35,462,91,21,259,35,84,14,28,77,987,0,70,1540
2021-02-05,4109,49,315,7,7,28,35,469,91,21,259,35,84,14,28,77,994,0,77,1547
2021-02-06,4116,49,315,7,7,28,35,469,91,21,259,35,84,14,28,77,994,0,77,1547
2021-02-07,4123,49,315,7,7,28,35,469,91,21,259,35,84,14,28,77,994,0,77,1554
2021-02-08,4144,49,322,7,7,28,35,469,91,21,259,35,91,14,28,77,1001,0,77,1554
2021-02-09,4200,49,322,7,7,28,35,476,98,21,266,35,91,14,28,77,1015,0,77,1575
2021-02-10,4284,49,329,7,7,28,35,483,98,21,273,35,91,14,28,77,1036,0,77,1603
2021-02-11,4354,49,336,7,7,28,35,490,105,21,273,35,91,14,28,77,1050,0,77,1631
2021-02-12,4438,49,343,7,14,28,35,497,105,21,280,35,91,14,28,77,1071,0,77,1659
2021-02-13,4487,49,350,7,14,28,35,497,105,21,280,35,91,14,28,77,1078,0,84,1673
2021-02-14,4508,49,350,7,14,28,35,497,105,21,280,35,91,14,28,77,1078,0,84,1680
2021-02-15,4536,49,350,7,14,28,35,497,105,21,287,35,98,14,28,84,1085,0,84,1694
2021-02-16,4606,56,364,7,14,28,35,504,105,28,294,35,98,14,28,84,1113,0,91,1708
2021-02-17,4697,56,371,7,14,28,35,511,112,28,301,35,98,14,28,84,1134,0,91,1750
2021-02-18,4823,56,378,14,14,28,42,525,112,28,308,35,98,14,28,91,1162,0,91,1785
2021-02-19,4935,56,378,14,14,28,42,532,119,28,315,35,105,14,28,91,1176,0,91,1813
2021-02-20,4991,56,385,14,14,28,42,539,119,28,315,35,105,14,28,91,1190,0,91,1820
2021-02-21,5061,56,385,14,14,28,42,546,119,28,315,35,105,14,28,91,1204,0,91,1841
2021-02-22,5180,63,399,14,14,28,42,553,119,28,329,35,112,14,28,98,1225,0,91,1883
2021-02-23,5404,63,413,14,14,28,42,574,126,28,343,35,112,14,35,105,1281,0,98,1960
2021-02-24,5754,70,434,14,14,35,49,595,133,28,371,42,126,21,35,112,1337,0,98,2058
2021-02-25,6153,77,462,14,21,35,56,630,140,35,406,42,133,21,42,119,1414,0,105,2191
2021-02-26,6573,84,490,14,21,42,63,672,140,35,448,42,147,21,42,126,1491,0,112,2303
2021-02-27,6958,84,504,14,21,42,63,707,154,42,476,49,147,21,49,133,1554,0,119,2408
2021-02-28,7168,91,511,14,21,42,63,721,161,42,490,49,154,21,49,140,1610,0,119,2478
2021-03-01,7441,91,546,14,21,42,63,742,161,42,525,49,161,21,56,140,1673,0,119,2555
2021-03-02,7973,98,595,21,21,42,70,777,168,42,560,56,189,28,56,147,1778,0,126,2702
2021-03-03,8645,105,644,21,28,49,77,819,175,49,609,63,210,35,56,168,1897,0,140,2933
2021-03-04,9345,119,714,21,35,56,84,868,182,49,658,77,238,35,63,175,2051,0,147,3185
2021-03-05,9940,126,763,21,35,56,91,917,196,49,700,77,259,42,70,189,2170,0,161,3360
2021-03-06,10269,133,777,28,35,56,91,952,203,49,721,77,266,42,70,196,2240,0,168,3486
2021-03-07,10444,133,784,28,35,56,98,959,203,49,735,77,273,42,70,196,2289,0,168,3542
2021-03-08,11025,140,826,28,49,63,105,994,210,49,770,84,287,49,77,210,2401,0,175,3717
2021-03-09,11970,161,896,28,49,63,112,1050,217,56,847,91,315,56,77,224,2597,0,182,3997
2021-03-10,13090,175,987,35,56,70,126,1127,224,63,938,98,350,63,91,252,2821,0,196,4326
2021-03-11,14063,189,1050,42,56,77,133,1197,245,63,987,105,385,70,91,273,3031,0,210,4606
2021-03-12,15043,203,1106,42,63,84,140,1253,259,77,1050,126,413,77,105,294,3213,0,224,4872
2021-03-13,15589,203,1155,42,63,84,140,1281,266,84,1085,126,434,77,105,301,3318,0,231,5026
2021-03-14,15883,210,1176,42,63,84,147,1295,266,84,1099,126,441,84,105,308,3374,0,238,5117
2021-03-15,16653,224,1232,49,70,91,154,1344,273,84,1148,140,476,84,112,322,3528,0,252,5355
2021-03-16,17976,245,1330,56,70,98,168,1421,287,91,1225,154,532,98,126,343,3815,0,273,5712
2021-03-17,19530,280,1449,56,84,105,182,1533,308,98,1323,161,616,105,133,371,4165,0,294,6244
2021-03-18,21483,301,1568,70,84,119,189,1638,329,105,1428,182,693,119,140,406,4529,0,315,6776
2021-03-19,23177,329,1673,70,98,126,210,1722,357,112,1533,203,756,133,147,434,4879,0,329,7294
2021-03-20,24290,343,1743,77,98,133,217,1771,371,119,1582,203,777,133,154,448,5061,0,343,7602
2021-03-21,24913,350,1778,77,98,133,224,1806,378,119,1603,210,791,133,154,448,5180,0,350,7763
2021-03-22,26411,364,1883,84,105,140,238,1862,392,126,1680,224,840,140,168,462,5509,0,364,8204
2021-03-23,28280,392,2009,91,119,154,259,1939,413,133,1799,238,931,154,182,504,5894,0,392,8757
2021-03-24,29561,406,2100,91,126,154,266,2009,434,140,1869,245,966,161,189,518,6146,0,399,9086
2021-03-25,29561,406,2100,91,126,154,266,2009,434,140,1869,245,966,161,189,518,6146,0,399,9093
total,908978,11039,123382,5096,5383,3829,8484,36491,25221,9842,29694,19341,42756,9352,10129,21987,198198,0,14931,317422
