,False
2020-12-29,70
2020-12-30,210
2020-12-31,287
2021-01-01,294
2021-01-02,420
2021-01-03,574
2021-01-04,840
2021-01-05,1211
2021-01-06,1694
2021-01-07,2247
2021-01-08,2786
2021-01-09,3164
2021-01-10,3675
2021-01-11,3913
2021-01-12,4060
2021-01-13,4116
2021-01-14,4158
2021-01-15,4214
2021-01-16,4242
2021-01-17,4277
2021-01-18,4277
2021-01-19,4298
2021-01-20,4333
2021-01-21,4361
2021-01-22,4396
2021-01-23,4410
2021-01-24,4424
2021-01-25,4431
2021-01-26,4438
2021-01-27,4445
2021-01-28,4466
2021-01-29,4550
2021-01-30,4634
2021-01-31,4725
2021-02-01,4767
2021-02-02,4823
2021-02-03,4921
2021-02-04,5054
2021-02-05,5145
2021-02-06,5166
2021-02-07,5180
2021-02-08,5208
2021-02-09,5334
2021-02-10,5523
2021-02-11,5698
2021-02-12,5866
2021-02-13,5978
2021-02-14,6034
2021-02-15,6125
2021-02-16,6286
2021-02-17,6503
2021-02-18,6685
2021-02-19,6888
2021-02-20,7021
2021-02-21,7126
2021-02-22,7322
2021-02-23,7623
2021-02-24,8113
2021-02-25,8645
2021-02-26,9156
2021-02-27,9583
2021-02-28,9912
2021-03-01,10262
2021-03-02,10815
2021-03-03,11494
2021-03-04,12236
2021-03-05,12838
2021-03-06,13188
2021-03-07,13440
2021-03-08,14084
2021-03-09,14973
2021-03-10,15421
total,1178807
