,F,M
2020-11-30,0,0
2020-12-01,0,0
2020-12-02,0,0
2020-12-03,0,0
2020-12-04,0,0
2020-12-05,0,0
2020-12-06,0,0
2020-12-07,0,0
2020-12-08,287,126
2020-12-09,777,287
2020-12-10,1295,469
2020-12-11,1883,686
2020-12-12,2387,840
2020-12-13,2730,952
2020-12-14,3276,1127
2020-12-15,4200,1491
2020-12-16,5383,1904
2020-12-17,7049,2317
2020-12-18,8666,2786
2020-12-19,9919,3164
2020-12-20,11641,3682
2020-12-21,13909,4319
2020-12-22,16009,4956
2020-12-23,18375,5656
2020-12-24,19544,6055
2020-12-25,19551,6055
2020-12-26,19649,6104
2020-12-27,19943,6216
2020-12-28,20496,6377
2020-12-29,22183,6916
2020-12-30,25837,7882
2020-12-31,29316,8855
2021-01-01,30324,9142
2021-01-02,31514,9471
2021-01-03,32466,9723
2021-01-04,34237,10234
2021-01-05,37716,11207
2021-01-06,42406,12411
2021-01-07,48818,14042
2021-01-08,55405,15743
2021-01-09,61131,17206
2021-01-10,65037,18179
2021-01-11,69874,19467
2021-01-12,75670,21007
2021-01-13,82138,22722
2021-01-14,88795,24542
2021-01-15,95690,26495
2021-01-16,101577,28056
2021-01-17,106218,29246
2021-01-18,111167,30653
2021-01-19,116823,32333
2021-01-20,122654,34139
2021-01-21,128002,35763
2021-01-22,133350,37380
2021-01-23,137669,38780
2021-01-24,140609,39641
2021-01-25,143787,40782
2021-01-26,147553,42077
2021-01-27,151375,43379
2021-01-28,155379,44758
2021-01-29,159523,46186
2021-01-30,162764,47348
2021-01-31,165200,48342
2021-02-01,167468,49294
2021-02-02,170184,50351
2021-02-03,172942,51513
2021-02-04,175623,52563
2021-02-05,177618,53403
2021-02-06,179095,53907
2021-02-07,179872,54194
2021-02-08,180929,54621
2021-02-09,182553,55335
2021-02-10,184429,56217
2021-02-11,186522,57260
2021-02-12,188545,58324
2021-02-13,189924,58996
2021-02-14,190547,59332
2021-02-15,191408,59696
2021-02-16,194159,61558
2021-02-17,199703,65289
2021-02-18,204596,68551
2021-02-19,207935,70833
2021-02-20,209790,72093
2021-02-21,210399,72590
2021-02-22,211288,73213
2021-02-23,216013,76622
2021-02-24,223132,81837
2021-02-25,230468,87409
2021-02-26,237258,92253
2021-02-27,241619,95613
2021-02-28,242599,96299
2021-03-01,242914,96495
2021-03-02,243334,96761
2021-03-03,243852,97034
2021-03-04,244398,97321
2021-03-05,244874,97608
2021-03-06,245224,97853
2021-03-07,245385,97965
2021-03-08,245602,98077
2021-03-09,245938,98245
2021-03-10,246330,98476
2021-03-11,246890,98833
2021-03-12,247611,99379
2021-03-13,248038,99764
2021-03-14,248360,100079
2021-03-15,248661,100310
2021-03-16,249067,100569
2021-03-17,249592,100940
2021-03-18,250285,101472
2021-03-19,250943,102074
2021-03-20,251272,102361
2021-03-21,251370,102424
2021-03-22,251538,102550
2021-03-23,252021,102970
2021-03-24,252259,103145
2021-03-25,252259,103145
total,1523914,1573796
