,0,1,2,3,4,5
2020-12-21,0,0,0,0,0,0
2020-12-22,0,0,0,0,0,0
2020-12-23,0,0,0,0,0,0
2020-12-24,0,0,0,0,0,0
2020-12-25,0,0,0,0,0,0
2020-12-26,0,0,0,0,0,0
2020-12-27,0,0,0,0,0,0
2020-12-28,0,0,0,0,0,0
2020-12-29,0,0,0,0,0,0
2020-12-30,0,0,0,0,0,0
2020-12-31,0,0,0,0,0,0
2021-01-01,0,7,7,0,7,7
2021-01-02,0,14,7,7,14,7
2021-01-03,0,14,7,7,14,7
2021-01-04,0,14,14,14,21,14
2021-01-05,0,14,21,21,28,28
2021-01-06,0,21,28,28,42,42
2021-01-07,0,35,56,63,77,63
2021-01-08,7,91,140,182,168,147
2021-01-09,14,154,224,322,266,245
2021-01-10,14,196,273,364,315,301
2021-01-11,28,287,385,490,469,455
2021-01-12,42,420,560,679,644,630
2021-01-13,63,595,721,847,819,812
2021-01-14,98,798,910,1057,1057,1029
2021-01-15,133,1036,1183,1351,1337,1337
2021-01-16,147,1176,1351,1533,1533,1512
2021-01-17,154,1246,1428,1624,1610,1596
2021-01-18,182,1414,1568,1806,1799,1806
2021-01-19,196,1568,1715,1995,2002,2030
2021-01-20,217,1750,1918,2233,2261,2282
2021-01-21,252,2030,2177,2569,2618,2604
2021-01-22,287,2373,2618,3066,3150,3108
2021-01-23,315,2576,2877,3395,3514,3479
2021-01-24,329,2667,3024,3563,3682,3661
2021-01-25,350,2800,3192,3808,3955,3906
2021-01-26,378,2975,3458,4074,4256,4214
2021-01-27,399,3136,3675,4312,4536,4452
2021-01-28,420,3297,3885,4585,4809,4711
2021-01-29,448,3451,4095,4830,5124,5054
2021-01-30,476,3584,4305,5096,5397,5327
2021-01-31,483,3675,4431,5271,5551,5530
2021-02-01,497,3787,4571,5439,5726,5712
2021-02-02,511,3885,4718,5628,5908,5908
2021-02-03,532,4011,4872,5824,6104,6139
2021-02-04,560,4172,5068,6076,6349,6377
2021-02-05,588,4389,5362,6412,6713,6685
2021-02-06,623,4599,5663,6783,7098,7084
2021-02-07,644,4732,5852,7014,7343,7301
2021-02-08,665,4872,6006,7196,7518,7476
2021-02-09,679,5012,6174,7399,7749,7714
2021-02-10,707,5159,6384,7651,7980,7973
2021-02-11,735,5383,6636,7980,8274,8281
2021-02-12,777,5691,7000,8428,8715,8743
2021-02-13,819,6020,7490,8974,9275,9268
2021-02-14,861,6209,7805,9366,9611,9597
2021-02-15,889,6461,8099,9744,10024,9968
2021-02-16,924,6685,8414,10115,10409,10339
2021-02-17,973,6993,8848,10752,10899,10801
2021-02-18,1036,7427,9464,11445,11606,11361
2021-02-19,1092,7889,10024,12096,12187,11970
2021-02-20,1176,8386,10696,12957,13083,12922
2021-02-21,1218,8680,11032,13391,13475,13335
2021-02-22,1274,9086,11522,13923,14014,13769
2021-02-23,1309,9499,12082,14532,14623,14301
2021-02-24,1365,9954,12649,15148,15218,14889
2021-02-25,1449,10577,13468,16079,16156,15687
2021-02-26,1519,11158,14231,16898,17094,16492
2021-02-27,1617,11802,15022,17682,17962,17325
2021-02-28,1687,12215,15589,18235,18424,17836
2021-03-01,1750,12614,16142,18795,18935,18389
2021-03-02,1806,13174,16898,19572,19754,18991
2021-03-03,1918,14119,18137,20965,21161,20307
2021-03-04,2079,15596,19642,22722,23072,22050
2021-03-05,2282,17157,21532,25109,25627,24500
2021-03-06,2499,18704,23415,27734,28609,27237
2021-03-07,2604,19558,24220,28763,29484,28217
2021-03-08,2835,20545,25193,30233,30982,29631
2021-03-09,3171,22302,27118,32389,33236,31899
2021-03-10,3458,23982,29589,35581,36435,35539
2021-03-11,3948,26481,32480,39641,40992,39963
2021-03-12,4501,30758,37303,45983,47754,47565
2021-03-13,5579,38045,45899,57666,59115,59255
2021-03-14,6209,41734,50603,63308,65527,66171
2021-03-15,7301,47789,58982,74543,77392,78582
2021-03-16,8309,53781,67942,87129,91518,93576
2021-03-17,9233,59759,76223,98777,104293,106953
2021-03-18,10178,65870,84469,110299,117026,119861
2021-03-19,11193,72408,93926,123123,130627,133448
2021-03-20,12516,81536,105847,138019,145565,147805
2021-03-21,13202,85449,111454,144872,152796,154861
2021-03-22,13692,88592,116256,150815,159005,161119
2021-03-23,14098,91700,119994,155680,164395,166446
2021-03-24,14441,94402,123312,159824,168777,170905
2021-03-25,14441,94402,123319,159824,168777,170905
total,23282,177793,209832,253470,260540,253673
