,False
2020-12-29,7
2020-12-30,56
2020-12-31,77
2021-01-01,77
2021-01-02,119
2021-01-03,175
2021-01-04,259
2021-01-05,392
2021-01-06,532
2021-01-07,735
2021-01-08,966
2021-01-09,1085
2021-01-10,1295
2021-01-11,1393
2021-01-12,1463
2021-01-13,1477
2021-01-14,1498
2021-01-15,1512
2021-01-16,1526
2021-01-17,1526
2021-01-18,1533
2021-01-19,1540
2021-01-20,1554
2021-01-21,1575
2021-01-22,1582
2021-01-23,1582
2021-01-24,1589
2021-01-25,1589
2021-01-26,1596
2021-01-27,1596
2021-01-28,1603
2021-01-29,1631
2021-01-30,1666
2021-01-31,1694
2021-02-01,1715
2021-02-02,1729
2021-02-03,1764
2021-02-04,1806
2021-02-05,1848
2021-02-06,1855
2021-02-07,1855
2021-02-08,1862
2021-02-09,1904
2021-02-10,1974
2021-02-11,2051
2021-02-12,2107
2021-02-13,2170
2021-02-14,2191
2021-02-15,2233
2021-02-16,2296
2021-02-17,2401
2021-02-18,2548
2021-02-19,2646
2021-02-20,2702
2021-02-21,2737
2021-02-22,2807
2021-02-23,2954
2021-02-24,3206
2021-02-25,3423
2021-02-26,3696
2021-02-27,3962
2021-02-28,4095
2021-03-01,4214
2021-03-02,4445
2021-03-03,4725
2021-03-04,4977
2021-03-05,5285
2021-03-06,5446
2021-03-07,5558
2021-03-08,5803
2021-03-09,6139
2021-03-10,6650
2021-03-11,7245
2021-03-12,7854
2021-03-13,8204
2021-03-14,8400
2021-03-15,8771
2021-03-16,9415
2021-03-17,10248
total,1073079
