,False,True
2020-12-29,63,7
2020-12-30,168,14
2020-12-31,287,21
2021-01-01,301,21
2021-01-02,504,35
2021-01-03,644,49
2021-01-04,882,63
2021-01-05,1190,84
2021-01-06,1575,112
2021-01-07,1995,140
2021-01-08,2387,168
2021-01-09,2681,196
2021-01-10,3066,231
2021-01-11,3234,245
2021-01-12,3353,259
2021-01-13,3409,259
2021-01-14,3451,266
2021-01-15,3486,266
2021-01-16,3507,266
2021-01-17,3528,266
2021-01-18,3535,266
2021-01-19,3549,273
2021-01-20,3577,273
2021-01-21,3605,280
2021-01-22,3612,280
2021-01-23,3626,280
2021-01-24,3633,280
2021-01-25,3640,280
2021-01-26,3654,280
2021-01-27,3661,280
2021-01-28,3682,280
2021-01-29,3752,294
2021-01-30,3808,301
2021-01-31,3885,308
2021-02-01,3934,315
2021-02-02,3983,315
2021-02-03,4067,322
2021-02-04,4158,329
2021-02-05,4221,343
2021-02-06,4242,350
2021-02-07,4277,350
2021-02-08,4298,357
2021-02-09,4368,364
2021-02-10,4487,371
2021-02-11,4634,392
2021-02-12,4781,413
2021-02-13,4879,420
2021-02-14,4921,420
2021-02-15,4998,427
2021-02-16,5201,455
2021-02-17,5439,483
2021-02-18,5635,511
2021-02-19,5796,574
2021-02-20,5901,588
2021-02-21,5971,595
2021-02-22,6125,623
2021-02-23,6377,658
2021-02-24,6790,700
2021-02-25,7266,784
2021-02-26,7875,917
2021-02-27,8428,1043
2021-02-28,8708,1078
2021-03-01,8974,1120
2021-03-02,9583,1176
2021-03-03,10465,1281
2021-03-04,11095,1386
2021-03-05,12236,1568
2021-03-06,12824,1757
2021-03-07,13041,1792
2021-03-08,13566,1876
2021-03-09,14378,1967
2021-03-10,15519,2100
2021-03-11,16891,2226
2021-03-12,18543,2422
2021-03-13,19537,2562
2021-03-14,20062,2632
2021-03-15,21147,2737
2021-03-16,23135,2933
2021-03-17,24962,3094
total,1851255,171430
