,False
2020-12-16,0
2020-12-17,0
2020-12-18,0
2020-12-19,0
2020-12-20,0
2020-12-21,0
2020-12-22,0
2020-12-23,0
2020-12-24,0
2020-12-25,0
2020-12-26,0
2020-12-27,0
2020-12-28,0
2020-12-29,14
2020-12-30,35
2020-12-31,56
2021-01-01,98
2021-01-02,126
2021-01-03,126
2021-01-04,196
2021-01-05,350
2021-01-06,574
2021-01-07,1015
2021-01-08,2114
2021-01-09,3276
2021-01-10,3829
2021-01-11,5390
2021-01-12,7336
2021-01-13,9450
2021-01-14,12103
2021-01-15,15603
2021-01-16,18025
2021-01-17,19075
2021-01-18,21266
2021-01-19,23366
2021-01-20,26012
2021-01-21,29743
2021-01-22,34762
2021-01-23,38423
2021-01-24,40187
2021-01-25,42658
2021-01-26,45584
2021-01-27,48461
2021-01-28,51240
2021-01-29,54467
2021-01-30,57267
2021-01-31,58975
2021-02-01,60795
2021-02-02,62881
2021-02-03,65156
2021-02-04,68082
2021-02-05,72219
2021-02-06,77203
2021-02-07,80038
2021-02-08,82698
2021-02-09,85281
2021-02-10,88214
2021-02-11,91546
2021-02-12,97076
2021-02-13,104265
2021-02-14,108829
2021-02-15,113925
2021-02-16,118762
2021-02-17,124208
2021-02-18,131593
2021-02-19,140021
2021-02-20,152663
2021-02-21,157248
2021-02-22,163919
2021-02-23,170499
2021-02-24,177422
2021-02-25,187019
2021-02-26,196798
2021-02-27,208516
2021-02-28,215026
2021-03-01,222012
2021-03-02,231224
2021-03-03,244363
2021-03-04,264236
2021-03-05,291256
2021-03-06,322441
2021-03-07,337330
2021-03-08,354781
2021-03-09,380660
2021-03-10,417067
2021-03-11,445277
2021-03-12,459550
2021-03-13,459564
total,2778909
